"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Santiago Cafiero por el Frente de todos",0.365,0.374,0.356,0.384,0.379,0.36,0.303,0.406,0.346,0.344,0.62,0.063,0.216,0.378,0.335
"Jorge Macri por Cambiemos",0.364,0.347,0.381,0.314,0.305,0.397,0.55,0.332,0.374,0.39,0.116,0.768,0.298,0.358,0.38
"Florencio Randazzo",0.127,0.119,0.134,0.102,0.157,0.127,0.092,0.163,0.113,0.103,0.157,0.08,0.213,0.122,0.137
"Espert por los liberales",0.074,0.095,0.055,0.106,0.078,0.067,0.023,0.044,0.078,0.106,0.04,0.075,0.159,0.071,0.082
"Del Caño por el Frente de Izquierda",0.07,0.065,0.074,0.094,0.081,0.049,0.032,0.055,0.089,0.057,0.067,0.014,0.114,0.071,0.066
