"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Si",0.8,0.819,0.783,0.746,0.795,0.867,0.808,0.777,0.775,0.878,0.798,0.861,0.705,0.806,0.788
"Puede ser",0.123,0.121,0.125,0.171,0.124,0.095,0.086,0.137,0.135,0.083,0.145,0.076,0.162,0.107,0.159
"No",0.077,0.06,0.092,0.083,0.081,0.038,0.106,0.086,0.09,0.039,0.057,0.063,0.133,0.087,0.053
