"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior"
"Sergio Massa por el Frente de todos",0.385,0.391,0.381,0.366,0.429,0.372,0.325,0.414,0.386,0.347,0.65,0.075,0.24,0.409,0.333
"Jorge Macri por Cambiemos",0.375,0.362,0.386,0.375,0.305,0.409,0.505,0.348,0.383,0.396,0.138,0.77,0.318,0.355,0.419
"Florencio Randazzo",0.098,0.085,0.11,0.063,0.111,0.104,0.112,0.127,0.076,0.098,0.11,0.067,0.19,0.099,0.096
"Espert por los liberales",0.063,0.09,0.038,0.055,0.074,0.073,0.033,0.038,0.071,0.082,0.024,0.077,0.084,0.057,0.076
"Del Caño por el Frente de Izquierda",0.079,0.072,0.085,0.141,0.081,0.042,0.025,0.073,0.084,0.077,0.078,0.011,0.168,0.08,0.076
