"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P22","La votaría",0.084,0.023,0.069,0.011
"P22","Puede que la vote",0.061,0.112,0.132,0.016
"P22","Nunca la votaría",0.799,0.768,0.671,0.917
"P22","No sabe",0.056,0.097,0.128,0.056
"P23","Lo votaría",0.218,0.166,0.237,0.166
"P23","Puede que lo vote",0.289,0.27,0.348,0.489
"P23","Nunca lo votaría",0.41,0.456,0.359,0.274
"P23","No sabe",0.083,0.108,0.056,0.071
"P24","Lo votaría",0.026,0,0.182,0.023
"P24","Puede que lo vote",0.099,0.125,0.207,0.063
"P24","Nunca lo votaría",0.778,0.77,0.505,0.834
"P24","No sabe",0.097,0.105,0.106,0.08
"P26","Cristina Fernández de Kirchner por el Frente de Todos",0.512,0.575,0.348,0.937
"P26","Alberto Fernández por el Frente de Todos",0.278,0.186,0.118,0.02
"P26","Mauricio Macri por Juntos por el cambio",0.052,0.012,0.151,0.009
"P26","Horacio Rodríguez Larreta por Juntos por el Cambio",0.083,0.021,0.076,0.007
"P26","Patricia Bullrich por Juntos por el Cambio",0.047,0.072,0.103,0
"P26","Facundo Manes por Juntos por el Cambio",0.007,0.017,0.058,0.018
"P26","Javier Milei por los liberales libertarios",0,0.007,0.078,0.006
"P26","Nicolás del Caño por la izquierda",0,0,0,0.003
"P26","Aún no lo tengo decidido",0.021,0.11,0.068,0
"P27","Horacio Rodríguez Larreta por Juntos por el Cambio",0.11,0.079,0.078,0.017
"P27","Patricia Bullrich por Juntos por el Cambio",0.041,0.012,0.136,0.012
"P27","Facundo Manes por Juntos por el Cambio",0.013,0,0.131,0.021
"P27","Alberto Fernández por el Frente de Todos",0.732,0.028,0.184,0.2
"P27","Sergio Massa por el Frente de Todos",0.088,0.874,0.203,0.448
"P27","Javier Milei por los liberales libertarios",0,0.007,0.149,0.011
"P27","Nicolás del Caño por la izquierda",0,0,0.009,0.029
"P27","Otros candidatos",0,0,0.069,0.107
"P27","Aún no lo tengo decidido",0.016,0,0.041,0.155
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.749,0.622,0.423,0.975
"P28","Mauricio Macri por Juntos por el Cambio",0.081,0.028,0.138,0
"P28","Javier Milei por los liberales libertarios",0.006,0.009,0.177,0.005
"P28","Nicolás del Caño por la izquierda",0,0.007,0.01,0.003
"P28","Otro candidato",0.052,0.212,0.219,0.01
"P28","Aún no lo tengo decidido",0.112,0.122,0.033,0.007
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.111,0.091,0.191,0.095
"P30","Alberto Fernández por el Frente de Todos",0.73,0.497,0.341,0.474
"P30","Javier Milei por los liberales libertarios",0.028,0,0.133,0.013
"P30","Nicolás del Caño por la izquierda",0,0,0.01,0.031
"P30","Otro candidato",0.037,0.177,0.193,0.205
"P30","Aún no lo tengo decidido",0.094,0.235,0.132,0.182
"P32","Sergio Massa presidente por el Frente de Todos",0.593,0.944,0.431,0.559
"P32","Patricia Bullrich por Juntos por el Cambio",0.135,0.036,0.15,0.024
"P32","Javier Milei por los liberales libertarios",0.015,0,0.043,0.015
"P32","Nicolás del Caño por la izquierda",0.012,0,0.101,0.036
"P32","Otro candidato",0.076,0.02,0.228,0.186
"P32","Aún no lo tengo decidido",0.169,0,0.047,0.18
"P34","Sergio Massa presidente por el Frente de Todos",0.476,0.958,0.277,0.627
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.246,0.026,0.359,0.018
"P34","Javier Milei por los liberales libertarios",0.034,0,0.054,0.007
"P34","Nicolás del Caño por la izquierda",0.013,0,0.022,0.042
"P34","Otro candidato",0.079,0,0.262,0.163
"P34","Aún no lo tengo decidido",0.152,0.016,0.026,0.143
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.708,0.632,0.436,0.904
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.116,0.105,0.201,0.051
"P36","Javier Milei por los liberales libertarios",0.034,0.015,0.164,0.001
"P36","Nicolás del Caño por la izquierda",0,0,0.007,0.008
"P36","Otro candidato",0.067,0.128,0.165,0.013
"P36","Aún no lo tengo decidido",0.075,0.12,0.027,0.023
"P37","Sergio Massa presidente por el Frente de Todos",0.514,0.924,0.435,0.688
"P37","Mauricio Macri por Juntos por el Cambio",0.144,0.045,0.14,0.009
"P37","Javier Milei por los liberales libertarios",0.036,0.014,0.054,0.002
"P37","Nicolás del Caño por la izquierda",0.013,0,0.096,0.021
"P37","Otro candidato",0.167,0,0.228,0.177
"P37","Aún no lo tengo decidido",0.126,0.017,0.047,0.103
"P38","Alberto Fernández por el Frente de Todos",0.792,0.645,0.433,0.564
"P38","Mauricio Macri por Juntos por el Cambio",0.135,0.077,0.148,0.004
"P38","Javier Milei por los liberales libertarios",0.007,0.015,0.049,0.002
"P38","Nicolás del Caño por la izquierda",0,0,0.018,0.057
"P38","Otro candidato",0.036,0.141,0.26,0.256
"P38","Aún no lo tengo decidido",0.03,0.122,0.092,0.117
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.789,0.691,0.5,0.969
"P39","Mauricio Macri por Juntos por el Cambio",0.147,0.121,0.353,0.008
"P39","No sabe",0.064,0.188,0.147,0.023
"P40","Alberto Fernández por el Frente de Todos",0.824,0.659,0.375,0.772
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.08,0.073,0.388,0.027
"P40","No sabe",0.096,0.268,0.237,0.201
"P41","Sergio Massa presidente por el Frente de Todos",0.609,0.732,0.487,0.785
"P41","Patricia Bullrich por Juntos por el Cambio",0.126,0.046,0.359,0.007
"P41","No sabe",0.265,0.222,0.154,0.208
"P42","Sergio Massa presidente por el Frente de Todos",0.639,0.884,0.57,0.833
"P42","Mauricio Macri por Juntos por el Cambio",0.118,0.029,0.273,0.006
"P42","No sabe",0.243,0.087,0.157,0.161
"P43","Sergio Massa presidente por el Frente de Todos",0.533,0.788,0.486,0.855
"P43","Javier Milei por los liberales libertarios",0.021,0.037,0.189,0.01
"P43","No sabe",0.446,0.175,0.325,0.135
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.089,0.223,0.336,0.073
"P44","Javier Milei por los liberales libertarios",0.042,0.032,0.272,0.023
"P44","No sabe",0.869,0.745,0.392,0.904
"P45","Muy buena",0.183,0.192,0.093,0.1
"P45","Buena",0.314,0.181,0.108,0.365
"P45","Ni buena ni mala",0.325,0.495,0.388,0.389
"P45","Mala",0.111,0.082,0.103,0.112
"P45","Muy mala",0.051,0.032,0.308,0.014
"P45","No sabe",0.016,0.018,0,0.02
"P46","Muy buena",0.289,0.117,0.076,0.075
"P46","Buena",0.44,0.344,0.344,0.375
"P46","Ni buena ni mala",0.155,0.395,0.076,0.402
"P46","Mala",0.049,0.06,0.132,0.101
"P46","Muy mala",0.051,0.084,0.372,0.038
"P46","No sabe",0.016,0,0,0.009
"P47","Muy buena",0.421,0.367,0.259,0.832
"P47","Buena",0.261,0.13,0.033,0.122
"P47","Ni buena ni mala",0.217,0.28,0.251,0.03
"P47","Mala",0.061,0.123,0.178,0.004
"P47","Muy mala",0.04,0.1,0.279,0.01
"P47","No sabe",0,0,0,0.002
"P48","Muy buena",0.078,0.031,0.139,0.05
"P48","Buena",0.038,0.046,0.077,0.013
"P48","Ni buena ni mala",0.235,0.013,0.015,0.034
"P48","Mala",0.214,0.358,0.205,0.115
"P48","Muy mala",0.42,0.552,0.564,0.775
"P48","No sabe",0.015,0,0,0.013
"P49","Muy buena",0.15,0.017,0.207,0.008
"P49","Buena",0.074,0.195,0.257,0.009
"P49","Ni buena ni mala",0.287,0.179,0.092,0.059
"P49","Mala",0.334,0.4,0.165,0.187
"P49","Muy mala",0.14,0.209,0.27,0.737
"P49","No sabe",0.015,0,0.009,0
"P50","Muy buena",0.069,0.555,0.017,0.097
"P50","Buena",0.202,0.243,0.28,0.39
"P50","Ni buena ni mala",0.598,0.197,0.347,0.325
"P50","Mala",0.085,0,0.111,0.103
"P50","Muy mala",0.046,0.005,0.245,0.073
"P50","No sabe",0,0,0,0.012
"P51","Muy buena",0.097,0.056,0.048,0.018
"P51","Buena",0.057,0.005,0.18,0.035
"P51","Ni buena ni mala",0.24,0.099,0,0.026
"P51","Mala",0.213,0.183,0.214,0.114
"P51","Muy mala",0.377,0.635,0.558,0.807
"P51","No sabe",0.016,0.022,0,0
"P52","Muy buena",0.081,0,0.127,0.01
"P52","Buena",0.042,0.015,0.054,0
"P52","Ni buena ni mala",0.254,0.184,0.23,0.027
"P52","Mala",0.248,0.155,0.242,0.112
"P52","Muy mala",0.359,0.624,0.338,0.841
"P52","No sabe",0.016,0.022,0.009,0.01
"P53","Muy buena",0.135,0.017,0.146,0.01
"P53","Buena",0.132,0.151,0.155,0.004
"P53","Ni buena ni mala",0.05,0.197,0.202,0.021
"P53","Mala",0.218,0.1,0.073,0.109
"P53","Muy mala",0.449,0.517,0.424,0.849
"P53","No sabe",0.016,0.018,0,0.007
"P54","Muy buena",0.127,0.087,0.208,0.198
"P54","Buena",0.479,0.289,0.221,0.348
"P54","Ni buena ni mala",0.17,0.42,0.269,0.324
"P54","Mala",0.108,0.056,0.133,0.042
"P54","Muy mala",0.089,0.148,0.169,0.084
"P54","No sabe",0.027,0,0,0.004
"P55","Muy buena",0,0.094,0.096,0.034
"P55","Buena",0.139,0.065,0.226,0.121
"P55","Ni buena ni mala",0.51,0.462,0.315,0.401
"P55","Mala",0.158,0.119,0.191,0.184
"P55","Muy mala",0.176,0.199,0.128,0.218
"P55","No sabe",0.017,0.061,0.044,0.042
"P57","Siempre",0.335,0.329,0.408,0.26
"P57","Casi siempre",0.213,0.332,0.313,0.454
"P57","Casi nunca",0.431,0.276,0.116,0.191
"P57","Nunca, pero esta es una excepción",0.021,0.063,0.163,0.095
"P58","Si",0.672,0.365,0.753,0.525
"P58","No",0.328,0.635,0.247,0.475
