"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A Cristina Fernández de Kirchner"
"P04","Tengo trabajo estable",0.229,0.487,0.484,0.515
"P04","Realizo changas o trabajos de vez en cuando",0.326,0.16,0.191,0.16
"P04","No tengo trabajo",0.262,0.202,0.157,0.115
"P04","Soy jubilado o pensionado",0.183,0.151,0.168,0.21
"P05","1",0.432,0.282,0.317,0.135
"P05","2",0.064,0.081,0.066,0.061
"P05","3",0.034,0.012,0.04,0.028
"P05","4",0.022,0.074,0.035,0.058
"P05","5",0.077,0.146,0.158,0.114
"P05","6",0.036,0.037,0.029,0.06
"P05","7",0.075,0.074,0.066,0.17
"P05","8",0.036,0.02,0.052,0.112
"P05","9",0.224,0.274,0.237,0.262
"P06","1",0.484,0.333,0.318,0.465
"P06","2",0.091,0.082,0.171,0.094
"P06","3",0.077,0.023,0,0.069
"P06","4",0.04,0.076,0.135,0.054
"P06","5",0.105,0.185,0.089,0.126
"P06","6",0.008,0.026,0.091,0.019
"P06","7",0,0.067,0.034,0.038
"P06","8",0.006,0.006,0.024,0.016
"P06","9",0.189,0.202,0.138,0.119
"P07","1",0.371,0.441,0.313,0.661
"P07","2",0.079,0.073,0.085,0.072
"P07","3",0.024,0,0.058,0.041
"P07","4",0,0,0,0.014
"P07","5",0.074,0.083,0.099,0.059
"P07","6",0,0.023,0.088,0.014
"P07","7",0.024,0.036,0.016,0.005
"P07","8",0,0.025,0.047,0.008
"P07","9",0.428,0.319,0.294,0.126
"P10","A Alberto Fernández",0.77,0.046,0.17,0.081
"P10","A Sergio Massa",0.122,0.908,0.142,0.099
"P10","A algún candidato del peronismo",0.03,0.018,0.623,0.105
"P10","A algún candidato del kirchnerismo",0.078,0.028,0.065,0.715
"P14","Lo votaría",0.128,0.066,0.274,0.001
"P14","Puede que lo vote",0.042,0.127,0.008,0.022
"P14","Nunca lo votaría",0.813,0.764,0.658,0.894
"P14","No sabe",0.017,0.043,0.06,0.083
"P15","Lo votaría",0.262,0.657,0.201,0.201
"P15","Puede que lo vote",0.36,0.17,0.287,0.478
"P15","Nunca lo votaría",0.356,0.153,0.392,0.232
"P15","No sabe",0.022,0.02,0.12,0.089
"P16","Lo votaría",0.832,0.226,0.186,0.179
"P16","Puede que lo vote",0.091,0.374,0.271,0.516
"P16","Nunca lo votaría",0.07,0.269,0.438,0.176
"P16","No sabe",0.007,0.131,0.105,0.129
"P17","La votaría",0.706,0.463,0.357,0.875
"P17","Puede que la vote",0.16,0.229,0.283,0.089
"P17","Nunca la votaría",0.134,0.259,0.33,0.019
"P17","No sabe",0,0.049,0.03,0.017
"P18","Lo votaría",0.148,0.039,0.222,0.044
"P18","Puede que lo vote",0.084,0.119,0.189,0.035
"P18","Nunca lo votaría",0.688,0.719,0.55,0.888
"P18","No sabe",0.08,0.123,0.039,0.033
"P19","Lo votaría",0.033,0.036,0.058,0.008
"P19","Puede que lo vote",0.187,0.229,0.169,0.122
"P19","Nunca lo votaría",0.639,0.638,0.59,0.737
"P19","No sabe",0.141,0.097,0.183,0.133
"P20","La votaría",0.11,0.07,0.203,0.002
"P20","Puede que la vote",0.076,0.107,0.088,0.027
"P20","Nunca la votaría",0.796,0.727,0.627,0.959
"P20","No sabe",0.018,0.096,0.082,0.012
"P21","Lo votaría",0,0.055,0.099,0.001
"P21","Puede que lo vote",0.123,0.1,0.077,0.018
"P21","Nunca lo votaría",0.809,0.722,0.637,0.962
"P21","No sabe",0.068,0.123,0.187,0.019
