"var","categoria","A Alberto Fernández","A Sergio Massa","A algún candidato del peronismo","A algún candidato del kirchnerismo"
"P27","Nicolás del Caño por la izquierda",0.003,0,0.008,0.036
"P27","Otros candidatos",0,0.01,0.127,0.115
"P27","Aún no lo tengo decidido",0.028,0.01,0.139,0.162
"P28","Cristina Fernández de Kirchner por el Frente de Todos",0.813,0.676,0.654,0.97
"P28","Mauricio Macri por Juntos por el Cambio",0.062,0.018,0.114,0
"P28","Javier Milei por los liberales libertarios",0.021,0.038,0.089,0
"P28","Nicolás del Caño por la izquierda",0.009,0.005,0.008,0.001
"P28","Otro candidato",0.026,0.177,0.094,0.021
"P28","Aún no lo tengo decidido",0.069,0.086,0.041,0.008
"P30","Horacio Rodríguez Larreta por Juntos por el Cambio",0.111,0.162,0.135,0.074
"P30","Alberto Fernández por el Frente de Todos",0.669,0.49,0.364,0.471
"P30","Javier Milei por los liberales libertarios",0.037,0,0.12,0.01
"P30","Nicolás del Caño por la izquierda",0.009,0.014,0.008,0.03
"P30","Otro candidato",0.082,0.141,0.157,0.234
"P30","Aún no lo tengo decidido",0.092,0.193,0.216,0.181
"P32","Sergio Massa presidente por el Frente de Todos",0.624,0.823,0.468,0.532
"P32","Patricia Bullrich por Juntos por el Cambio",0.101,0.035,0.127,0.025
"P32","Javier Milei por los liberales libertarios",0.028,0,0.046,0.013
"P32","Nicolás del Caño por la izquierda",0.022,0.04,0.009,0.041
"P32","Otro candidato",0.023,0.081,0.07,0.249
"P32","Aún no lo tengo decidido",0.202,0.021,0.28,0.14
"P34","Sergio Massa presidente por el Frente de Todos",0.604,0.827,0.431,0.576
"P34","Horacio Rodríguez Larreta por Juntos por el Cambio",0.128,0.104,0.195,0.028
"P34","Javier Milei por los liberales libertarios",0.043,0,0.056,0.002
"P34","Nicolás del Caño por la izquierda",0.023,0.005,0.009,0.05
"P34","Otro candidato",0.106,0.008,0.153,0.206
"P34","Aún no lo tengo decidido",0.096,0.056,0.156,0.138
"P36","Cristina Fernández de Kirchner por el Frente de Todos",0.737,0.672,0.709,0.892
"P36","Horacio Rodríguez Larreta por Juntos por el Cambio",0.141,0.107,0.109,0.044
"P36","Javier Milei por los liberales libertarios",0.025,0.045,0.071,0.002
"P36","Nicolás del Caño por la izquierda",0.014,0,0,0.006
"P36","Otro candidato",0.049,0.093,0.073,0.027
"P36","Aún no lo tengo decidido",0.034,0.083,0.038,0.029
"P37","Sergio Massa presidente por el Frente de Todos",0.611,0.821,0.516,0.667
"P37","Mauricio Macri por Juntos por el Cambio",0.114,0.028,0.123,0.009
"P37","Javier Milei por los liberales libertarios",0.026,0.009,0.057,0
"P37","Nicolás del Caño por la izquierda",0.024,0.037,0.01,0.022
"P37","Otro candidato",0.139,0.079,0.137,0.201
"P37","Aún no lo tengo decidido",0.086,0.026,0.157,0.101
"P38","Alberto Fernández por el Frente de Todos",0.747,0.669,0.367,0.548
"P38","Mauricio Macri por Juntos por el Cambio",0.114,0.048,0.139,0
"P38","Javier Milei por los liberales libertarios",0.005,0.009,0.057,0
"P38","Nicolás del Caño por la izquierda",0.014,0,0.094,0.051
"P38","Otro candidato",0.096,0.166,0.132,0.293
"P38","Aún no lo tengo decidido",0.024,0.108,0.211,0.108
"P39","Cristina Fernández de Kirchner por el Frente de Todos",0.877,0.704,0.658,0.971
"P39","Mauricio Macri por Juntos por el Cambio",0.096,0.113,0.201,0.026
"P39","No sabe",0.027,0.183,0.141,0.003
"P40","Alberto Fernández por el Frente de Todos",0.865,0.68,0.427,0.761
"P40","Horacio Rodríguez Larreta por Juntos por el Cambio",0.089,0.08,0.285,0.027
"P40","No sabe",0.046,0.24,0.288,0.212
"P41","Sergio Massa presidente por el Frente de Todos",0.694,0.754,0.604,0.743
"P41","Patricia Bullrich por Juntos por el Cambio",0.117,0.061,0.203,0.022
"P41","No sabe",0.189,0.185,0.193,0.235
"P42","Sergio Massa presidente por el Frente de Todos",0.805,0.826,0.602,0.806
"P42","Mauricio Macri por Juntos por el Cambio",0.104,0.017,0.186,0.022
"P42","No sabe",0.091,0.157,0.212,0.172
"P43","Sergio Massa presidente por el Frente de Todos",0.652,0.766,0.64,0.829
"P43","Javier Milei por los liberales libertarios",0.04,0.058,0.12,0.005
"P43","No sabe",0.308,0.176,0.24,0.166
"P44","Horacio Rodríguez Larreta por Juntos por el Cambio",0.098,0.211,0.169,0.087
"P44","Javier Milei por los liberales libertarios",0.166,0.072,0.123,0
"P44","No sabe",0.736,0.717,0.708,0.913
"P45","Muy buena",0.157,0.182,0,0.109
"P45","Buena",0.333,0.228,0.232,0.348
"P45","Ni buena ni mala",0.428,0.385,0.416,0.386
"P45","Mala",0.035,0.168,0.106,0.101
"P45","Muy mala",0.036,0.027,0.246,0.031
"P45","No sabe",0.011,0.01,0,0.025
"P46","Muy buena",0.312,0.078,0,0.077
"P46","Buena",0.415,0.412,0.126,0.404
"P46","Ni buena ni mala",0.155,0.296,0.466,0.373
"P46","Mala",0.046,0.062,0.182,0.103
"P46","Muy mala",0.061,0.152,0.226,0.031
"P46","No sabe",0.011,0,0,0.012
"P47","Muy buena",0.438,0.49,0.378,0.868
"P47","Buena",0.188,0.169,0.149,0.084
"P47","Ni buena ni mala",0.295,0.162,0.169,0.015
"P47","Mala",0.018,0.131,0.097,0.005
"P47","Muy mala",0.061,0.048,0.207,0.026
"P47","No sabe",0,0,0,0.002
"P48","Muy buena",0.057,0.035,0.136,0.058
"P48","Buena",0.027,0.048,0.095,0.003
"P48","Ni buena ni mala",0.168,0.046,0.109,0.004
"P48","Mala",0.194,0.333,0.042,0.112
"P48","Muy mala",0.491,0.538,0.618,0.823
"P48","No sabe",0.063,0,0,0
"P49","Muy buena",0.113,0.056,0.124,0.011
"P49","Buena",0.098,0.189,0.078,0.004
"P49","Ni buena ni mala",0.214,0.171,0.214,0.014
"P49","Mala",0.305,0.259,0.21,0.196
"P49","Muy mala",0.258,0.325,0.374,0.773
"P49","No sabe",0.012,0,0,0.002
"P50","Muy buena",0.069,0.419,0.02,0.063
"P50","Buena",0.26,0.312,0.168,0.41
"P50","Ni buena ni mala",0.525,0.212,0.465,0.321
"P50","Mala",0.109,0.024,0.089,0.113
"P50","Muy mala",0.037,0.033,0.248,0.08
"P50","No sabe",0,0,0.01,0.013
"P51","Muy buena",0.075,0.062,0.066,0.004
"P51","Buena",0.044,0.006,0.092,0.066
"P51","Ni buena ni mala",0.142,0.112,0.021,0.014
"P51","Mala",0.221,0.233,0.021,0.112
"P51","Muy mala",0.505,0.575,0.8,0.804
"P51","No sabe",0.013,0.012,0,0
"P52","Muy buena",0.063,0.066,0.037,0.004
"P52","Buena",0.032,0,0.073,0
"P52","Ni buena ni mala",0.17,0.207,0.145,0.014
"P52","Mala",0.241,0.156,0.201,0.106
"P52","Muy mala",0.482,0.559,0.507,0.869
"P52","No sabe",0.012,0.012,0.037,0.007
"P53","Muy buena",0.134,0.009,0.057,0.027
"P53","Buena",0.04,0.169,0.083,0
"P53","Ni buena ni mala",0.103,0.141,0.117,0.013
"P53","Mala",0.14,0.152,0.139,0.086
"P53","Muy mala",0.57,0.52,0.567,0.874
"P53","No sabe",0.013,0.009,0.037,0
"P54","Muy buena",0.271,0.134,0.216,0.161
"P54","Buena",0.318,0.313,0.174,0.398
"P54","Ni buena ni mala",0.257,0.326,0.327,0.318
"P54","Mala",0.032,0.077,0.196,0.033
"P54","Muy mala",0.102,0.15,0.087,0.086
"P54","No sabe",0.02,0,0,0.004
"P55","Muy buena",0.011,0.064,0.005,0.057
"P55","Buena",0.262,0.093,0.168,0.097
"P55","Ni buena ni mala",0.359,0.473,0.482,0.38
"P55","Mala",0.19,0.096,0.19,0.201
"P55","Muy mala",0.131,0.229,0.051,0.241
"P55","No sabe",0.047,0.045,0.104,0.024
"P57","Siempre",0.333,0.351,0.271,0.264
"P57","Casi siempre",0.3,0.355,0.38,0.444
"P57","Casi nunca",0.352,0.221,0.229,0.176
"P57","Nunca, pero esta es una excepción",0.015,0.073,0.12,0.116
"P58","Si",0.613,0.557,0.646,0.506
"P58","No",0.387,0.443,0.354,0.494
