"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","GBA","Interior","Fernandez","Macri","Lavagna"
"Sergio Massa presidente por el Frente de Todos",0.302,0.295,0.308,0.216,0.369,0.294,0.249,0.274,0.315,0.314,0.3,0.304,0.647,0.07,0.144
"Patricia Bullrich por Juntos por el Cambio",0.475,0.497,0.454,0.458,0.407,0.532,0.569,0.474,0.455,0.508,0.475,0.477,0.104,0.81,0.508
"No sabe",0.223,0.208,0.238,0.326,0.224,0.174,0.182,0.252,0.23,0.178,0.225,0.219,0.249,0.12,0.348
