"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.356,0.413,0.429,0.339
"P04","Realizo changas o trabajos de vez en cuando",0.253,0.231,0.229,0.247
"P04","No tengo trabajo",0.152,0.131,0.181,0.216
"P04","Soy jubilado o pensionado",0.239,0.225,0.161,0.198
"P05","1",0.366,0.342,0.226,0.352
"P05","2",0.074,0.074,0.073,0.055
"P05","3",0.074,0.062,0.054,0.07
"P05","4",0.081,0.088,0.066,0.054
"P05","5",0.175,0.221,0.148,0.125
"P05","6",0.034,0.048,0.056,0.047
"P05","7",0.029,0.057,0.114,0.043
"P05","8",0.025,0.015,0.061,0.054
"P05","9",0.142,0.093,0.202,0.2
"P06","1",0.203,0.159,0.318,0.311
"P06","2",0.059,0.038,0.069,0.058
"P06","3",0.03,0.031,0.049,0.041
"P06","4",0.047,0.065,0.056,0.059
"P06","5",0.155,0.187,0.145,0.235
"P06","6",0.054,0.036,0.054,0.033
"P06","7",0.053,0.075,0.045,0.062
"P06","8",0.057,0.096,0.04,0.051
"P06","9",0.342,0.313,0.224,0.15
"P07","1",0.255,0.192,0.434,0.328
"P07","2",0.026,0.049,0.044,0.105
"P07","3",0.019,0.04,0.042,0.027
"P07","4",0.021,0.03,0.013,0.011
"P07","5",0.119,0.116,0.102,0.095
"P07","6",0.018,0.047,0.029,0.026
"P07","7",0.033,0.075,0.026,0.043
"P07","8",0.049,0.046,0.028,0.015
"P07","9",0.46,0.405,0.282,0.35
"P09","Del Frente de Todos y el peronismo",0.071,0.063,0.483,0.288
"P09","De Juntos por el cambio",0.666,0.583,0.157,0.168
"P09","De los Liberales libertarios",0.17,0.202,0.166,0.11
"P09","De la Izquierda",0.018,0.012,0.036,0.01
"P09","No sabe",0.075,0.14,0.158,0.424
"P10","A Alberto Fernández",0.4,0.269,0.164,0.104
"P10","A Sergio Massa",0.134,0.525,0.207,0.295
"P10","A algún candidato del peronismo",0.286,0.066,0.138,0.216
"P10","A algún candidato del kirchnerismo",0.18,0.14,0.491,0.385
"P11","A Alberto Fernández",0.372,0.161,0.123,0.104
"P11","A Sergio Massa",0.108,0.322,0.128,0.193
"P11","A algún candidato del peronismo",0.286,0.327,0.096,0.222
"P11","A Cristina Fernández de Kirchner",0.234,0.19,0.653,0.481
"P12","A Horacio Rodriguez Larreta",0.307,0.188,0.184,0.103
"P12","A Mauricio Macri",0.31,0.383,0.288,0.362
"P12","A Patricia Bullrich",0.325,0.379,0.299,0.425
"P12","A Facundo Manes",0.052,0.046,0.164,0.097
"P12","A Gerardo Morales",0.006,0.004,0.065,0.013
"P13","Seguro lo votaria",0.249,0.134,0.221,0.086
"P13","Quizás lo votaría",0.37,0.469,0.234,0.319
"P13","Nunca lo votaría",0.381,0.397,0.545,0.595
"P14","Lo votaría",0.499,0.392,0.098,0.118
"P14","Puede que lo vote",0.305,0.328,0.093,0.162
"P14","Nunca lo votaría",0.146,0.224,0.757,0.47
"P14","No sabe",0.05,0.056,0.052,0.25
"P15","Lo votaría",0.065,0.052,0.158,0.11
"P15","Puede que lo vote",0.112,0.109,0.297,0.302
"P15","Nunca lo votaría",0.785,0.797,0.499,0.369
"P15","No sabe",0.038,0.042,0.046,0.219
"P16","Lo votaría",0.055,0.037,0.161,0.125
"P16","Puede que lo vote",0.017,0.041,0.247,0.16
"P16","Nunca lo votaría",0.89,0.904,0.514,0.409
"P16","No sabe",0.038,0.018,0.078,0.306
"P17","La votaría",0.074,0.057,0.429,0.227
"P17","Puede que la vote",0.026,0.028,0.117,0.159
"P17","Nunca la votaría",0.887,0.905,0.431,0.437
"P17","No sabe",0.013,0.01,0.023,0.177
"P18","Lo votaría",0.43,0.152,0.095,0.061
"P18","Puede que lo vote",0.262,0.501,0.119,0.195
"P18","Nunca lo votaría",0.266,0.289,0.756,0.377
"P18","No sabe",0.042,0.058,0.03,0.367
"P19","Lo votaría",0.172,0.083,0.039,0.051
"P19","Puede que lo vote",0.264,0.325,0.132,0.183
"P19","Nunca lo votaría",0.461,0.523,0.724,0.266
