"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P04","Tengo trabajo estable",0.376,0.464,0.421,0.312
"P04","Realizo changas o trabajos de vez en cuando",0.207,0.223,0.246,0.267
"P04","No tengo trabajo",0.159,0.145,0.171,0.271
"P04","Soy jubilado o pensionado",0.258,0.168,0.162,0.15
"P05","1",0.394,0.335,0.216,0.192
"P05","2",0.096,0.083,0.053,0.093
"P05","3",0.065,0.08,0.051,0.07
"P05","4",0.072,0.092,0.064,0.061
"P05","5",0.17,0.178,0.15,0.216
"P05","6",0.041,0.05,0.056,0.029
"P05","7",0.037,0.052,0.129,0
"P05","8",0.017,0.03,0.064,0.066
"P05","9",0.108,0.1,0.217,0.273
"P06","1",0.163,0.162,0.356,0.341
"P06","2",0.055,0.023,0.086,0.029
"P06","3",0.004,0.034,0.065,0.022
"P06","4",0.051,0.037,0.065,0.06
"P06","5",0.136,0.156,0.168,0.242
"P06","6",0.067,0.08,0.027,0.055
"P06","7",0.074,0.069,0.038,0.043
"P06","8",0.111,0.073,0.021,0.043
"P06","9",0.339,0.366,0.174,0.165
"P07","1",0.189,0.24,0.481,0.358
"P07","2",0.031,0.038,0.06,0.027
"P07","3",0.041,0.01,0.046,0.023
"P07","4",0.016,0.035,0.013,0.006
"P07","5",0.128,0.11,0.09,0.117
"P07","6",0.043,0.054,0.017,0.031
"P07","7",0.067,0.046,0.019,0.047
"P07","8",0.056,0.034,0.023,0.015
"P07","9",0.429,0.433,0.251,0.376
"P09","Del Frente de Todos y el peronismo",0.056,0.088,0.571,0.202
"P09","De Juntos por el cambio",0.67,0.418,0.116,0.133
"P09","De los Liberales libertarios",0.199,0.348,0.095,0.102
"P09","De la Izquierda",0.004,0.019,0.042,0.011
"P09","No sabe",0.071,0.127,0.176,0.552
"P10","A Alberto Fernández",0.354,0.115,0.165,0.068
"P10","A Sergio Massa",0.313,0.402,0.204,0.459
"P10","A algún candidato del peronismo",0.216,0.361,0.117,0.448
"P10","A algún candidato del kirchnerismo",0.117,0.122,0.514,0.025
"P11","A Alberto Fernández",0.279,0.187,0.119,0.068
"P11","A Sergio Massa",0.197,0.296,0.121,0.411
"P11","A algún candidato del peronismo",0.497,0.211,0.09,0.302
"P11","A Cristina Fernández de Kirchner",0.027,0.306,0.67,0.219
"P12","A Horacio Rodriguez Larreta",0.107,0.349,0.333,0.236
"P12","A Mauricio Macri",0.314,0.43,0.268,0.227
"P12","A Patricia Bullrich",0.54,0.069,0.179,0.277
"P12","A Facundo Manes",0.035,0.097,0.193,0.119
"P12","A Gerardo Morales",0.004,0.055,0.027,0.141
"P13","Seguro lo votaria",0.193,0.142,0.222,0.21
"P13","Quizás lo votaría",0.379,0.399,0.317,0.152
"P13","Nunca lo votaría",0.428,0.459,0.461,0.638
"P14","Lo votaría",0.524,0.274,0.046,0.079
"P14","Puede que lo vote",0.298,0.335,0.069,0.107
"P14","Nunca lo votaría",0.153,0.324,0.822,0.473
"P14","No sabe",0.025,0.067,0.063,0.341
"P15","Lo votaría",0.056,0.061,0.181,0.1
"P15","Puede que lo vote",0.084,0.119,0.352,0.277
"P15","Nunca lo votaría",0.846,0.787,0.405,0.342
"P15","No sabe",0.014,0.033,0.062,0.281
"P16","Lo votaría",0.025,0.058,0.189,0.163
"P16","Puede que lo vote",0.01,0.057,0.305,0.073
"P16","Nunca lo votaría",0.945,0.863,0.419,0.349
"P16","No sabe",0.02,0.022,0.087,0.415
"P17","La votaría",0.041,0.05,0.512,0.176
"P17","Puede que la vote",0.015,0.042,0.148,0.162
"P17","Nunca la votaría",0.934,0.894,0.322,0.377
"P17","No sabe",0.01,0.014,0.018,0.285
"P18","Lo votaría",0.24,0.171,0.094,0.128
"P18","Puede que lo vote",0.421,0.365,0.085,0.154
"P18","Nunca lo votaría",0.288,0.432,0.787,0.225
"P18","No sabe",0.051,0.032,0.034,0.493
"P19","Lo votaría",0.112,0.1,0.032,0.064
"P19","Puede que lo vote",0.245,0.361,0.115,0.177
"P19","Nunca lo votaría",0.56,0.49,0.727,0.169
"P19","No sabe",0.083,0.049,0.126,0.59
"P21","Lo votaría",0.324,0.279,0.119,0.077
"P21","Puede que lo vote",0.345,0.336,0.064,0.055
"P21","Nunca lo votaría",0.274,0.333,0.8,0.189
"P21","No sabe",0.057,0.052,0.017,0.679
"P22","La votaría",0.269,0.175,0.039,0.119
"P22","Puede que la vote",0.4,0.388,0.07,0.055
"P22","Nunca la votaría",0.27,0.38,0.84,0.281
"P22","No sabe",0.061,0.057,0.051,0.545
