"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10","Unión por la Patria",0.247,0.235,0.253,0.194
"P10","Juntos por el Cambio",0.457,0.383,0.282,0.208
"P10","De los liberales libertarios",0.216,0.255,0.279,0.159
"P10","De la Izquierda",0.045,0.035,0.039,0.054
"P10","Hacemos por nuestro país",0.014,0.061,0.063,0.049
"P10","Otro",0.011,0.007,0.029,0.071
"P10","En blanco",0.008,0.005,0.006,0.097
"P10","No sabe",0.002,0.019,0.049,0.168
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.258,0.198,0.243,0.179
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.427,0.358,0.367,0.187
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.225,0.31,0.207,0.137
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.042,0.057,0.075,0.039
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.029,0.043,0.061,0.114
"P13","En blanco",0.013,0.017,0.02,0.047
"P13","No sabe",0.006,0.017,0.027,0.297
"P16","Union por la Patria",0.278,0.188,0.288,0.27
"P16","Cambiemos",0.48,0.503,0.462,0.249
"P16","Liberales",0.174,0.172,0.096,0.074
"P16","Izquierda",0.039,0.042,0.048,0.035
"P16","No sabe",0.029,0.095,0.106,0.372
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.257,0.235,0.284,0.26
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.47,0.454,0.382,0.251
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.192,0.192,0.158,0.035
"P17","La candidata a Jefe de Gobierno de la izquierda",0.024,0.036,0.043,0.057
"P17","En blanco",0.038,0.048,0.072,0.146
"P17","No sabe",0.019,0.035,0.061,0.251
"P27","Tiene Decidido que va a ir a votar",0.955,0.817,0.777,0.773
"P27","Tiene dudas sobre si va a ir a  votar",0.033,0.164,0.144,0.144
"P27","Tiene Decidido que no va a ir a votar",0.012,0.019,0.079,0.083
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.313,0.215,0.338,0.263
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.505,0.552,0.347,0.287
"P28","En blanco",0.107,0.121,0.163,0.088
"P28","No sabe",0.075,0.112,0.152,0.362
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.508,0.504,0.474,0.313
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.269,0.34,0.261,0.183
"P29","En blanco",0.151,0.116,0.146,0.192
"P29","No sabe",0.072,0.04,0.119,0.312
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.336,0.268,0.374,0.263
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.331,0.384,0.326,0.236
"P30","En blanco",0.225,0.199,0.183,0.224
"P30","No sabe",0.108,0.149,0.117,0.277
"P38","Inflación",0.353,0.32,0.43,0.186
"P38","Desempleo",0.07,0.061,0.077,0.082
"P38","Corrupción",0.328,0.307,0.189,0.407
"P38","Inseguridad",0.099,0.181,0.097,0.088
"P38","Precio del dólar",0.019,0,0.08,0
"P38","Pobreza",0.051,0.077,0.04,0.103
"P38","Narcotráfico",0.004,0,0.01,0.017
"P38","Tarifas",0.006,0,0,0
"P38","Otro",0.058,0.035,0.035,0.079
"P38","No sabe",0.012,0.019,0.042,0.038
"P10_imputada","Unión por la Patria",0.248,0.239,0.262,0.25
"P10_imputada","Juntos por el Cambio",0.456,0.392,0.321,0.291
"P10_imputada","De los liberales libertarios",0.218,0.257,0.279,0.183
"P10_imputada","De la Izquierda",0.045,0.039,0.039,0.054
"P10_imputada","Hacemos por nuestro país",0.014,0.061,0.063,0.048
"P10_imputada","Otro",0.011,0.007,0.029,0.071
"P10_imputada","En blanco",0.008,0.005,0.007,0.103
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.259,0.202,0.243,0.281
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.431,0.358,0.39,0.29
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.226,0.323,0.21,0.215
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.042,0.057,0.075,0.039
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.029,0.043,0.062,0.114
"P13_imputada","En blanco",0.013,0.017,0.02,0.061
"P16_imputada","Union por la Patria",0.286,0.196,0.315,0.377
"P16_imputada","Cambiemos",0.491,0.568,0.529,0.444
"P16_imputada","Liberales",0.181,0.191,0.108,0.131
"P16_imputada","Izquierda",0.042,0.045,0.048,0.048
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.264,0.255,0.297,0.337
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.478,0.469,0.406,0.319
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.192,0.192,0.176,0.073
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.028,0.036,0.044,0.08
"P17_imputada","En blanco",0.038,0.048,0.077,0.191
