"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.255,0.24,0.269,0.292,0.304,0.209,0.181,0.248,0.237,0.272,0.593,0.103,0.386,0.672,0.649,0.07,0.174,0.09
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.441,0.431,0.45,0.253,0.37,0.58,0.625,0.299,0.418,0.508,0.139,0.639,0.279,0.121,0.086,0.834,0.613,0.226
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.178,0.185,0.171,0.306,0.188,0.104,0.096,0.219,0.224,0.13,0.14,0.178,0.192,0.127,0.183,0.049,0.074,0.581
"La candidata a Jefe de Gobierno de la izquierda",0.032,0.033,0.031,0.043,0.037,0.026,0.016,0.035,0.042,0.023,0.035,0.008,0.052,0.019,0.012,0.003,0.038,0.004
"En blanco",0.052,0.062,0.043,0.059,0.063,0.037,0.041,0.104,0.03,0.049,0.042,0.045,0.022,0.032,0.039,0.022,0.055,0.068
"No sabe",0.042,0.049,0.036,0.047,0.038,0.044,0.041,0.095,0.049,0.018,0.051,0.027,0.069,0.029,0.031,0.022,0.046,0.031
