"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Union por la Patria",0.279,0.265,0.29,0.324,0.325,0.228,0.2,0.346,0.25,0.276,0.667,0.107,0.349,0.743,0.748,0.055,0.154,0.117
"Cambiemos",0.502,0.469,0.529,0.33,0.422,0.629,0.707,0.431,0.467,0.552,0.157,0.714,0.392,0.157,0.096,0.893,0.697,0.236
"Liberales",0.174,0.22,0.136,0.266,0.216,0.102,0.068,0.177,0.221,0.139,0.14,0.167,0.147,0.066,0.099,0.047,0.106,0.632
"Izquierda",0.045,0.046,0.045,0.08,0.037,0.041,0.025,0.046,0.062,0.033,0.036,0.012,0.112,0.034,0.057,0.005,0.043,0.015
