"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.27,0.26,0.278,0.31,0.325,0.216,0.189,0.287,0.252,0.277,0.612,0.114,0.418,0.692,0.649,0.071,0.2,0.102
"Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.456,0.444,0.466,0.263,0.377,0.608,0.645,0.312,0.439,0.519,0.154,0.652,0.316,0.127,0.117,0.851,0.633,0.226
"Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.182,0.191,0.175,0.315,0.193,0.104,0.098,0.245,0.224,0.13,0.152,0.179,0.192,0.13,0.183,0.051,0.074,0.6
"Los candidatos a Jefe de Gobierno de la izquierda",0.036,0.038,0.034,0.053,0.04,0.03,0.016,0.035,0.051,0.025,0.037,0.008,0.052,0.019,0.012,0.003,0.038,0.004
"En blanco",0.056,0.067,0.047,0.059,0.065,0.042,0.052,0.121,0.034,0.049,0.045,0.047,0.022,0.032,0.039,0.024,0.055,0.068
