"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Muy de derecha",0.219,0.239,0.2,0.287,0.188,0.183,0.226,0.305,0.201,0.134,0.211,0.211,0.35,0.209,0.15,0.283,0.233
"De derecha",0.252,0.253,0.251,0.228,0.275,0.258,0.229,0.225,0.281,0.241,0.264,0.316,0.147,0.227,0.175,0.343,0.241
"De centro",0.306,0.299,0.312,0.274,0.293,0.349,0.331,0.263,0.304,0.364,0.298,0.335,0.28,0.302,0.303,0.294,0.358
"De centro izquierda",0.156,0.149,0.163,0.122,0.178,0.157,0.164,0.13,0.142,0.215,0.156,0.095,0.175,0.184,0.298,0.041,0.122
"Muy de izquierda",0.067,0.06,0.074,0.089,0.066,0.053,0.05,0.077,0.072,0.046,0.071,0.043,0.048,0.078,0.074,0.039,0.046
