"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Centro","Norte","Sur","Buenos Aires","Fernandez","Macri","Lavagna"
"Muy de derecha",0.495,0.513,0.478,0.445,0.497,0.513,0.548,0.429,0.481,0.602,0.499,0.431,0.435,0.533,0.575,0.446,0.577
"De derecha",0.202,0.242,0.165,0.26,0.191,0.188,0.153,0.22,0.207,0.171,0.187,0.187,0.264,0.213,0.145,0.249,0.224
"De centro",0.124,0.113,0.135,0.139,0.122,0.112,0.123,0.11,0.15,0.102,0.124,0.158,0.158,0.103,0.087,0.145,0.089
"De centro izquierda",0.061,0.041,0.079,0.057,0.066,0.043,0.077,0.062,0.067,0.049,0.074,0.039,0.045,0.062,0.065,0.057,0.064
"Muy de izquierda",0.118,0.091,0.143,0.099,0.124,0.144,0.099,0.179,0.095,0.076,0.116,0.185,0.098,0.089,0.128,0.103,0.046
