codigo	bloque	paleta	texto	label	aclaracion
P06	Control	muchopoco	¿Cuánto diría usted que le importa la política?	Opinión sobre la importancia de la política	
P07	Control	frecuencia	¿Cuán frecuente es que usted responda encuestas?	Frecuencia de respuesta de encuestas	
P08	Preferencias Electorales Primera Vuelta	irAVotar	¿Qué tan decidido está en ir a votar en las próximas elecciones?	Nivel de decisión sobre ir o no a votar	
P11	Preferencias Electorales Primera Vuelta	politica	¿En las elecciones presidenciales de este año, al candidato de qué espacio político votaría?	Intención de voto por espacio político en elecciones presidenciales	
P20	Preferencias Electorales Primera Vuelta	politica	Pensando en las próximas elecciones de primera vuelta a presidente y vicepresidente y generales a gobernador y vicegobernador a que candidatos preferiría votar?	Intención de voto a Presidente, Vicepresidente, Gobernador y Vicegobernador	
PRESIDENTE	Preferencias Electorales Primera Vuelta	politica	Intención de voto por fórmula Presidencial en primera vuelta, considerando corte de boleta	Intención de voto por fórmula Presidencial en primera vuelta, considerando corte de boleta	
GOBERNADOR	Preferencias Electorales Primera Vuelta	politica	Intención de voto por Gobernador y Vicegobernador en primera vuelta, considerando corte de boleta	Intención de voto por Gobernador y Vicegobernador en primera vuelta, considerando corte de boleta	
P23	Preferencias Electorales Primera Vuelta	seguridadVoto	Podría usted decirnos cuán seguro está de sus preferencias de presidente, vicepresidente, gobernador y vicegobernador  en las próximas elecciones.	Nivel de seguridad sobre la preferencia de voto a Presidente, Vicepresidente, Gobernador y Vicegobernador	
P30	Preferencias Electorales Primera Vuelta	politica	Y si tuviese que elegir a otros candidatos a Presidente, vicepresidente, gobernador y vicegobernador que no fuesen ninguno de los que usted indicó en la pregunta anterior a ¿cuál preferiría entonces?	Intención de voto alternativa a Presidente, Vicepresidente, Gobernador y Vicegobernador en elecciones generales	
P31	Escenarios Electorales Segunda Vuelta	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en segunda vuelta electoral	(Escenario 1)
P32	Escenarios Electorales Segunda Vuelta	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en segunda vuelta electoral	(Escenario 2)
P33	Escenarios Electorales Segunda Vuelta	politica	Si los candidatos a presidente y vicepresidente en la segunda vuelta electoral fueran los siguientes, usted a cual votaría	Intención de voto a Presidente y Vicepresidente en segunda vuelta electoral	(Escenario 3)
P40	Reach de intención de voto	votaria	Si Sergio Massa fuese candidato a Presidente, Agustin Rossi a Vicepresidente, Axel Kicillof a gobernador y Veronica Magario a vicegobernadora ud...	Intención de voto por fórmula Massa – Rossi; Kicillof - Magario.	
P41	Reach de intención de voto	votaria	Si Patricia Bullrich fuese candidato a Presidente, Luis Petri a Vicepresidente, Nestor Grindetti a gobernador y Miguel Fernández a vicegobernador ud...	Intención de voto por fórmula Bullrich – Petri; Grindetti - Fernández.	
P42	Reach de intención de voto	votaria	Si Javier Milei fuese candidato a Presidente, Victoria Villaruel a Vicepresidente, Carolina Píparo a gobernadora y Francisco Oneto a vicegobernador ud...	Intención de voto por fórmula Milei – Villaruel; Píparo - Oneto.	
P43	Reach de intención de voto	votaria	Si Myriam Bregman fuese candidato a Presidente, Nicolás del Caño a Vicepresidente, Alejandro Bodart y Jimena Letieri a vicegobernadora ud...	Intención de voto por fórmula Bregman - del Caño; Bodart - Letieri.	
P44	Reach de intención de voto	votaria	Si Juan Schiaretti fuese candidato a Presidente y Florencio Randazzo a Vicepresidente ud...	Intención de voto por fórmula Schiaretti - Randazzo.	
P47	Preferencias Electorales Primera Vuelta	sino	Usted estaría dispuesto a cortar boleta?...	Intención de corte de boleta	
P48	Preferencias Electorales Primera Vuelta	politica	Y en ese caso, ¿podría indicarnos a cual se los siguientes candidatos preferiría votar en las próximas elecciones a primera vuelta para presidente y vicepresidente de la nación? 	Intención de voto por fórmulas presidenciales en caso de corte de boleta en primera vuelta	
P49	Preferencias Electorales Primera Vuelta	politica	Y en ese caso, ¿podría indicarnos a cual se los siguientes candidatos preferiría votar en las próximas elecciones generales para gobernador y vicegobernador?	Intención de voto a Gobernador y Vicegobernador en caso de corte de boleta en primera vuelta	
P50	Preferencias Electorales Primera Vuelta	politica	¿Podría indicarnos a cual se los siguientes candidatos preferiría votar en las próximas elecciones generales para intendente? (Considerando corte de boleta)	Intención de voto a Intendente considerando corte de boleta, por espacios políticos (en primera vuelta)	
P51	Preferencias Electorales Primera Vuelta	seguridadVoto	Podría usted decirnos cuán seguro está de sus preferencias de voto.	Nivel de seguridad sobre la preferencia de voto	
P52	Control	sino	Nos gustaría volver a contactarlo para otras encuestas que se realizan de manera online. La misma se la enviaremos a través de un enlace por mensaje de texto a su celular ¿Está interesado en realizarla?  	Interés en próximas encuestas	
