"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","c00652","c00653","c00654","c00655","c0652A","c0655A","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"Gustavo Menéndez a intendente por Unión por la Patria.",0.252,0.31,0.192,0.192,0.245,0.364,0.182,0.382,0.204,0.113,0.205,0.425,0.461,0.167,0.249,0.075,0.79,0.096,0.068,0.073,0.007
"Zencich a intendente por Juntos por el Cambio",0.16,0.165,0.154,0.011,0.135,0.253,0.306,0.124,0.183,0.173,0.289,0.083,0.348,0.202,0.127,0.109,0.022,0.283,0.679,0.083,0.072
"Eduardo Varela a intendente por la Libertad Avanza",0.153,0.258,0.044,0.106,0.215,0.11,0.132,0.151,0.134,0.206,0.211,0.089,0,0.108,0.151,0.219,0.05,0.151,0.012,0.523,0.175
"Raul Othacehé a intendente por el frente vecinal crecer",0.117,0.069,0.167,0.239,0.052,0.063,0.192,0.161,0.099,0.075,0.058,0.025,0.142,0.144,0.158,0.237,0.009,0.223,0.088,0.161,0.429
"El candidato a intendente de la Izquierda",0.14,0.119,0.162,0.14,0.226,0.036,0.077,0.023,0.171,0.292,0.068,0.167,0,0.184,0.162,0.144,0.033,0.202,0,0.138,0.011
"En blanco",0.058,0.052,0.065,0.083,0.018,0.111,0.039,0.094,0.02,0.08,0.045,0.084,0.049,0.052,0.023,0.145,0.017,0.011,0.027,0,0.147
"No sabe",0.12,0.027,0.216,0.229,0.109,0.063,0.072,0.065,0.189,0.061,0.124,0.127,0,0.143,0.13,0.071,0.079,0.034,0.126,0.022,0.159
