"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.301,0.126,0.068,0.09,0.074
"P06","Casi siempre",0.279,0.367,0.155,0.05,0.067
"P06","Casi nunca",0.32,0.382,0.555,0.369,0.451
"P06","Nunca, pero esta es una excepción",0.1,0.125,0.222,0.491,0.408
"P10","Unión por la Patria",0.421,0.35,0.279,0.183,0.32
"P10","Juntos por el Cambio",0.227,0.219,0.32,0.183,0.095
"P10","De los Liberales libertarios",0.178,0.253,0.115,0.055,0.045
"P10","De la Izquierda",0.051,0.067,0.025,0.075,0.238
"P10","Hacemos por nuestro país",0.013,0.007,0.042,0.024,0
"P10","En blanco",0.037,0.026,0.07,0.196,0.074
"P10","No sabe",0.073,0.078,0.149,0.284,0.228
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria.",0.458,0.402,0.368,0.389,0.39
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.177,0.179,0.271,0.199,0.277
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.224,0.264,0.167,0.128,0.011
"P13","Raul Othacehé a intendente por el frente vecinal crecer",0.013,0.043,0.043,0.037,0.064
"P13","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.031,0.039,0.023,0.005,0.014
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.025,0.006,0.002,0.071,0.022
"P13","En blanco",0.022,0.011,0.049,0.049,0.056
"P13","No sabe",0.05,0.056,0.077,0.122,0.166
"P16","Si",0.341,0.496,0.537,0.408,0.523
"P16","No",0.659,0.504,0.463,0.592,0.477
"P17","Sergio Massa a presidente por Unión por la Patria.",0.459,0.373,0.267,0.241,0.316
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.212,0.151,0.287,0.088,0.28
"P17","Javier Milei a presidente por la Libertad Avanza",0.215,0.3,0.329,0.271,0
"P17","Los candidatos a presidente de la Izquierda",0.031,0.058,0.005,0.053,0.131
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.043,0.021,0.065,0.069,0.017
"P17","En blanco",0.023,0.02,0.021,0.087,0
"P17","No sabe",0.017,0.077,0.026,0.191,0.256
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.55,0.378,0.411,0.439,0.373
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.246,0.203,0.237,0.024,0.209
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.121,0.244,0.224,0.185,0.025
"P20","El candidato a gobernador de la Izquierda",0.005,0.09,0.032,0,0.135
"P20","En blanco",0.028,0.002,0.017,0.107,0
"P20","No sabe",0.05,0.083,0.079,0.245,0.258
"P23","Gustavo Menéndez a intendente por Unión por la Patria.",0.323,0.244,0.29,0.168,0.033
"P23","Zencich a intendente por Juntos por el Cambio",0.276,0.131,0.173,0.076,0.029
"P23","Eduardo Varela a intendente por la Libertad Avanza",0.13,0.147,0.091,0.155,0.124
"P23","Raul Othacehé a intendente por el frente vecinal crecer",0.102,0.153,0.206,0.111,0.326
"P23","El candidato a intendente de la Izquierda",0.078,0.135,0.103,0.075,0.141
"P23","En blanco",0.047,0.037,0.102,0.174,0
"P23","No sabe",0.044,0.153,0.035,0.241,0.347
"P26","Totalmente seguro.",0.656,0.695,0.619,0.535,0.426
"P26","Bastante seguro",0.222,0.178,0.148,0.169,0.281
"P26","Algo seguro",0.053,0.053,0.138,0,0.04
"P26","Para nada seguro",0.069,0.074,0.095,0.296,0.253
"P27","Tiene Decidido que va a ir a votar.",0.941,0.924,0.88,0.741,0.504
"P27","Tiene dudas sobre si va a ir a  votar",0.035,0.067,0.071,0.177,0.427
"P27","Tiene Decidido que no va a ir a votar",0.024,0.009,0.049,0.082,0.069
"P28","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.359,0.445,0.439,0.49,0.253
"P28","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.165,0.155,0.11,0.154,0.1
"P28","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.297,0.224,0.202,0.129,0.323
"P28","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.071,0.075,0.072,0.079,0
"P28","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.073,0.049,0.046,0.036,0.278
"P28","No sabe",0.035,0.052,0.131,0.112,0.046
"P29","No estaba enterado del tema",0.071,0.122,0.138,0.095,0.055
"P29","Un tema de la vida privada de él",0.085,0.087,0.16,0.23,0.107
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.351,0.3,0.316,0.057,0.11
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.235,0.207,0.14,0.243,0.364
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.228,0.248,0.146,0.161,0.233
"P29","No sabe",0.03,0.036,0.1,0.214,0.131
"P30","Si",0.837,0.881,0.695,0.59,0.35
"P30","No",0.163,0.119,0.305,0.41,0.65
"P31","Sergio Massa",0.443,0.355,0.321,0.404,0.247
"P31","Patria Bullrich",0.184,0.104,0.25,0.237,0.077
"P31","Javier Milei",0.197,0.309,0.244,0.125,0.018
"P31","Myriam Bregman",0.125,0.205,0.129,0.184,0.434
"P31","Juan Schiaretti",0.051,0.027,0.056,0.05,0.224
"P32","Ha aumentado significativamente",0.123,0.092,0.08,0.236,0.159
"P32","Ha aumentado ligeramente",0.217,0.246,0.155,0.064,0.158
"P32","Se mantiene igual",0.314,0.3,0.373,0.171,0.124
"P32","Ha disminuido ligeramente",0.189,0.176,0.222,0.181,0.034
"P32","Ha disminuido significativamente",0.157,0.186,0.17,0.348,0.525
"P33","No, ninguna dificultad",0.303,0.231,0.211,0.14,0.214
"P33","Alguna dificultad ocasional",0.386,0.407,0.435,0.382,0.183
"P33","Sí, dificultades frecuentes",0.311,0.362,0.354,0.478,0.603
"P34","Sí, absolutamente",0.531,0.411,0.618,0.63,0.479
"P34","Sí, en cierta medida",0.253,0.326,0.323,0.247,0.496
"P34","No, en absoluto",0.216,0.263,0.059,0.123,0.025
"P35","Reducir la inflación",0.363,0.349,0.401,0.493,0.366
"P35","Implementar reformas fiscales",0.106,0.077,0.036,0.054,0.078
"P35","Establecer políticas de control de precios",0.239,0.171,0.285,0.191,0.201
"P35","Reducir el gasto público",0.25,0.309,0.252,0.161,0.355
"P35","Estimular la inversión extranjera",0.023,0.055,0.013,0.016,0
"P35","Aumentar los subsidios a los servicios públicos",0.019,0.039,0.013,0.085,0
"P36","Muy positiva",0.233,0.142,0.097,0.138,0
"P36","Positiva",0.193,0.192,0.215,0.125,0.119
"P36","Neutral",0.216,0.299,0.292,0.142,0.417
"P36","Algo negativa",0.068,0.11,0.028,0.225,0
"P36","Negativa",0.099,0.047,0.083,0.147,0
"P36","No sabe",0.191,0.21,0.285,0.223,0.464
"P37","Muy positiva",0.442,0.388,0.281,0.26,0.356
"P37","Positiva",0.193,0.25,0.251,0.155,0.34
"P37","Neutral",0.145,0.197,0.242,0.355,0
"P37","Algo negativa",0.036,0.075,0.053,0.074,0.156
"P37","Negativa",0.128,0.063,0.035,0.006,0
"P37","No sabe",0.056,0.027,0.138,0.15,0.148
"P38","Muy positiva",0.282,0.224,0.129,0.128,0
"P38","Positiva",0.216,0.243,0.214,0.111,0.336
"P38","Neutral",0.187,0.285,0.314,0.316,0.116
"P38","Algo negativa",0.074,0.124,0.077,0.165,0.11
"P38","Negativa",0.132,0.063,0.085,0.221,0.041
"P38","No sabe",0.109,0.061,0.181,0.059,0.397
"P39","Muy positiva",0.443,0.48,0.346,0.319,0.412
"P39","Positiva",0.267,0.162,0.272,0.256,0.375
"P39","Neutral",0.129,0.214,0.305,0.227,0.153
"P39","Algo negativa",0.045,0.061,0.017,0.014,0
"P39","Negativa",0.093,0.038,0.031,0.156,0
"P39","No sabe",0.023,0.045,0.029,0.028,0.06
"P40","Muy positiva",0.456,0.321,0.293,0.323,0.083
"P40","Positiva",0.21,0.258,0.312,0.034,0.384
"P40","Neutral",0.161,0.243,0.144,0.297,0.15
"P40","Algo negativa",0.059,0.031,0.032,0.162,0
"P40","Negativa",0.085,0.055,0.065,0.055,0.071
"P40","No sabe",0.029,0.092,0.154,0.129,0.312
"P41","Lo votaría",0.4,0.379,0.432,0.075,0.429
"P41","Puede que lo vote",0.086,0.072,0.086,0.031,0.117
"P41","Nunca lo votaría",0.477,0.475,0.395,0.578,0.371
"P41","No sabe",0.037,0.074,0.087,0.316,0.083
"P42","Lo votaría",0.207,0.162,0.229,0.235,0.083
"P42","Puede que lo vote",0.094,0.119,0.145,0.019,0.073
"P42","Nunca lo votaría",0.641,0.647,0.444,0.572,0.63
"P42","No sabe",0.058,0.072,0.182,0.174,0.214
"P43","Lo votaría",0.168,0.274,0.169,0.06,0.033
"P43","Puede que lo vote",0.095,0.045,0.101,0.051,0.12
"P43","Nunca lo votaría",0.724,0.635,0.579,0.858,0.537
"P43","No sabe",0.013,0.046,0.151,0.031,0.31
"P44","Lo votaría",0.076,0.122,0.158,0,0.403
"P44","Puede que lo vote",0.103,0.098,0.141,0.061,0.047
"P44","Nunca lo votaría",0.701,0.672,0.535,0.78,0.304
"P44","No sabe",0.12,0.108,0.166,0.159,0.246
"P45","Si",0.322,0.513,0.276,0.163,0.15
"P45","No",0.678,0.487,0.724,0.837,0.85
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.471,0.411,0.351,0.388,0.522
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.197,0.179,0.298,0.197,0.174
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.253,0.275,0.226,0.12,0.011
"PRESIDENTE","Los candidatos a presidente de la Izquierda",0.027,0.039,0.011,0.034,0.064
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.016,0.009,0.034,0.082,0.032
"PRESIDENTE","En blanco",0.009,0.029,0.036,0.069,0.036
"PRESIDENTE","No sabe",0.027,0.058,0.044,0.11,0.161
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.495,0.41,0.428,0.467,0.533
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.215,0.209,0.273,0.177,0.146
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.221,0.252,0.17,0.085,0.025
"GOBERNADOR","El candidato a gobernador de la Izquierda",0.02,0.055,0.027,0.006,0.065
"GOBERNADOR","En blanco",0.011,0.022,0.036,0.131,0.062
"GOBERNADOR","No sabe",0.038,0.052,0.066,0.134,0.169
"INTENDENTE","Gustavo Menéndez a intendente por Unión por la Patria.",0.423,0.351,0.362,0.377,0.386
"INTENDENTE","Zencich a intendente por Juntos por el Cambio",0.223,0.18,0.242,0.191,0.053
"INTENDENTE","Eduardo Varela a intendente por la Libertad Avanza",0.227,0.21,0.11,0.076,0.076
"INTENDENTE","Raul Othacehé a intendente por el frente vecinal crecer",0.033,0.081,0.099,0.052,0.155
"INTENDENTE","El candidato a intendente de la Izquierda",0.038,0.07,0.067,0.031,0.065
"INTENDENTE","En blanco",0.02,0.023,0.071,0.142,0.064
"INTENDENTE","No sabe",0.036,0.085,0.049,0.131,0.201
"CORTA_PRESIDENTE","Si",0.138,0.121,0.193,0.125,0.304
"CORTA_PRESIDENTE","No",0.862,0.879,0.807,0.875,0.696
"CORTA_GOBERNADOR","Si",0.172,0.18,0.25,0.179,0.318
"CORTA_GOBERNADOR","No",0.828,0.82,0.75,0.821,0.682
"CORTA_INTENDENTE","Si",0.223,0.28,0.346,0.212,0.383
"CORTA_INTENDENTE","No",0.777,0.72,0.654,0.788,0.617
"P13_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria.",0.493,0.43,0.4,0.462,0.39
