"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P13_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.184,0.196,0.285,0.214,0.286
"P13_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.23,0.275,0.171,0.156,0.03
"P13_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.013,0.043,0.043,0.037,0.064
"P13_imputada","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.031,0.039,0.023,0.008,0.014
"P13_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.026,0.006,0.002,0.074,0.16
"P13_imputada","En blanco",0.023,0.011,0.076,0.049,0.056
"P17_imputada","Sergio Massa a presidente por Unión por la Patria.",0.459,0.389,0.278,0.376,0.316
"P17_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.212,0.2,0.301,0.143,0.28
"P17_imputada","Javier Milei a presidente por la Libertad Avanza",0.229,0.3,0.329,0.271,0
"P17_imputada","Los candidatos a presidente de la Izquierda",0.031,0.061,0.006,0.054,0.131
"P17_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.046,0.03,0.065,0.069,0.273
"P17_imputada","En blanco",0.023,0.02,0.021,0.087,0
"P20_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.55,0.442,0.434,0.483,0.631
"P20_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.295,0.215,0.25,0.073,0.209
"P20_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.121,0.251,0.223,0.184,0.025
"P20_imputada","El candidato a gobernador de la Izquierda",0.005,0.09,0.032,0,0.135
"P20_imputada","En blanco",0.029,0.002,0.061,0.26,0
"P23_imputada","Gustavo Menéndez a intendente por Unión por la Patria.",0.346,0.293,0.29,0.409,0.033
"P23_imputada","Zencich a intendente por Juntos por el Cambio",0.284,0.143,0.19,0.076,0.029
"P23_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.137,0.195,0.091,0.155,0.124
"P23_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.108,0.164,0.211,0.111,0.39
"P23_imputada","El candidato a intendente de la Izquierda",0.078,0.143,0.116,0.075,0.141
"P23_imputada","En blanco",0.047,0.062,0.102,0.174,0.283
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.491,0.427,0.375,0.459,0.522
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.197,0.205,0.306,0.23,0.174
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.257,0.285,0.226,0.12,0.031
"PRESIDENTE_imputada","Los candidatos a presidente de la Izquierda",0.027,0.04,0.011,0.037,0.063
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.017,0.014,0.034,0.085,0.174
"PRESIDENTE_imputada","En blanco",0.011,0.029,0.048,0.069,0.036
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.516,0.444,0.458,0.497,0.682
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.229,0.214,0.279,0.208,0.146
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.223,0.265,0.171,0.085,0.045
"GOBERNADOR_imputada","El candidato a gobernador de la Izquierda",0.019,0.055,0.027,0.009,0.065
"GOBERNADOR_imputada","En blanco",0.013,0.022,0.065,0.201,0.062
"INTENDENTE_imputada","Gustavo Menéndez a intendente por Unión por la Patria.",0.45,0.379,0.38,0.494,0.386
"INTENDENTE_imputada","Zencich a intendente por Juntos por el Cambio",0.226,0.185,0.251,0.198,0.053
"INTENDENTE_imputada","Eduardo Varela a intendente por la Libertad Avanza",0.23,0.241,0.11,0.076,0.096
"INTENDENTE_imputada","Raul Othacehé a intendente por el frente vecinal crecer",0.035,0.086,0.102,0.052,0.182
"INTENDENTE_imputada","El candidato a intendente de la Izquierda",0.038,0.072,0.074,0.035,0.065
"INTENDENTE_imputada","En blanco",0.021,0.037,0.083,0.145,0.218
