"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","c00652","c00653","c00654","c00655","c0652A","c0655A","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"Si",0.799,0.832,0.767,0.739,0.825,0.815,0.813,0.768,0.791,0.885,0.808,0.805,0.913,0.786,0.79,0.773,0.78,0.578,0.864,0.94,0.874
"No",0.201,0.168,0.233,0.261,0.175,0.185,0.187,0.232,0.209,0.115,0.192,0.195,0.087,0.214,0.21,0.227,0.22,0.422,0.136,0.06,0.126
