"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","c00652","c00653","c00654","c00655","c0652A","c0655A","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"Axel Kicillof a gobernador por Unión por la Patria.",0.444,0.47,0.419,0.457,0.431,0.412,0.514,0.568,0.35,0.403,0.482,0.379,0.463,0.257,0.523,0.392,0.695,0.469,0.304,0.15,0.516
"Néstor Grindetti a gobernador por Juntos por el Cambio",0.182,0.209,0.155,0.045,0.135,0.312,0.349,0.156,0.208,0.174,0.194,0.232,0.306,0.304,0.144,0.101,0.054,0.354,0.47,0.095,0.4
"Carolina Piparo a gobernadora por la Libertad Avanza",0.205,0.226,0.184,0.301,0.247,0.132,0.031,0.144,0.259,0.206,0.146,0.146,0,0.316,0.184,0.392,0.13,0.143,0.117,0.668,0.024
"El candidato a gobernador de la Izquierda",0.043,0.019,0.066,0.056,0.066,0.002,0.019,0.014,0.021,0.159,0.029,0.065,0,0,0.063,0.007,0.012,0,0,0.087,0.021
"En blanco",0.012,0.008,0.017,0,0.022,0.006,0.018,0.008,0.017,0.011,0.007,0,0,0.021,0.005,0.054,0.008,0.007,0,0,0
"No sabe",0.114,0.068,0.159,0.141,0.099,0.136,0.069,0.11,0.145,0.047,0.142,0.178,0.231,0.102,0.081,0.054,0.101,0.027,0.109,0,0.039
