"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.593,0.367,0.257,0.171
"P05","Bastante",0.239,0.462,0.294,0.205
"P05","Poco",0.09,0.136,0.299,0.255
"P05","Nada",0.054,0.02,0.09,0.254
"P05","No sabe",0.024,0.015,0.06,0.115
"P10","Unión por la Patria",0.365,0.438,0.324,0.199
"P10","Juntos por el Cambio",0.277,0.245,0.196,0.251
"P10","De los Liberales libertarios",0.141,0.144,0.223,0.136
"P10","De la Izquierda",0.025,0.067,0.071,0.066
"P10","Hacemos por nuestro país",0.01,0.015,0.026,0.009
"P10","En blanco",0.089,0.027,0.029,0.139
"P10","No sabe",0.093,0.064,0.131,0.2
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria.",0.464,0.441,0.415,0.29
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.205,0.233,0.167,0.216
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.192,0.177,0.248,0.199
"P13","Raul Othacehé a intendente por el frente vecinal crecer",0.052,0.021,0.035,0.026
"P13","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.027,0.043,0.021,0.023
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.013,0.011,0.018,0.045
"P13","En blanco",0.023,0.02,0.023,0.058
"P13","No sabe",0.024,0.054,0.073,0.143
"P16","Si",0.324,0.47,0.482,0.453
"P16","No",0.676,0.53,0.518,0.547
"P17","Sergio Massa a presidente por Unión por la Patria.",0.482,0.444,0.264,0.275
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.185,0.194,0.237,0.127
"P17","Javier Milei a presidente por la Libertad Avanza",0.181,0.198,0.365,0.266
"P17","Los candidatos a presidente de la Izquierda",0.01,0.07,0.009,0.093
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.116,0.021,0.037,0.026
"P17","En blanco",0.026,0.038,0.002,0.06
"P17","No sabe",0,0.035,0.086,0.153
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.453,0.48,0.39,0.445
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.397,0.221,0.187,0.088
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.077,0.103,0.305,0.164
"P20","El candidato a gobernador de la Izquierda",0,0.094,0.022,0.063
"P20","En blanco",0,0.019,0.014,0.059
"P20","No sabe",0.073,0.083,0.082,0.181
"P23","Gustavo Menéndez a intendente por Unión por la Patria.",0.278,0.254,0.264,0.239
"P23","Zencich a intendente por Juntos por el Cambio",0.236,0.208,0.132,0.127
"P23","Eduardo Varela a intendente por la Libertad Avanza",0.237,0.095,0.14,0.085
"P23","Raul Othacehé a intendente por el frente vecinal crecer",0.162,0.082,0.253,0.073
"P23","El candidato a intendente de la Izquierda",0.032,0.201,0.057,0.093
"P23","En blanco",0.033,0.088,0.028,0.141
"P23","No sabe",0.022,0.072,0.126,0.242
"P26","Totalmente seguro.",0.744,0.666,0.606,0.539
"P26","Bastante seguro",0.154,0.218,0.186,0.19
"P26","Algo seguro",0.029,0.062,0.07,0.095
"P26","Para nada seguro",0.073,0.054,0.138,0.176
"P27","Tiene Decidido que va a ir a votar.",0.934,0.97,0.869,0.718
"P27","Tiene dudas sobre si va a ir a  votar",0.017,0.027,0.098,0.219
"P27","Tiene Decidido que no va a ir a votar",0.049,0.003,0.033,0.063
"P28","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.431,0.357,0.395,0.524
"P28","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.13,0.136,0.145,0.199
"P28","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.223,0.351,0.223,0.083
"P28","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.11,0.045,0.058,0.096
"P28","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.093,0.081,0.046,0.029
"P28","No sabe",0.013,0.03,0.133,0.069
"P29","No estaba enterado del tema",0.086,0.052,0.097,0.226
"P29","Un tema de la vida privada de él",0.234,0.088,0.104,0.051
"P29","Un hecho vergonzoso de exclusiva responsabilidad de él",0.203,0.462,0.228,0.2
"P29","Un hecho vergonzoso del cual también es responsable el gobernador Kicillof",0.214,0.166,0.259,0.201
"P29","Un hecho vergonzoso que muestran como son los dirigentes que apoyan a Sergio Massa",0.224,0.205,0.214,0.203
"P29","No sabe",0.039,0.027,0.098,0.119
"P30","Si",0.872,0.86,0.686,0.719
"P30","No",0.128,0.14,0.314,0.281
"P31","Sergio Massa",0.457,0.427,0.333,0.3
"P31","Patria Bullrich",0.219,0.12,0.176,0.213
"P31","Javier Milei",0.141,0.197,0.3,0.261
"P31","Myriam Bregman",0.122,0.187,0.163,0.19
"P31","Juan Schiaretti",0.061,0.069,0.028,0.036
"P32","Ha aumentado significativamente",0.184,0.103,0.077,0.143
"P32","Ha aumentado ligeramente",0.103,0.318,0.133,0.206
"P32","Se mantiene igual",0.338,0.24,0.355,0.261
"P32","Ha disminuido ligeramente",0.223,0.147,0.199,0.19
"P32","Ha disminuido significativamente",0.152,0.192,0.236,0.2
"P33","No, ninguna dificultad",0.266,0.295,0.226,0.141
"P33","Alguna dificultad ocasional",0.333,0.414,0.36,0.514
"P33","Sí, dificultades frecuentes",0.401,0.291,0.414,0.345
"P34","Sí, absolutamente",0.465,0.548,0.525,0.512
"P34","Sí, en cierta medida",0.329,0.29,0.3,0.251
"P34","No, en absoluto",0.206,0.162,0.175,0.237
"P35","Reducir la inflación",0.323,0.357,0.438,0.375
"P35","Implementar reformas fiscales",0.094,0.083,0.058,0.084
"P35","Establecer políticas de control de precios",0.215,0.208,0.214,0.266
"P35","Reducir el gasto público",0.307,0.258,0.261,0.226
"P35","Estimular la inversión extranjera",0.024,0.058,0.017,0.009
"P35","Aumentar los subsidios a los servicios públicos",0.037,0.036,0.012,0.04
"P36","Muy positiva",0.176,0.197,0.143,0.118
"P36","Positiva",0.218,0.211,0.173,0.136
"P36","Neutral",0.158,0.274,0.307,0.247
"P36","Algo negativa",0.11,0.068,0.074,0.115
"P36","Negativa",0.106,0.052,0.081,0.115
"P36","No sabe",0.232,0.198,0.222,0.269
"P37","Muy positiva",0.496,0.387,0.368,0.199
"P37","Positiva",0.156,0.316,0.208,0.125
"P37","Neutral",0.123,0.179,0.226,0.271
"P37","Algo negativa",0.047,0.042,0.044,0.136
"P37","Negativa",0.131,0.05,0.105,0.005
"P37","No sabe",0.047,0.026,0.049,0.264
"P38","Muy positiva",0.327,0.221,0.152,0.178
"P38","Positiva",0.16,0.283,0.23,0.128
"P38","Neutral",0.164,0.239,0.355,0.205
"P38","Algo negativa",0.081,0.124,0.095,0.067
"P38","Negativa",0.126,0.066,0.069,0.241
"P38","No sabe",0.142,0.067,0.099,0.181
"P39","Muy positiva",0.431,0.446,0.409,0.423
"P39","Positiva",0.238,0.224,0.241,0.233
