"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","c00652","c00653","c00654","c00655","c0652A","c0655A","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"Tiene Decidido que va a ir a votar.",0.872,0.879,0.866,0.802,0.903,0.915,0.851,0.803,0.913,0.926,0.911,0.791,0.991,0.761,0.922,0.823,0.919,0.71,0.968,0.916,0.863
"Tiene dudas sobre si va a ir a  votar",0.1,0.093,0.107,0.174,0.083,0.066,0.064,0.154,0.072,0.049,0.063,0.153,0,0.174,0.072,0.143,0.051,0.221,0.032,0.066,0.114
"Tiene Decidido que no va a ir a votar",0.028,0.028,0.027,0.024,0.014,0.019,0.085,0.043,0.015,0.025,0.026,0.056,0.009,0.065,0.006,0.034,0.03,0.069,0,0.018,0.023
