"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","c00652","c00653","c00654","c00655","c0652A","c0655A","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"Si",0.459,0.357,0.558,0.535,0.455,0.4,0.419,0.391,0.494,0.532,0.422,0.481,0.305,0.415,0.504,0.442,0.372,0.404,0.369,0.405,0.756
"No",0.541,0.643,0.442,0.465,0.545,0.6,0.581,0.609,0.506,0.468,0.578,0.519,0.695,0.585,0.496,0.558,0.628,0.596,0.631,0.595,0.244
