"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P05","Mucho",0.28,0.388,0.416,0.366
"P05","Bastante",0.398,0.331,0.357,0.295
"P05","Poco",0.255,0.233,0.139,0.221
"P05","Nada",0,0.04,0.08,0.084
"P05","No sabe",0.067,0.008,0.008,0.034
"P06","Siempre",0.344,0.114,0.22,0.16
"P06","Casi siempre",0.183,0.478,0.401,0.199
"P06","Casi nunca",0.344,0.312,0.254,0.308
"P06","Nunca, pero esta es una excepción",0.129,0.096,0.125,0.333
"P10","Unión por la Patria",0.334,0.309,0.432,0.135
"P10","Juntos por el Cambio",0.317,0.19,0.204,0.128
"P10","De los Liberales libertarios",0.286,0.131,0.224,0.109
"P10","De la Izquierda",0.021,0.084,0.029,0.014
"P10","Hacemos por nuestro país",0.017,0.061,0.009,0.026
"P10","En blanco",0,0.1,0.08,0.009
"P10","No sabe",0.025,0.125,0.022,0.579
"P13","Sergio Massa a presidente, Axel Kicillof a gobernador y Gustavo Menéndez a intendente por Unión por la Patria.",0.307,0.422,0.458,0.384
"P13","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y David Zencich a intendente por Juntos por el Cambio",0.284,0.247,0.154,0.153
"P13","Javier Milei a presidente, Carolina Piparo a gobernadora  y Eduardo Varela a intendente por la Libertad Avanza",0.33,0.19,0.255,0.096
"P13","Raul Othacehé a intendente por el frente vecinal crecer",0.058,0.018,0.004,0.003
"P13","Los candidatos a presidente, gobernador e intendente de la Izquierda",0.021,0.024,0.035,0
"P13","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0,0.016,0.045,0
"P13","En blanco",0,0,0.019,0.006
"P13","No sabe",0,0.083,0.03,0.358
"P16","Si",0.613,0.52,0.309,0.446
"P16","No",0.387,0.48,0.691,0.554
"P17","Sergio Massa a presidente por Unión por la Patria.",0.376,0.508,0.422,0.265
"P17","Patricia Bullrich a presidenta por Juntos por el Cambio",0.118,0.113,0.167,0.294
"P17","Javier Milei a presidente por la Libertad Avanza",0.447,0.282,0.274,0.129
"P17","Los candidatos a presidente de la Izquierda",0.059,0,0.035,0
"P17","Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0,0.067,0.035,0
"P17","En blanco",0,0,0.055,0
"P17","No sabe",0,0.03,0.012,0.312
"P20","Axel Kicillof a gobernador por Unión por la Patria.",0.41,0.489,0.555,0.347
"P20","Néstor Grindetti a gobernador por Juntos por el Cambio",0.347,0.164,0.213,0.114
"P20","Carolina Piparo a gobernadora por la Libertad Avanza",0.243,0.095,0.163,0.213
"P20","El candidato a gobernador de la Izquierda",0,0.028,0.038,0
"P20","En blanco",0,0,0.014,0.013
"P20","No sabe",0,0.224,0.017,0.313
"P23","Gustavo Menéndez a intendente por Unión por la Patria.",0.019,0.088,0.361,0.272
"P23","Zencich a intendente por Juntos por el Cambio",0.073,0.245,0.248,0.037
"P23","Eduardo Varela a intendente por la Libertad Avanza",0.253,0.111,0.135,0.085
"P23","Raul Othacehé a intendente por el frente vecinal crecer",0.415,0.046,0.019,0.06
"P23","El candidato a intendente de la Izquierda",0.059,0.256,0.172,0.173
"P23","En blanco",0,0.254,0.029,0
"P23","No sabe",0.181,0,0.036,0.373
"P26","Totalmente seguro.",0.671,0.734,0.706,0.4
"P26","Bastante seguro",0.197,0.176,0.186,0.149
"P26","Algo seguro",0.047,0.05,0.067,0.134
"P26","Para nada seguro",0.085,0.04,0.041,0.317
