"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","c00652","c00653","c00654","c00655","c0652A","c0655A","Menéndez","Cocuzza","Zencich","Varela","Othacehé"
"Sergio Massa a presidente por Unión por la Patria.",0.375,0.311,0.435,0.303,0.427,0.319,0.458,0.382,0.389,0.325,0.255,0.429,0.433,0.315,0.453,0.302,0.551,0.48,0.243,0.05,0.395
"Patricia Bullrich a presidenta por Juntos por el Cambio",0.193,0.177,0.208,0.216,0.092,0.242,0.345,0.186,0.197,0.198,0.312,0.072,0.08,0.443,0.153,0.172,0.185,0.366,0.381,0.103,0.196
"Javier Milei a presidente por la Libertad Avanza",0.292,0.429,0.162,0.289,0.3,0.375,0.132,0.347,0.258,0.252,0.214,0.407,0.342,0.221,0.232,0.419,0.193,0.145,0.3,0.715,0.205
"Los candidatos a presidente de la Izquierda",0.049,0.023,0.074,0.05,0.08,0.023,0.008,0,0.041,0.175,0.016,0.074,0,0.005,0.076,0.023,0.006,0,0,0.089,0.02
"Juan Schiaretti a presidente por Hacemos por Nuestro Pais",0.062,0.038,0.085,0.115,0.044,0.041,0.052,0.085,0.057,0.027,0.168,0.018,0,0.016,0.055,0.023,0.027,0.009,0.076,0.043,0.157
"En blanco",0.029,0.022,0.036,0.027,0.057,0,0.005,0,0.058,0.023,0.035,0,0.145,0,0.031,0.061,0.038,0,0,0,0.027
