"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Al Frente de todos",0.428,0.403,0.452,0.492,0.43,0.395,0.346,0.436,0.457,0.349,0.703,0.149,0.07
"A Juntos",0.295,0.314,0.276,0.161,0.294,0.386,0.421,0.292,0.238,0.426,0.157,0.698,0.12
"Al Frente de Izquierda",0.052,0.061,0.042,0.01,0.088,0.071,0,0.07,0.035,0.053,0.049,0.01,0.474
"Al Partido Avanza libertad",0.074,0.08,0.069,0.14,0.053,0.021,0.089,0.059,0.096,0.056,0.006,0.064,0.295
"A “Vamos con vos""",0.022,0.016,0.029,0.031,0.021,0.001,0.04,0.021,0.023,0.023,0.012,0.003,0.041
"Votaría en blanco o anularía",0.129,0.126,0.132,0.166,0.114,0.126,0.104,0.122,0.151,0.093,0.073,0.076,0
