"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna"
"Al Frente de todos",0.451,0.439,0.463,0.513,0.457,0.42,0.365,0.468,0.478,0.364,0.716,0.153,0.07
"A Juntos",0.309,0.337,0.283,0.177,0.312,0.384,0.434,0.302,0.249,0.446,0.16,0.72,0.12
"Al Frente de Izquierda",0.048,0.053,0.043,0.01,0.076,0.075,0,0.063,0.032,0.056,0.05,0.011,0.474
"Al Partido Avanza libertad",0.073,0.077,0.07,0.153,0.056,0.021,0.048,0.046,0.104,0.057,0.005,0.066,0.295
"A “Vamos con vos""",0.024,0.018,0.029,0.034,0.023,0.001,0.043,0.023,0.025,0.024,0.012,0.003,0.041
"Votaría en blanco o anularía",0.095,0.076,0.112,0.113,0.076,0.099,0.11,0.098,0.112,0.053,0.057,0.047,0
