"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Si",0.342,0.33,0.355,0.249,0.352,0.363,0.404,0.305,0.341,0.369,0.358,0.341,0.384,0.439,0.325,0.383,0.232,0.408,0.382,0.37,0.202,0.387,0.3
"No",0.658,0.67,0.645,0.751,0.648,0.637,0.596,0.695,0.659,0.631,0.642,0.659,0.616,0.561,0.675,0.617,0.768,0.592,0.618,0.63,0.798,0.613,0.7
