"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"No, ninguna dificultad",0.392,0.435,0.347,0.461,0.33,0.383,0.496,0.427,0.349,0.428,0.519,0.379,0.32,0.383,0.288,0.349,0.397,0.582,0.345,0.215,0.417,0.359,0.423
"Alguna dificultad ocasional",0.316,0.305,0.328,0.31,0.362,0.3,0.188,0.25,0.346,0.331,0.317,0.494,0.393,0.206,0.257,0.359,0.388,0.252,0.315,0.19,0.121,0.308,0.323
"Sí, dificultades frecuentes",0.292,0.26,0.325,0.229,0.308,0.317,0.316,0.323,0.305,0.241,0.164,0.127,0.287,0.411,0.455,0.292,0.215,0.166,0.34,0.595,0.462,0.333,0.254
