"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Muy buena",0.05,0.072,0.026,0.115,0.027,0.052,0.024,0.103,0.039,0.025,0.039,0.086,0.022,0.172,0.04,0.027,0.056,0.047,0.035,0.071,0,0.082,0.02
"Buena",0.072,0.092,0.05,0.086,0.051,0.096,0.078,0.112,0.053,0.068,0.114,0.177,0.008,0.01,0.014,0.055,0.187,0.081,0.021,0.009,0,0.073,0.071
"Ni buena ni mala",0.318,0.271,0.37,0.378,0.306,0.26,0.374,0.343,0.4,0.186,0.433,0.381,0.272,0.174,0.278,0.344,0.309,0.42,0.169,0.148,0.098,0.302,0.333
"Mala",0.251,0.279,0.219,0.091,0.321,0.252,0.253,0.24,0.225,0.293,0.202,0.225,0.243,0.475,0.263,0.255,0.225,0.256,0.258,0.288,0.45,0.254,0.247
"Muy mala",0.265,0.238,0.295,0.265,0.273,0.294,0.184,0.176,0.24,0.367,0.176,0.124,0.414,0.131,0.341,0.271,0.174,0.162,0.471,0.474,0.411,0.232,0.296
"No sabe",0.044,0.048,0.04,0.065,0.022,0.046,0.087,0.026,0.043,0.061,0.036,0.007,0.041,0.038,0.064,0.048,0.049,0.034,0.046,0.01,0.041,0.057,0.033
