"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Muy positiva",0.263,0.279,0.247,0.25,0.261,0.284,0.261,0.252,0.271,0.262,0.442,0.212,0.076,0.387,0.141,0.259,0.154,0.459,0.059,0.157,0.418,0.266,0.261
"Positiva",0.224,0.236,0.212,0.28,0.209,0.2,0.211,0.192,0.233,0.241,0.249,0.388,0.161,0.07,0.232,0.227,0.329,0.209,0.117,0.164,0.386,0.221,0.227
"Neutral",0.268,0.279,0.255,0.279,0.287,0.208,0.285,0.246,0.301,0.238,0.152,0.23,0.412,0.407,0.348,0.291,0.284,0.182,0.456,0.424,0.084,0.274,0.263
"Algo negativa",0.064,0.062,0.066,0.01,0.068,0.109,0.076,0.051,0.061,0.081,0.042,0.071,0.108,0.059,0.073,0.069,0.071,0.078,0.063,0.01,0.057,0.069,0.059
"Negativa",0.097,0.083,0.112,0.157,0.078,0.076,0.085,0.177,0.06,0.078,0.051,0.012,0.158,0.016,0.103,0.068,0.101,0.028,0.168,0.125,0,0.093,0.1
"No sabe",0.084,0.061,0.108,0.024,0.097,0.123,0.082,0.082,0.074,0.1,0.064,0.087,0.085,0.061,0.103,0.086,0.061,0.044,0.137,0.12,0.055,0.077,0.09
