"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei","Figueroa","Koopmam","Rioseco","Cervi","Eguía","Jure","Neuquén","Otra localidad"
"Sergio Massa a Presidente, Agustín Rossi a Vicepresidente y Pablo Todero a Diputado Nacional por Unión por la Patria",0.343,0.303,0.384,0.297,0.382,0.35,0.295,0.292,0.36,0.371,0.801,0.485,0.039,0.034,0.056,0.354,0.4,0.675,0.036,0.086,0.228,0.335,0.349
"Patricia Bullrich a Presidente, Luis Petri a Vicepresidente y Francisco Sánchez a Diputado Nacional por Juntos por el Cambio",0.179,0.166,0.194,0.098,0.146,0.295,0.31,0.15,0.177,0.219,0.09,0.15,0.72,0.289,0.017,0.165,0.223,0.096,0.567,0.202,0.15,0.169,0.189
"Javier Milei a Presidente, Victoria Villarruel a Vicepresidente por la Libertad Avanza y Nadia Marquez a Diputada Nacional por Arriba Neuquén",0.289,0.336,0.24,0.389,0.269,0.221,0.229,0.269,0.311,0.274,0.06,0.25,0.177,0.228,0.706,0.357,0.285,0.117,0.214,0.459,0.011,0.267,0.308
"Sandro Badilla a diputado nacional por el movimiento popular neuquino",0.02,0.025,0.015,0.019,0.021,0.018,0.023,0.027,0.015,0.021,0.013,0.003,0.048,0.022,0.007,0.008,0.038,0.004,0.047,0.03,0.152,0.025,0.016
"Myriam Bregman a Presidente, Nicolas del Caño a Vicepresidente y Patricia Jure a Diputada Nacional por el Frente de Izquierda",0.084,0.079,0.089,0.088,0.113,0.039,0.047,0.124,0.066,0.07,0.004,0.077,0.005,0.232,0.133,0.057,0.026,0.078,0.136,0.141,0.279,0.077,0.09
"Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente",0.021,0.031,0.011,0.03,0.01,0.031,0.026,0.026,0.024,0.01,0.007,0.008,0.001,0.015,0.048,0.025,0.005,0.004,0,0.045,0.158,0.031,0.013
"En blanco",0.019,0.025,0.012,0.022,0.024,0,0.021,0.052,0,0.011,0.008,0,0,0.049,0.014,0.009,0.005,0,0,0.023,0,0.037,0.002
"No sabe",0.045,0.035,0.055,0.057,0.035,0.046,0.049,0.06,0.047,0.024,0.017,0.027,0.01,0.131,0.019,0.025,0.018,0.026,0,0.014,0.022,0.059,0.033
