"var","categoria","Totalmente seguro.","Bastante seguro","Algo seguro","Para nada seguro"
"P05","Mucho",0.523,0.355,0.301,0.356
"P05","Bastante",0.31,0.426,0.355,0.194
"P05","Poco",0.102,0.171,0.222,0.299
"P05","Nada",0.034,0.029,0.03,0.106
"P05","No sabe",0.031,0.019,0.092,0.045
"P06","Siempre",0.255,0.113,0.236,0.103
"P06","Casi siempre",0.331,0.421,0.316,0.243
"P06","Casi nunca",0.298,0.36,0.256,0.456
"P06","Nunca, pero esta es una excepción",0.116,0.106,0.192,0.198
"P09","Unión por la Patria",0.28,0.215,0.214,0.161
"P09","Juntos por el Cambio ",0.415,0.403,0.46,0.174
"P09","De los Liberales libertarios",0.225,0.133,0.116,0.037
"P09","De la Izquierda",0.029,0.062,0.038,0.099
"P09","Hacemos por nuestro país",0.013,0.027,0.071,0.118
"P09","En blanco",0.018,0.061,0.018,0.097
"P09","No sabe",0.02,0.099,0.083,0.314
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.297,0.312,0.211,0.255
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.41,0.502,0.505,0.155
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.24,0.134,0.128,0.086
"P12","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.018,0.019,0.01,0.022
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.012,0.004,0.04,0.055
"P12","En blanco",0.008,0.002,0.006,0.193
"P12","No sabe",0.015,0.027,0.1,0.234
"P15","Si",0.346,0.462,0.617,0.635
"P15","No",0.654,0.538,0.383,0.365
"P16","Sergio Massa a presidente por Unión por la Patria.",0.15,0.26,0.276,0.128
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.422,0.474,0.405,0.1
"P16","Javier Milei a presidente por la Libertad Avanza",0.362,0.14,0.226,0.209
"P16","Myriam Bregman a presidenta por el Frente de Izquierda",0.031,0.051,0,0.107
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.028,0.048,0.053,0.131
"P16","En blanco",0.002,0.023,0,0.082
"P16","No sabe",0.005,0.004,0.04,0.243
"P19","Axel Kicillof a gobernador por Unión por la Patria.",0.169,0.244,0.183,0.096
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.461,0.475,0.57,0.245
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.312,0.182,0.183,0.116
"P19","Rubén Sobrero a gobernador por el Frente de Izquierda",0.012,0.007,0.014,0.01
"P19","En blanco",0.014,0.004,0,0.116
"P19","No sabe",0.032,0.088,0.05,0.417
"P22","Federico Meca a intendente por Unión por la Patria.",0.156,0.164,0.112,0.069
"P22","Ramón Lanus a intendente por Juntos por el Cambio",0.546,0.46,0.618,0.329
"P22","Rodolfo Paolucci a intendente por la Libertad Avanza",0.187,0.161,0.197,0.084
"P22","Camila Paiz a intendenta por el Frente de Izquierda",0.022,0.095,0,0.01
"P22","En blanco",0.031,0.054,0.004,0.206
"P22","No sabe",0.058,0.066,0.069,0.302
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.406,0.286,0.298,0.31
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.276,0.406,0.215,0.193
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.243,0.184,0.401,0.158
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.028,0.009,0.034,0.056
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.025,0.032,0,0.083
"P25","No sabe",0.022,0.083,0.052,0.2
"P27","Tiene Decidido que va a ir a votar.",0.959,0.838,0.781,0.739
"P27","Tiene dudas sobre si va a ir a  votar",0.027,0.155,0.117,0.187
"P27","Tiene Decidido que no va a ir a votar",0.014,0.007,0.102,0.074
"P28","Si",0.412,0.374,0.519,0.299
"P28","No",0.588,0.626,0.481,0.701
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.282,0.309,0.305,0.245
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.434,0.469,0.399,0.147
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.235,0.139,0.19,0.201
"PRESIDENTE","Myriam Bregman a presidenta por el Frente de Izquierda",0.021,0.031,0,0.073
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.013,0.025,0.039,0.084
"PRESIDENTE","En blanco",0.008,0.011,0.003,0.071
"PRESIDENTE","No sabe",0.007,0.016,0.064,0.179
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.289,0.306,0.239,0.215
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.446,0.477,0.511,0.237
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.219,0.152,0.156,0.122
"GOBERNADOR","Rubén Sobrero a gobernador por el Frente de Izquierda",0.014,0.01,0.011,0.028
"GOBERNADOR","En blanco",0.016,0.002,0.007,0.081
"GOBERNADOR","No sabe",0.016,0.053,0.076,0.317
"INTENDENTE","Federico Meca a intendente por Unión por la Patria.",0.283,0.267,0.205,0.202
"INTENDENTE","Ramón Lanus a intendente por Juntos por el Cambio",0.479,0.47,0.55,0.285
"INTENDENTE","Rodolfo Paolucci a intendente por la Libertad Avanza",0.172,0.151,0.149,0.103
"INTENDENTE","Camila Paiz a intendenta por el Frente de Izquierda",0.017,0.048,0,0.028
"INTENDENTE","En blanco",0.023,0.02,0.009,0.144
"INTENDENTE","No sabe",0.026,0.044,0.087,0.238
"CORTA_PRESIDENTE","Si",0.063,0.124,0.222,0.303
"CORTA_PRESIDENTE","No",0.937,0.876,0.778,0.697
"CORTA_GOBERNADOR","Si",0.112,0.146,0.244,0.27
"CORTA_GOBERNADOR","No",0.888,0.854,0.756,0.73
"CORTA_INTENDENTE","Si",0.157,0.211,0.271,0.291
"CORTA_INTENDENTE","No",0.843,0.789,0.729,0.709
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.299,0.326,0.211,0.319
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.42,0.507,0.574,0.272
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.242,0.142,0.159,0.113
