"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.727,0.384,0.327,0.35
"P05","Bastante",0.175,0.457,0.324,0.288
"P05","Poco",0.059,0.112,0.26,0.099
"P05","Nada",0.019,0.008,0.042,0.191
"P05","No sabe",0.02,0.039,0.047,0.072
"P09","Unión por la Patria",0.308,0.247,0.198,0.221
"P09","Juntos por el Cambio ",0.395,0.474,0.354,0.251
"P09","De los Liberales libertarios",0.158,0.141,0.233,0.304
"P09","De la Izquierda",0.066,0.02,0.051,0.045
"P09","Hacemos por nuestro país",0.028,0.017,0.041,0.052
"P09","En blanco",0.022,0.033,0.052,0.037
"P09","No sabe",0.023,0.068,0.071,0.09
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.32,0.3,0.226,0.244
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.4,0.481,0.382,0.299
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.198,0.128,0.275,0.3
"P12","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.032,0.021,0.03,0.01
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.025,0.018,0.015,0.034
"P12","En blanco",0.007,0.012,0.037,0.047
"P12","No sabe",0.018,0.04,0.035,0.066
"P15","Si",0.386,0.43,0.451,0.476
"P15","No",0.614,0.57,0.549,0.524
"P16","Sergio Massa a presidente por Unión por la Patria.",0.269,0.197,0.116,0.113
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.385,0.488,0.393,0.185
"P16","Javier Milei a presidente por la Libertad Avanza",0.24,0.226,0.335,0.418
"P16","Myriam Bregman a presidenta por el Frente de Izquierda",0.053,0.011,0.034,0.089
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.026,0.041,0.044,0.088
"P16","En blanco",0.012,0.01,0.042,0.007
"P16","No sabe",0.015,0.027,0.036,0.1
"P19","Axel Kicillof a gobernador por Unión por la Patria.",0.269,0.159,0.129,0.135
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.46,0.514,0.416,0.347
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.221,0.181,0.272,0.364
"P19","Rubén Sobrero a gobernador por el Frente de Izquierda",0,0.017,0.048,0.017
"P19","En blanco",0.007,0.029,0.031,0.027
"P19","No sabe",0.043,0.1,0.104,0.11
"P22","Federico Meca a intendente por Unión por la Patria.",0.264,0.154,0.08,0.058
"P22","Ramón Lanus a intendente por Juntos por el Cambio",0.344,0.581,0.565,0.523
"P22","Rodolfo Paolucci a intendente por la Libertad Avanza",0.294,0.109,0.163,0.216
"P22","Camila Paiz a intendenta por el Frente de Izquierda",0.004,0.045,0.036,0.059
"P22","En blanco",0.037,0.03,0.04,0.059
