"var","categoria","Mucho","Bastante","Poco","Nada","No sabe"
"P06","Siempre",0.339,0.106,0.08,0.074,0.093
"P06","Casi siempre",0.281,0.434,0.238,0.048,0.285
"P06","Casi nunca",0.248,0.319,0.573,0.271,0.353
"P06","Nunca, pero esta es una excepción",0.132,0.141,0.109,0.607,0.269
"P09","Unión por la Patria",0.34,0.173,0.12,0.074,0.309
"P09","Juntos por el Cambio ",0.358,0.481,0.372,0.127,0.29
"P09","De los Liberales libertarios",0.176,0.215,0.178,0.418,0.087
"P09","De la Izquierda",0.038,0.028,0.069,0.07,0.117
"P09","Hacemos por nuestro país",0.029,0.013,0.051,0.095,0.075
"P09","En blanco",0.02,0.038,0.08,0.063,0.04
"P09","No sabe",0.039,0.052,0.13,0.153,0.082
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.363,0.231,0.127,0.113,0.255
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.371,0.479,0.402,0.204,0.451
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.184,0.216,0.264,0.481,0.074
"P12","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.027,0.017,0.032,0.038,0.044
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.025,0.006,0.044,0.031,0
"P12","En blanco",0.01,0.02,0.046,0.082,0.073
"P12","No sabe",0.02,0.031,0.085,0.051,0.103
"P15","Si",0.364,0.477,0.536,0.535,0.399
"P15","No",0.636,0.523,0.464,0.465,0.601
"P16","Sergio Massa a presidente por Unión por la Patria.",0.232,0.156,0.066,0.184,0.218
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.341,0.455,0.397,0.207,0.626
"P16","Javier Milei a presidente por la Libertad Avanza",0.312,0.292,0.263,0.373,0.071
"P16","Myriam Bregman a presidenta por el Frente de Izquierda",0.037,0.033,0.054,0.039,0
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.052,0.018,0.07,0.141,0
"P16","En blanco",0.019,0.014,0.044,0,0.027
"P16","No sabe",0.007,0.032,0.106,0.056,0.058
"P19","Axel Kicillof a gobernador por Unión por la Patria.",0.207,0.147,0.078,0.185,0.324
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.445,0.498,0.381,0.377,0.397
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.239,0.244,0.257,0.265,0.225
"P19","Rubén Sobrero a gobernador por el Frente de Izquierda",0.024,0.015,0.048,0.033,0
"P19","En blanco",0.008,0.014,0.077,0.084,0
"P19","No sabe",0.077,0.082,0.159,0.056,0.054
"P22","Federico Meca a intendente por Unión por la Patria.",0.217,0.106,0.067,0.09,0.055
"P22","Ramón Lanus a intendente por Juntos por el Cambio",0.475,0.58,0.57,0.268,0.434
"P22","Rodolfo Paolucci a intendente por la Libertad Avanza",0.171,0.181,0.127,0.315,0.331
"P22","Camila Paiz a intendenta por el Frente de Izquierda",0.033,0.037,0.046,0.035,0
"P22","En blanco",0.032,0.03,0.042,0.132,0.065
"P22","No sabe",0.072,0.066,0.148,0.16,0.115
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.362,0.376,0.424,0.459,0.2
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.289,0.326,0.233,0.187,0.386
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.267,0.231,0.182,0.059,0.343
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.035,0.02,0.033,0.023,0.024
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.019,0.015,0.053,0.082,0
"P25","No sabe",0.028,0.032,0.075,0.19,0.047
"P26","Totalmente seguro.",0.805,0.694,0.569,0.681,0.653
"P26","Bastante seguro",0.111,0.194,0.194,0.121,0.082
"P26","Algo seguro",0.05,0.085,0.134,0.066,0.207
"P26","Para nada seguro",0.034,0.027,0.103,0.132,0.058
"P27","Tiene Decidido que va a ir a votar.",0.949,0.918,0.825,0.924,0.903
"P27","Tiene dudas sobre si va a ir a  votar",0.033,0.071,0.119,0.02,0.084
"P27","Tiene Decidido que no va a ir a votar",0.018,0.011,0.056,0.056,0.013
"P28","Si",0.467,0.41,0.302,0.16,0.34
"P28","No",0.533,0.59,0.698,0.84,0.66
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.368,0.206,0.127,0.113,0.244
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.373,0.51,0.411,0.221,0.491
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.194,0.221,0.262,0.404,0.092
"PRESIDENTE","Myriam Bregman a presidenta por el Frente de Izquierda",0.025,0.018,0.034,0.064,0.026
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.025,0.012,0.049,0.062,0
"PRESIDENTE","En blanco",0.01,0.007,0.036,0.093,0.08
"PRESIDENTE","No sabe",0.005,0.026,0.081,0.043,0.067
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.367,0.208,0.139,0.111,0.326
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.41,0.528,0.406,0.308,0.469
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.167,0.203,0.267,0.342,0.154
"GOBERNADOR","Rubén Sobrero a gobernador por el Frente de Izquierda",0.019,0.009,0.024,0.065,0.031
"GOBERNADOR","En blanco",0.007,0.008,0.06,0.124,0
"GOBERNADOR","No sabe",0.03,0.044,0.104,0.05,0.02
"INTENDENTE","Federico Meca a intendente por Unión por la Patria.",0.369,0.19,0.136,0.067,0.216
"INTENDENTE","Ramón Lanus a intendente por Juntos por el Cambio",0.423,0.566,0.498,0.252,0.48
"INTENDENTE","Rodolfo Paolucci a intendente por la Libertad Avanza",0.141,0.171,0.2,0.361,0.198
"INTENDENTE","Camila Paiz a intendenta por el Frente de Izquierda",0.023,0.02,0.02,0.066,0.03
"INTENDENTE","En blanco",0.016,0.016,0.046,0.158,0.023
"INTENDENTE","No sabe",0.028,0.037,0.1,0.096,0.053
"CORTA_PRESIDENTE","Si",0.094,0.164,0.119,0.2,0.109
"CORTA_PRESIDENTE","No",0.906,0.836,0.881,0.8,0.891
"CORTA_GOBERNADOR","Si",0.151,0.195,0.248,0.249,0.157
"CORTA_GOBERNADOR","No",0.849,0.805,0.752,0.751,0.843
"CORTA_INTENDENTE","Si",0.189,0.261,0.277,0.318,0.237
"CORTA_INTENDENTE","No",0.811,0.739,0.723,0.682,0.763
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.369,0.24,0.143,0.113,0.304
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.383,0.496,0.443,0.239,0.505
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.185,0.221,0.291,0.497,0.074
"P12_imputada","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.027,0.017,0.032,0.038,0.044
"P12_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.024,0.006,0.044,0.031,0
"P12_imputada","En blanco",0.012,0.02,0.047,0.082,0.073
"P16_imputada","Sergio Massa a presidente por Unión por la Patria.",0.232,0.16,0.076,0.184,0.218
"P16_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.346,0.473,0.451,0.226,0.626
"P16_imputada","Javier Milei a presidente por la Libertad Avanza",0.314,0.3,0.296,0.41,0.071
"P16_imputada","Myriam Bregman a presidenta por el Frente de Izquierda",0.037,0.032,0.054,0.039,0
"P16_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.052,0.018,0.07,0.141,0
"P16_imputada","En blanco",0.019,0.017,0.053,0,0.085
"P19_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.234,0.154,0.098,0.185,0.324
"P19_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.469,0.571,0.464,0.433,0.397
"P19_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.262,0.246,0.267,0.265,0.225
"P19_imputada","Rubén Sobrero a gobernador por el Frente de Izquierda",0.024,0.015,0.048,0.033,0.054
"P19_imputada","En blanco",0.011,0.014,0.123,0.084,0
"P22_imputada","Federico Meca a intendente por Unión por la Patria.",0.233,0.119,0.077,0.144,0.055
"P22_imputada","Ramón Lanus a intendente por Juntos por el Cambio",0.522,0.617,0.652,0.274,0.487
"P22_imputada","Rodolfo Paolucci a intendente por la Libertad Avanza",0.179,0.195,0.132,0.346,0.331
"P22_imputada","Camila Paiz a intendenta por el Frente de Izquierda",0.033,0.037,0.046,0.104,0.062
"P22_imputada","En blanco",0.033,0.032,0.093,0.132,0.065
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.368,0.213,0.132,0.113,0.294
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.378,0.524,0.447,0.23,0.491
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.194,0.225,0.296,0.438,0.092
"PRESIDENTE_imputada","Myriam Bregman a presidenta por el Frente de Izquierda",0.025,0.018,0.034,0.064,0.025
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.025,0.012,0.049,0.062,0
"PRESIDENTE_imputada","En blanco",0.01,0.008,0.042,0.093,0.098
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.378,0.218,0.149,0.111,0.326
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.421,0.56,0.457,0.339,0.47
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.173,0.205,0.292,0.361,0.154
"GOBERNADOR_imputada","Rubén Sobrero a gobernador por el Frente de Izquierda",0.019,0.009,0.024,0.065,0.05
"GOBERNADOR_imputada","En blanco",0.009,0.008,0.078,0.124,0
"INTENDENTE_imputada","Federico Meca a intendente por Unión por la Patria.",0.376,0.202,0.14,0.098,0.216
"INTENDENTE_imputada","Ramón Lanus a intendente por Juntos por el Cambio",0.441,0.583,0.553,0.259,0.5
"INTENDENTE_imputada","Rodolfo Paolucci a intendente por la Libertad Avanza",0.143,0.178,0.222,0.395,0.198
"INTENDENTE_imputada","Camila Paiz a intendenta por el Frente de Izquierda",0.024,0.02,0.02,0.09,0.063
"INTENDENTE_imputada","En blanco",0.016,0.017,0.065,0.158,0.023
