"var","categoria","Si","No"
"P05","Mucho",0.538,0.431
"P05","Bastante",0.328,0.331
"P05","Poco",0.091,0.148
"P05","Nada",0.013,0.049
"P05","No sabe",0.03,0.041
"P06","Siempre",0.348,0.14
"P06","Casi siempre",0.379,0.312
"P06","Casi nunca",0.192,0.382
"P06","Nunca, pero esta es una excepción",0.081,0.166
"P09","Unión por la Patria",0.294,0.236
"P09","Juntos por el Cambio ",0.409,0.399
"P09","De los Liberales libertarios",0.179,0.203
"P09","De la Izquierda",0.034,0.043
"P09","Hacemos por nuestro país",0.017,0.031
"P09","En blanco",0.032,0.027
"P09","No sabe",0.035,0.061
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.339,0.253
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.422,0.418
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.174,0.228
"P12","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.021,0.018
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.012,0.019
"P12","En blanco",0.011,0.018
"P12","No sabe",0.021,0.046
"P15","Si",0.39,0.4
"P15","No",0.61,0.6
"P16","Sergio Massa a presidente por Unión por la Patria.",0.234,0.134
"P16","Patricia Bullrich a presidenta por Juntos por el Cambio",0.415,0.388
"P16","Javier Milei a presidente por la Libertad Avanza",0.293,0.316
"P16","Myriam Bregman a presidenta por el Frente de Izquierda",0.034,0.044
"P16","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.014,0.059
"P16","En blanco",0.008,0.012
"P16","No sabe",0.002,0.047
"P19","Axel Kicillof a gobernador por Unión por la Patria.",0.169,0.181
"P19","Néstor Grindetti a gobernador por Juntos por el Cambio",0.501,0.448
"P19","Carolina Piparo a gobernadora por la Libertad Avanza",0.239,0.259
"P19","Rubén Sobrero a gobernador por el Frente de Izquierda",0.018,0.008
"P19","En blanco",0.007,0.024
"P19","No sabe",0.066,0.08
"P22","Federico Meca a intendente por Unión por la Patria.",0.172,0.127
"P22","Ramón Lanus a intendente por Juntos por el Cambio",0.486,0.556
"P22","Rodolfo Paolucci a intendente por la Libertad Avanza",0.218,0.148
"P22","Camila Paiz a intendenta por el Frente de Izquierda",0.035,0.03
"P22","En blanco",0.019,0.06
"P22","No sabe",0.07,0.079
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.356,0.386
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.294,0.287
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.251,0.238
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.034,0.023
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.021,0.033
"P25","No sabe",0.044,0.033
"P26","Totalmente seguro.",0.736,0.729
"P26","Bastante seguro",0.132,0.153
"P26","Algo seguro",0.098,0.063
"P26","Para nada seguro",0.034,0.055
"P27","Tiene Decidido que va a ir a votar.",0.945,0.898
"P27","Tiene dudas sobre si va a ir a  votar",0.047,0.071
"P27","Tiene Decidido que no va a ir a votar",0.008,0.031
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.331,0.248
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.437,0.413
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.191,0.235
"PRESIDENTE","Myriam Bregman a presidenta por el Frente de Izquierda",0.022,0.027
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.009,0.029
"PRESIDENTE","En blanco",0.005,0.013
"PRESIDENTE","No sabe",0.005,0.035
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.305,0.266
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.469,0.438
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.169,0.212
"GOBERNADOR","Rubén Sobrero a gobernador por el Frente de Izquierda",0.017,0.013
"GOBERNADOR","En blanco",0.006,0.023
"GOBERNADOR","No sabe",0.034,0.048
"INTENDENTE","Federico Meca a intendente por Unión por la Patria.",0.309,0.242
"INTENDENTE","Ramón Lanus a intendente por Juntos por el Cambio",0.468,0.484
"INTENDENTE","Rodolfo Paolucci a intendente por la Libertad Avanza",0.155,0.165
"INTENDENTE","Camila Paiz a intendenta por el Frente de Izquierda",0.024,0.021
"INTENDENTE","En blanco",0.01,0.038
"INTENDENTE","No sabe",0.034,0.05
"CORTA_PRESIDENTE","Si",0.104,0.091
"CORTA_PRESIDENTE","No",0.896,0.909
"CORTA_GOBERNADOR","Si",0.157,0.116
"CORTA_GOBERNADOR","No",0.843,0.884
"CORTA_INTENDENTE","Si",0.174,0.186
"CORTA_INTENDENTE","No",0.826,0.814
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.344,0.263
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.432,0.444
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.18,0.236
"P12_imputada","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.021,0.018
"P12_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.012,0.019
"P12_imputada","En blanco",0.011,0.02
"P16_imputada","Sergio Massa a presidente por Unión por la Patria.",0.234,0.141
"P16_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.414,0.403
"P16_imputada","Javier Milei a presidente por la Libertad Avanza",0.293,0.333
"P16_imputada","Myriam Bregman a presidenta por el Frente de Izquierda",0.034,0.043
"P16_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.014,0.059
"P16_imputada","En blanco",0.011,0.021
"P19_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.182,0.194
"P19_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.545,0.508
"P19_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.247,0.259
"P19_imputada","Rubén Sobrero a gobernador por el Frente de Izquierda",0.019,0.012
"P19_imputada","En blanco",0.007,0.027
"P22_imputada","Federico Meca a intendente por Unión por la Patria.",0.184,0.145
"P22_imputada","Ramón Lanus a intendente por Juntos por el Cambio",0.52,0.596
"P22_imputada","Rodolfo Paolucci a intendente por la Libertad Avanza",0.23,0.162
"P22_imputada","Camila Paiz a intendenta por el Frente de Izquierda",0.044,0.037
"P22_imputada","En blanco",0.022,0.06
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.331,0.255
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.437,0.426
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.195,0.246
"PRESIDENTE_imputada","Myriam Bregman a presidenta por el Frente de Izquierda",0.022,0.027
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.009,0.029
"PRESIDENTE_imputada","En blanco",0.006,0.017
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.312,0.276
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.488,0.468
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.177,0.217
"GOBERNADOR_imputada","Rubén Sobrero a gobernador por el Frente de Izquierda",0.017,0.014
"GOBERNADOR_imputada","En blanco",0.006,0.025
"INTENDENTE_imputada","Federico Meca a intendente por Unión por la Patria.",0.315,0.254
"INTENDENTE_imputada","Ramón Lanus a intendente por Juntos por el Cambio",0.482,0.507
"INTENDENTE_imputada","Rodolfo Paolucci a intendente por la Libertad Avanza",0.165,0.176
"INTENDENTE_imputada","Camila Paiz a intendenta por el Frente de Izquierda",0.027,0.025
"INTENDENTE_imputada","En blanco",0.011,0.038
