"var","categoria","Si","No"
"P05","Mucho",0.383,0.512
"P05","Bastante",0.367,0.308
"P05","Poco",0.174,0.115
"P05","Nada",0.046,0.03
"P05","No sabe",0.03,0.035
"P06","Siempre",0.192,0.233
"P06","Casi siempre",0.328,0.332
"P06","Casi nunca",0.342,0.318
"P06","Nunca, pero esta es una excepción",0.138,0.117
"P09","Unión por la Patria",0.161,0.324
"P09","Juntos por el Cambio ",0.353,0.413
"P09","De los Liberales libertarios",0.249,0.15
"P09","De la Izquierda",0.06,0.026
"P09","Hacemos por nuestro país",0.053,0.01
"P09","En blanco",0.049,0.032
"P09","No sabe",0.075,0.045
"P12","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.208,0.354
"P12","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.341,0.439
"P12","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.281,0.16
"P12","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.037,0.015
"P12","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.036,0.005
"P12","En blanco",0.036,0.01
"P12","No sabe",0.061,0.017
"P25","Con políticas de shock, mano dura y castigando a los corruptos y ladrones",0.498,0.294
"P25","Con políticas muy estudiadas y progresivas  para que las transformaciones de fondo necesarias se puedan realizar",0.208,0.334
"P25","Con políticas de desarrollo que permitan el crecimiento con inclusión social",0.197,0.274
"P25","Con políticas que limiten los privilegios de los que más tienen y favorezcan a los sectores más vulnerables",0.018,0.036
"P25","Con políticas revolucionarias que permitan la transformación igualitaria de la sociedad apoyándose en las mayorías populares",0.031,0.024
"P25","No sabe",0.048,0.038
"P26","Totalmente seguro.",0.638,0.794
"P26","Bastante seguro",0.167,0.128
"P26","Algo seguro",0.121,0.05
"P26","Para nada seguro",0.074,0.028
"P27","Tiene Decidido que va a ir a votar.",0.912,0.921
"P27","Tiene dudas sobre si va a ir a  votar",0.073,0.051
"P27","Tiene Decidido que no va a ir a votar",0.015,0.028
"P28","Si",0.403,0.414
"P28","No",0.597,0.586
"PRESIDENTE","Sergio Massa a presidente por Unión por la Patria.",0.193,0.354
"PRESIDENTE","Patricia Bullrich a presidenta por Juntos por el Cambio",0.365,0.438
"PRESIDENTE","Javier Milei a presidente por la Libertad Avanza",0.293,0.161
"PRESIDENTE","Myriam Bregman a presidenta por el Frente de Izquierda",0.039,0.015
"PRESIDENTE","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.047,0.005
"PRESIDENTE","En blanco",0.024,0.01
"PRESIDENTE","No sabe",0.039,0.017
"GOBERNADOR","Axel Kicillof a gobernador por Unión por la Patria.",0.189,0.355
"GOBERNADOR","Néstor Grindetti a gobernador por Juntos por el Cambio",0.418,0.438
"GOBERNADOR","Carolina Piparo a gobernadora por la Libertad Avanza",0.247,0.161
"GOBERNADOR","Rubén Sobrero a gobernador por el Frente de Izquierda",0.023,0.015
"GOBERNADOR","En blanco",0.026,0.015
"GOBERNADOR","No sabe",0.097,0.016
"INTENDENTE","Federico Meca a intendente por Unión por la Patria.",0.154,0.355
"INTENDENTE","Ramón Lanus a intendente por Juntos por el Cambio",0.506,0.437
"INTENDENTE","Rodolfo Paolucci a intendente por la Libertad Avanza",0.168,0.162
"INTENDENTE","Camila Paiz a intendenta por el Frente de Izquierda",0.035,0.015
"INTENDENTE","En blanco",0.044,0.015
"INTENDENTE","No sabe",0.093,0.016
"CORTA_PRESIDENTE","Si",0.291,0
"CORTA_PRESIDENTE","No",0.709,1
"CORTA_GOBERNADOR","Si",0.427,0
"CORTA_GOBERNADOR","No",0.573,1
"CORTA_INTENDENTE","Si",0.542,0
"CORTA_INTENDENTE","No",0.458,1
"P12_imputada","Sergio Massa a presidente, Axel Kicillof a gobernador y Federico Meca a intendente por Unión por la Patria.",0.224,0.358
"P12_imputada","Patricia Bullrich a presidenta, Néstor Grindetti a gobernador y Ramón Lanus a intendente por Juntos por el Cambio",0.374,0.445
"P12_imputada","Javier Milei a presidente, Carolina Piparo a gobernadora y Rodolfo Paolucci a intendente por la Libertad Avanza",0.289,0.167
"P12_imputada","Myriam Bregman a presidenta, Rubén Sobrero a gobernador y Camila Paiz a intendenta por el Frente de Izquierda",0.038,0.015
"P12_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.036,0.005
"P12_imputada","En blanco",0.039,0.01
"PRESIDENTE_imputada","Sergio Massa a presidente por Unión por la Patria.",0.196,0.358
"PRESIDENTE_imputada","Patricia Bullrich a presidenta por Juntos por el Cambio",0.385,0.444
"PRESIDENTE_imputada","Javier Milei a presidente por la Libertad Avanza",0.304,0.168
"PRESIDENTE_imputada","Myriam Bregman a presidenta por el Frente de Izquierda",0.039,0.015
"PRESIDENTE_imputada","Juan Schiaretti a presidente por Hacemos por Nuestro País",0.047,0.005
"PRESIDENTE_imputada","En blanco",0.029,0.01
"GOBERNADOR_imputada","Axel Kicillof a gobernador por Unión por la Patria.",0.209,0.358
"GOBERNADOR_imputada","Néstor Grindetti a gobernador por Juntos por el Cambio",0.471,0.444
"GOBERNADOR_imputada","Carolina Piparo a gobernadora por la Libertad Avanza",0.259,0.168
"GOBERNADOR_imputada","Rubén Sobrero a gobernador por el Frente de Izquierda",0.025,0.015
"GOBERNADOR_imputada","En blanco",0.036,0.015
"INTENDENTE_imputada","Federico Meca a intendente por Unión por la Patria.",0.171,0.358
"INTENDENTE_imputada","Ramón Lanus a intendente por Juntos por el Cambio",0.554,0.443
"INTENDENTE_imputada","Rodolfo Paolucci a intendente por la Libertad Avanza",0.181,0.169
"INTENDENTE_imputada","Camila Paiz a intendenta por el Frente de Izquierda",0.041,0.015
"INTENDENTE_imputada","En blanco",0.053,0.015
