"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Inflación",0.453,0.431,0.351,0.441,0.598,0.294
"P07","Inseguridad",0.207,0.12,0.167,0.133,0.009,0.056
"P07","Pandemia",0.117,0.037,0.162,0.066,0.107,0.039
"P07","Educación",0.023,0.186,0.038,0.078,0.015,0.092
"P07","Transporte público",0,0.017,0.016,0,0.009,0.002
"P07","Desempleo",0,0.053,0.13,0.056,0.085,0.274
"P07","Corrupción",0.143,0.105,0.1,0.003,0.165,0.084
"P07","Vivienda",0,0.009,0.012,0,0,0.076
"P07","Otros",0,0.042,0.023,0.223,0.012,0.022
"P07","No sabe",0.057,0,0.001,0,0,0.061
"P08","Gerardo Zamora",0.262,0.509,0.618,0.696,0.322,0.581
"P08","Pablo Mirolo",0,0.025,0.091,0.024,0.11,0.049
"P08","Rodrigo Posse",0.009,0.046,0.078,0.018,0.016,0.041
"P08","Natalia Neme",0.174,0.041,0.052,0.02,0.165,0.002
"P08","Emilio Rached",0.111,0.124,0.08,0.089,0,0.009
"P08","Marcelo Lugones",0.362,0.059,0.002,0.026,0,0.003
"P08","No sabe",0.082,0.196,0.079,0.127,0.387,0.315
"P09","Gerardo Zamora",0.298,0.372,0.45,0.568,0.217,0.444
"P09","Pablo Mirolo",0.008,0.096,0.208,0.05,0.144,0.098
"P09","Rodrigo Posse",0.241,0.078,0.027,0.003,0,0.034
"P09","Natalia Neme",0.174,0.121,0.087,0.054,0.166,0.028
"P09","Emilio Rached",0.082,0.024,0.09,0.068,0,0.071
"P09","Marcelo Lugones",0.173,0.116,0.027,0,0,0
"P09","No sabe",0.024,0.193,0.111,0.257,0.473,0.325
"P10","A los candidatos del Frente Cívico por Santiago",0.292,0.442,0.548,0.676,0.197,0.489
"P10","A los candidatos del Frente de Todos",0,0.078,0.098,0.121,0.082,0.052
"P10","A los candidatos de Cambiemos",0.49,0.244,0.205,0.079,0.075,0.062
"P10","A otros candidatos",0.173,0.085,0.082,0.021,0.536,0.034
"P10","No sabe",0.045,0.151,0.067,0.103,0.11,0.363
"P11","Mucho mejor",0.166,0.154,0.217,0.245,0.103,0.081
"P11","Mejor",0.03,0.129,0.21,0.196,0.142,0.162
"P11","Peor",0.112,0.277,0.224,0.149,0.04,0.274
"P11","Mucho peor",0.692,0.398,0.286,0.39,0.7,0.355
"P11","No sabe",0,0.042,0.063,0.02,0.015,0.128
"P12","Mucho mejor",0.189,0.387,0.243,0.345,0.115,0.184
"P12","Mejor",0.159,0.189,0.306,0.292,0.141,0.323
"P12","Peor",0.119,0.221,0.2,0.219,0.025,0.204
"P12","Mucho peor",0.528,0.186,0.179,0.144,0.708,0.16
"P12","No sabe",0.005,0.017,0.072,0,0.011,0.129
"P13","Mucho mejor",0.153,0.126,0.233,0.199,0.211,0.153
"P13","Mejor",0.256,0.256,0.335,0.226,0.449,0.384
"P13","Peor",0.394,0.352,0.346,0.155,0.167,0.186
"P13","Mucho peor",0.167,0.2,0.049,0.42,0.106,0.076
