"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Inflación",0.346,0.313,0.398,0.013
"P07","Inseguridad",0.084,0.144,0.121,0.069
"P07","Pandemia",0.181,0.069,0.107,0.149
"P07","Educación",0.029,0.144,0.052,0.111
"P07","Transporte público",0.008,0.006,0.008,0.088
"P07","Desempleo",0.083,0.158,0.177,0.019
"P07","Corrupción",0.167,0.091,0.061,0.179
"P07","Vivienda",0.062,0.001,0.039,0.013
"P07","Otros",0.015,0.041,0.025,0.019
"P07","No sabe",0.025,0.033,0.012,0.34
"P08","Gerardo Zamora",0.287,0.424,0.719,0.396
"P08","Pablo Mirolo",0.057,0.133,0.054,0.004
"P08","Rodrigo Posse",0.18,0.057,0.001,0.031
"P08","Natalia Neme",0.041,0.087,0.024,0
"P08","Emilio Rached",0.154,0.044,0.035,0
"P08","Marcelo Lugones",0.129,0.02,0.008,0
"P08","No sabe",0.152,0.235,0.159,0.569
"P09","Gerardo Zamora",0.218,0.393,0.526,0.431
"P09","Pablo Mirolo",0.049,0.207,0.139,0.031
"P09","Rodrigo Posse",0.135,0.05,0.005,0
"P09","Natalia Neme",0.118,0.073,0.045,0
"P09","Emilio Rached",0.161,0.038,0.07,0
"P09","Marcelo Lugones",0.079,0.034,0.01,0
"P09","No sabe",0.24,0.205,0.205,0.538
"P10","A los candidatos del Frente Cívico por Santiago",0.226,0.515,0.571,0.356
"P10","A los candidatos del Frente de Todos",0.056,0.024,0.105,0.009
"P10","A los candidatos de Cambiemos",0.471,0.149,0.036,0
"P10","A otros candidatos",0.076,0.12,0.1,0
"P10","No sabe",0.171,0.192,0.188,0.635
"P11","Positiva",0.059,0.298,0.441,0.167
"P11","Negativa",0.883,0.6,0.477,0.376
"P11","No sabe",0.058,0.102,0.082,0.457
"P12","Positiva",0.214,0.472,0.633,0.187
"P12","Negativa",0.682,0.478,0.291,0.318
"P12","No sabe",0.104,0.05,0.076,0.495
"P13","Positiva",0.266,0.522,0.632,0.565
"P13","Negativa",0.676,0.412,0.29,0.122
"P13","No sabe",0.058,0.066,0.078,0.313
"P14","Positiva",0.391,0.63,0.441,0.43
"P14","Negativa",0.609,0.274,0.499,0
"P14","No sabe",0,0.096,0.06,0.57
"P15","Positiva",0.198,0.405,0.676,0.223
"P15","Negativa",0.802,0.529,0.295,0.221
"P15","No sabe",0,0.066,0.029,0.556
"P16","Positiva",0.338,0.535,0.739,0.643
"P16","Negativa",0.589,0.37,0.19,0.056
"P16","No sabe",0.073,0.095,0.071,0.301
"P17","Positiva",0.426,0.525,0.337,0.16
"P17","Negativa",0.574,0.342,0.607,0
