"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P10","Unión por la Patria",0.495,0.588,0.187,0.381,0.864,0.531,0.279,0.435,0.716,0.489
"P10","Juntos por el Cambio",0.214,0.147,0.4,0.318,0,0.205,0.096,0.565,0.053,0.032
"P10","De los liberales libertarios",0.177,0.112,0.307,0.183,0.136,0.149,0.496,0,0.132,0.257
"P10","De la Izquierda",0.068,0.099,0.04,0.019,0,0.055,0,0,0.015,0.222
"P10","Hacemos por nuestro país",0.004,0,0.012,0.028,0,0,0,0,0,0
"P10","Otro",0.005,0.007,0.034,0.008,0,0.036,0.082,0,0.062,0
"P10","En blanco",0.005,0.008,0.01,0.02,0,0.018,0.047,0,0,0
"P10","No sabe",0.032,0.039,0.01,0.043,0,0.006,0,0,0.022,0
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.519,0.587,0.169,0.364,0.797,0.658,0.253,0.141,0.71,0.785
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.22,0.227,0.402,0.311,0.019,0.162,0.65,0.859,0.053,0.031
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.213,0.092,0.329,0.18,0.08,0.09,0.051,0,0.13,0.152
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.011,0.042,0.05,0.006,0.042,0.027,0,0,0.009,0.032
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.01,0.016,0.027,0.028,0,0.042,0,0,0.016,0
"P20","En blanco",0.006,0,0.004,0.026,0.062,0.021,0,0,0.013,0
"P20","No sabe",0.021,0.036,0.019,0.085,0,0,0.046,0,0.069,0
"P26","Totalmente seguro",0.817,0.636,0.823,0.703,0.867,0.844,0.975,1,0.845,0.89
"P26","Bastante seguro",0.081,0.173,0.06,0.054,0.133,0.062,0.025,0,0.013,0.084
"P26","Algo seguro",0.063,0.101,0.04,0.146,0,0.061,0,0,0.08,0.026
"P26","Para nada seguro",0.039,0.09,0.077,0.097,0,0.033,0,0,0.062,0
"P27","Tiene Decidido que va a ir a votar",0.946,0.948,0.967,0.866,0.854,0.961,0.531,1,0.985,0.974
"P27","Tiene dudas sobre si va a ir a  votar",0.021,0.034,0.023,0.108,0.146,0.039,0.469,0,0.015,0
"P27","Tiene Decidido que no va a ir a votar",0.033,0.018,0.01,0.026,0,0,0,0,0,0.026
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.598,0.76,0.268,0.577,0.811,0.626,0.361,0.435,0.716,0.627
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.259,0.073,0.537,0.28,0.146,0.194,0.096,0.565,0.058,0.032
"P28","En blanco",0.103,0.075,0.097,0.036,0.043,0.119,0.074,0,0.137,0.026
"P28","No sabe",0.04,0.092,0.098,0.107,0,0.061,0.469,0,0.089,0.315
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.34,0.373,0.408,0.408,0.108,0.165,0.096,0.655,0.286,0.138
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.219,0.089,0.366,0.229,0.082,0.208,0.109,0,0.142,0.151
"P29","En blanco",0.297,0.317,0.152,0.171,0.42,0.412,0.277,0.345,0.407,0.679
"P29","No sabe",0.144,0.221,0.074,0.192,0.39,0.215,0.518,0,0.165,0.032
