"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.542,0.694,0.221,0.516,0.772,0.639,0.844,0.435,0.727,0.734
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.275,0.103,0.514,0.272,0.082,0.251,0.109,0,0.175,0.026
"P30","En blanco",0.091,0.077,0.134,0.099,0.146,0.073,0.047,0,0.026,0
"P30","No sabe",0.092,0.126,0.131,0.113,0,0.037,0,0.565,0.072,0.24
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.509,0.551,0.197,0.321,0.697,0.553,0.228,0,0.721,0.488
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.242,0.209,0.381,0.347,0.019,0.217,0.18,0.859,0.02,0.031
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.17,0.12,0.284,0.155,0.138,0.124,0.545,0,0.135,0.177
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.019,0.058,0.073,0.026,0.042,0.033,0,0.141,0.009,0.278
"GOBERNADOR","En blanco",0.039,0.026,0.046,0.066,0.104,0.073,0,0,0.046,0.026
"GOBERNADOR","No sabe",0.021,0.036,0.019,0.085,0,0,0.047,0,0.069,0
"CORTA_GOBERNADOR","Si",0.129,0.193,0.136,0.231,0.134,0.153,0.494,0.141,0.044,0.323
"CORTA_GOBERNADOR","No",0.871,0.807,0.864,0.769,0.866,0.847,0.506,0.859,0.956,0.677
"P10_imputada","Unión por la Patria",0.502,0.608,0.192,0.419,0.864,0.537,0.279,0.435,0.728,0.489
"P10_imputada","Juntos por el Cambio",0.225,0.147,0.401,0.318,0,0.205,0.096,0.565,0.053,0.032
"P10_imputada","De los liberales libertarios",0.18,0.131,0.31,0.183,0.136,0.149,0.496,0,0.142,0.257
"P10_imputada","De la Izquierda",0.071,0.099,0.041,0.024,0,0.055,0,0,0.015,0.222
"P10_imputada","Hacemos por nuestro país",0.004,0,0.012,0.028,0,0,0,0,0,0
"P10_imputada","Otro",0.011,0.007,0.034,0.008,0,0.036,0.082,0,0.062,0
"P10_imputada","En blanco",0.007,0.008,0.01,0.02,0,0.018,0.047,0,0,0
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.532,0.6,0.178,0.425,0.797,0.658,0.253,0.141,0.71,0.785
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.222,0.25,0.41,0.311,0.019,0.162,0.65,0.859,0.111,0.031
"P20_imputada","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.215,0.092,0.332,0.204,0.08,0.09,0.051,0,0.141,0.152
"P20_imputada","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.011,0.042,0.05,0.006,0.042,0.027,0.046,0,0.009,0.032
"P20_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.012,0.016,0.026,0.028,0,0.042,0,0,0.016,0
"P20_imputada","En blanco",0.008,0,0.004,0.026,0.062,0.021,0,0,0.013,0
"GOBERNADOR_imputada","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.518,0.568,0.2,0.35,0.688,0.554,0.231,0,0.769,0.486
"GOBERNADOR_imputada","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.247,0.221,0.389,0.378,0.019,0.215,0.18,0.86,0.022,0.032
"GOBERNADOR_imputada","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.172,0.123,0.29,0.169,0.142,0.124,0.542,0,0.15,0.181
"GOBERNADOR_imputada","Gobernador y vicegobernador de la izquierda",0.019,0.06,0.074,0.029,0.043,0.034,0.047,0.14,0.01,0.274
"GOBERNADOR_imputada","En blanco",0.044,0.028,0.047,0.074,0.108,0.073,0,0,0.049,0.027
