"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Tiene Decidido que va a ir a votar",0.924,0.916,0.93,0.851,0.968,0.954,0.899,0.911,0.913,0.962,0.939,0.947,0.82,0.937,0.896,0.955,0.824,0.953,0.925,0.963
"Tiene dudas sobre si va a ir a  votar",0.052,0.052,0.053,0.112,0.025,0.032,0.046,0.058,0.063,0.023,0.035,0.033,0.163,0.041,0.076,0.029,0.118,0.035,0.067,0.037
"Tiene Decidido que no va a ir a votar",0.024,0.032,0.017,0.037,0.007,0.014,0.055,0.031,0.024,0.015,0.026,0.02,0.017,0.022,0.028,0.016,0.058,0.012,0.008,0
