"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.335,0.307,0.361,0.264,0.301,0.377,0.474,0.366,0.29,0.375,0.196,0.562,0.514,0.308,0.39,0.221,0.313,0.772,0.548,0.071
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.247,0.326,0.175,0.256,0.301,0.238,0.113,0.233,0.249,0.262,0.168,0.299,0.239,0.234,0.273,0.084,0.117,0.165,0.226,0.816
"En blanco",0.252,0.236,0.266,0.295,0.264,0.17,0.263,0.231,0.267,0.252,0.394,0.076,0.132,0.281,0.193,0.437,0.351,0.003,0.111,0.089
"No sabe",0.166,0.131,0.198,0.185,0.134,0.215,0.15,0.17,0.194,0.111,0.242,0.063,0.115,0.177,0.144,0.258,0.219,0.06,0.115,0.024
