"var","categoria","Unión por la Patria","Juntos por el Cambio","De los liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.852,0.171,0.061,0.32,0.114,0.008,0,0.411
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.045,0.7,0.195,0.056,0.059,0.127,0,0.091
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.073,0.084,0.704,0.308,0.1,0.456,0.141,0.176
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.003,0.005,0.014,0.226,0,0.036,0.287,0
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.007,0.022,0.005,0.03,0.727,0.076,0.143,0
"P20","En blanco",0.006,0.008,0,0,0,0.195,0.212,0.047
"P20","No sabe",0.014,0.01,0.021,0.06,0,0.102,0.217,0.275
"P26","Totalmente seguro",0.818,0.813,0.857,0.593,0.535,0.536,0.278,0.324
"P26","Bastante seguro",0.118,0.081,0.058,0.073,0.075,0.038,0.068,0.054
"P26","Algo seguro",0.05,0.059,0.059,0.143,0.101,0.106,0.052,0.261
"P26","Para nada seguro",0.014,0.047,0.026,0.191,0.289,0.32,0.602,0.361
"P27","Tiene Decidido que va a ir a votar",0.933,0.971,0.946,0.849,0.793,0.779,0.395,0.873
"P27","Tiene dudas sobre si va a ir a  votar",0.05,0.017,0.053,0.045,0.018,0.072,0.551,0.114
"P27","Tiene Decidido que no va a ir a votar",0.017,0.012,0.001,0.106,0.189,0.149,0.054,0.013
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.915,0.25,0.199,0.578,0.103,0.089,0.128,0.542
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.044,0.709,0.342,0.15,0.199,0.417,0,0.006
"P28","En blanco",0.027,0.014,0.263,0.191,0.375,0.214,0.567,0.021
"P28","No sabe",0.014,0.027,0.196,0.081,0.323,0.28,0.305,0.431
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.19,0.816,0.12,0.298,0.196,0.111,0.123,0.086
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.051,0.093,0.796,0.256,0.133,0.449,0.217,0.198
"P29","En blanco",0.497,0.046,0.048,0.296,0.438,0.116,0.403,0.074
"P29","No sabe",0.262,0.045,0.036,0.15,0.233,0.324,0.257,0.642
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.836,0.235,0.153,0.382,0.144,0,0.121,0.463
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.077,0.326,0.824,0.242,0.17,0.481,0.215,0.167
"P30","En blanco",0.044,0.245,0.011,0.157,0.449,0.164,0.376,0.039
"P30","No sabe",0.043,0.194,0.012,0.219,0.237,0.355,0.288,0.331
"P38","Inflación",0.434,0.293,0.303,0.474,0.171,0.102,0.18,0.496
"P38","Desempleo",0.102,0.04,0.038,0.136,0,0.027,0.061,0.119
"P38","Corrupción",0.137,0.459,0.44,0.234,0.438,0.568,0.337,0.127
"P38","Inseguridad",0.109,0.142,0.102,0.043,0.391,0.051,0.256,0.218
"P38","Precio del dólar",0.072,0,0.022,0,0,0,0,0
"P38","Pobreza",0.076,0.045,0.041,0.063,0,0.114,0.111,0.015
"P38","Narcotráfico",0.007,0.004,0.025,0,0,0.048,0.055,0
"P38","Tarifas",0.005,0.011,0,0,0,0,0,0
"P38","Otro",0.046,0.005,0.017,0.008,0,0.09,0,0.025
"P38","No sabe",0.012,0.001,0.012,0.042,0,0,0,0
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.832,0.106,0.121,0.254,0.037,0.04,0,0.258
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.063,0.714,0.152,0.081,0.019,0.106,0,0.164
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.058,0.079,0.659,0.224,0.132,0.238,0.154,0.076
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.008,0.031,0.027,0.278,0.081,0.048,0.292,0
"GOBERNADOR","En blanco",0.025,0.058,0.017,0.099,0.731,0.439,0.339,0.21
"GOBERNADOR","No sabe",0.014,0.012,0.024,0.064,0,0.129,0.215,0.292
"CORTA_GOBERNADOR","Si",0.133,0.239,0.284,0.296,0.215,0.382,0,0.386
"CORTA_GOBERNADOR","No",0.867,0.761,0.716,0.704,0.785,0.618,1,0.614
