"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.469,0.422,0.513,0.461,0.491,0.423,0.492,0.503,0.448,0.46,0.708,0.217,0.426,0.478,0.452,0.836,0.575,0.132,0.356,0.085
"Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.321,0.424,0.227,0.345,0.375,0.307,0.175,0.334,0.309,0.323,0.191,0.466,0.397,0.329,0.305,0.081,0.188,0.44,0.307,0.879
"En blanco",0.106,0.093,0.117,0.106,0.067,0.115,0.184,0.078,0.115,0.128,0.043,0.169,0.177,0.098,0.12,0.04,0.106,0.21,0.198,0.022
"No sabe",0.104,0.061,0.143,0.088,0.067,0.155,0.149,0.085,0.128,0.089,0.058,0.148,0,0.095,0.123,0.043,0.131,0.218,0.139,0.014
