"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P10","Unión por la Patria",0.4,0.508,0.269,0.076
"P10","Juntos por el Cambio",0.263,0.233,0.207,0.167
"P10","De los liberales libertarios",0.238,0.143,0.178,0.08
"P10","De la Izquierda",0.053,0.058,0.139,0.188
"P10","Hacemos por nuestro país",0.009,0.012,0.02,0.056
"P10","Otro",0.015,0.01,0.034,0.102
"P10","En blanco",0.006,0.012,0.011,0.134
"P10","No sabe",0.016,0.024,0.142,0.197
"P20","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.444,0.369,0.287,0.22
"P20","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.259,0.265,0.247,0.125
"P20","Javier Milei Presidente, Victoria Villarruel Vicepresidenta, Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.252,0.189,0.228,0.136
"P20","Los candidatos a presidente, vicepresidente, gobernador y vicegobernador de la izquierda",0.021,0.052,0.046,0.063
"P20","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos nuestro País",0.017,0.03,0.046,0.088
"P20","En blanco",0.002,0.045,0.046,0.081
"P20","No sabe",0.005,0.05,0.1,0.287
"P27","Tiene Decidido que va a ir a votar",0.969,0.778,0.745,0.777
"P27","Tiene dudas sobre si va a ir a  votar",0.026,0.179,0.075,0.17
"P27","Tiene Decidido que no va a ir a votar",0.005,0.043,0.18,0.053
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.539,0.522,0.455,0.442
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.3,0.302,0.256,0.171
"P28","En blanco",0.096,0.069,0.135,0.103
"P28","No sabe",0.065,0.107,0.154,0.284
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.347,0.306,0.326,0.223
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.253,0.22,0.295,0.149
"P29","En blanco",0.267,0.263,0.143,0.142
"P29","No sabe",0.133,0.211,0.236,0.486
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.479,0.539,0.462,0.233
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.329,0.304,0.364,0.179
"P30","En blanco",0.111,0.083,0.092,0.086
"P30","No sabe",0.081,0.074,0.082,0.502
"P38","Inflación",0.37,0.388,0.348,0.241
"P38","Desempleo",0.057,0.162,0.11,0.108
"P38","Corrupción",0.312,0.238,0.186,0.397
"P38","Inseguridad",0.104,0.084,0.264,0.193
"P38","Precio del dólar",0.037,0.061,0,0
"P38","Pobreza",0.062,0.048,0.055,0.033
"P38","Narcotráfico",0.013,0.003,0,0
"P38","Tarifas",0.006,0,0,0
"P38","Otro",0.028,0.005,0.033,0.028
"P38","No sabe",0.011,0.011,0.004,0
"GOBERNADOR","Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.432,0.357,0.217,0.181
"GOBERNADOR","Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.26,0.296,0.269,0.127
"GOBERNADOR","Carolina Piparo gobernadora y Francisco Oneto vicegobernador; por la Libertad Avanza",0.235,0.114,0.152,0.097
"GOBERNADOR","Gobernador y vicegobernador de la izquierda",0.03,0.091,0.07,0.095
"GOBERNADOR","En blanco",0.038,0.092,0.192,0.213
"GOBERNADOR","No sabe",0.005,0.05,0.1,0.287
"CORTA_GOBERNADOR","Si",0.13,0.295,0.368,0.235
"CORTA_GOBERNADOR","No",0.87,0.705,0.632,0.765
"P10_imputada","Unión por la Patria",0.407,0.522,0.339,0.207
"P10_imputada","Juntos por el Cambio",0.264,0.243,0.246,0.179
"P10_imputada","De los liberales libertarios",0.242,0.143,0.198,0.1
"P10_imputada","De la Izquierda",0.054,0.058,0.151,0.197
"P10_imputada","Hacemos por nuestro país",0.009,0.012,0.02,0.074
"P10_imputada","Otro",0.018,0.01,0.034,0.102
"P10_imputada","En blanco",0.006,0.012,0.012,0.141
"P20_imputada","Sergio Massa Presidente, Agustin Rossi Vicepresidente, Axel Kicillof gobernador y Veronica Magario vicegobernadora; por Union por la Patria",0.445,0.419,0.342,0.305
"P20_imputada","Patricia Bullrich Presidenta, Luis Petri Vicepresidente, Nestor Grindetti gobernador y Miguel Fernandez vicegobernador; por Juntos por el Cambio",0.261,0.265,0.264,0.26
