"clase","Todos","Hombres","Mujeres","16-29 años","30-49 años","50-64 años","65+ años","Hasta primario completo","Secundario completo/incompleto","Terciario completo/incompleto","Fernandez","Macri","Lavagna","GBA","Interior","Massa","Grabois","Bullrich","Rodriguez Larreta","Milei"
"Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.526,0.485,0.564,0.518,0.574,0.447,0.531,0.598,0.511,0.45,0.781,0.244,0.415,0.517,0.545,0.903,0.81,0.11,0.347,0.096
"Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.29,0.3,0.28,0.257,0.247,0.363,0.345,0.259,0.271,0.369,0.103,0.578,0.317,0.293,0.282,0.061,0.115,0.815,0.455,0.329
"En blanco",0.096,0.114,0.08,0.151,0.089,0.076,0.054,0.066,0.114,0.109,0.052,0.107,0.138,0.098,0.094,0.022,0.041,0.014,0.079,0.352
"No sabe",0.088,0.101,0.076,0.074,0.09,0.114,0.07,0.077,0.104,0.072,0.064,0.071,0.13,0.092,0.079,0.014,0.034,0.061,0.119,0.223
