"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P06","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.795,0.193,0.014,0.029
"P06","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.133,0.237,0.616,0.057
"P06","En blanco",0.013,0.168,0.263,0.286
"P06","Aun no tengo decidido mi voto",0.059,0.402,0.107,0.628
"P08","Totalmente seguro",0.645,0.222,0.646,0.057
"P08","Bastante seguro",0.215,0.23,0.116,0.073
"P08","Algo seguro",0.07,0.167,0.152,0.109
"P08","Para nada seguro",0.07,0.381,0.086,0.761
"P09","Tiene Decidido que va a ir a votar",0.954,0.664,0.867,0.677
"P09","Tiene dudas sobre si va a ir a  votar",0.031,0.229,0.035,0.23
"P09","Tiene Decidido que no va a ir a votar",0.015,0.107,0.098,0.093
"P11","Lo votaría",0.182,0.111,0.489,0.102
"P11","Puede que lo vote",0.031,0.349,0.132,0.106
"P11","Nunca lo votaría",0.752,0.363,0.369,0.107
"P11","No sabe",0.035,0.177,0.01,0.685
"P12","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.379,0.344,0.386,0.09
"P12","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.621,0.656,0.614,0.91
"P14","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.549,0.47,0.008,0.033
"P14","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.01,0.287,0.457,0.011
"P14","En blanco",0.441,0.243,0.535,0.956
