"var","categoria","Lo votaría","Puede que lo vote","Nunca lo votaría","No sabe"
"P07","Del Frente de Todos y el peronismo",0.383,0.28,0.163,0.09
"P07","De Cambiemos",0.314,0.299,0.442,0.22
"P07","De los Liberales libertarios",0.13,0.196,0.218,0.107
"P07","De la Izquierda",0.013,0.013,0.041,0.055
"P07","Otros",0.078,0.073,0.058,0.081
"P07","No sabe",0.082,0.139,0.078,0.447
"P08","A Alberto Fernández",0.162,0.16,0.141,0
"P08","A Sergio Massa",0.256,0.185,0.095,0.182
"P08","A algún candidato del peronismo",0.373,0.15,0.225,0.254
"P08","A algún candidato del kirchnerismo",0.209,0.505,0.539,0.564
"P09","A Alberto Fernández",0.142,0.079,0.087,0
"P09","A Sergio Massa",0.197,0.125,0.049,0.182
"P09","A algún candidato del peronismo",0.309,0.146,0.196,0.145
"P09","A Cristina Fernández de Kirchner",0.352,0.65,0.668,0.673
"P10","A Horacio Rodriguez Larreta",0.312,0.204,0.202,0
"P10","A Mauricio Macri",0.259,0.446,0.304,0.234
"P10","A Patricia Bullrich",0.303,0.263,0.417,0.61
"P10","A Facundo Manes",0.101,0.068,0.032,0.156
"P10","A Gerardo Morales",0.025,0.019,0.045,0
"P11","A Juntos por el Cambio",0.216,0.228,0.43,0.086
"P11","Al Frente de Todos",0.138,0.196,0.137,0.041
"P11","A Hacemos por Córdoba",0.497,0.238,0.102,0.142
"P11","A los liberales libertarios de Milei",0.053,0.131,0.166,0.128
"P11","A Encuentro Vecinal Córdoba",0.015,0.022,0.038,0.038
"P11","Al Frente de Izquierda",0.007,0.051,0.058,0.114
"P11","No sabe",0.074,0.134,0.069,0.451
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.738,0.656,0.625,0.319
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.077,0.24,0.333,0.503
"P12","No sabe",0.185,0.104,0.042,0.178
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.204,0.299,0.481,0.065
"P13","A Martín Llaryora por Hacemos por Córdoba",0.71,0.258,0.07,0.081
"P13","Al candidato del Frente de Todos",0.038,0.163,0.124,0.045
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.014,0.113,0.138,0.052
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.005,0.029,0.034,0.067
"P13","Al candidato del Frente de Izquierda",0,0.012,0.043,0.091
"P13","Votaría en blanco",0.008,0.028,0.044,0.104
"P13","No sabe",0.021,0.098,0.066,0.495
"P15","A Luis Juez por Juntos por el Cambio",0.192,0.283,0.477,0.147
"P15","A Martín Llaryora por Hacemos por Córdoba",0.715,0.299,0.1,0.079
"P15","Al candidato del Frente de Todos",0.037,0.154,0.122,0.019
"P15","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.018,0.106,0.14,0.069
"P15","A Aurelio García Elorrio por Encuentro Vecinal Córdoba",0.008,0.039,0.033,0.035
"P15","Al candidato del Frente de Izquierda",0.002,0.02,0.046,0.079
"P15","Votaría en blanco",0.005,0.029,0.026,0.076
"P15","No sabe",0.023,0.07,0.056,0.496
"P17","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.229,0.323,0.513,0.1
"P17","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.649,0.22,0.073,0.101
"P17","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.037,0.154,0.119,0
"P17","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.02,0.113,0.134,0.052
"P17","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.009,0.028,0.031,0.035
"P17","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.002,0.025,0.046,0.098
"P17","Votaría en blanco",0.012,0.043,0.023,0.077
"P17","No sabe",0.042,0.094,0.061,0.537
"P18","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.218,0.309,0.5,0.09
"P18","Martín Llaryora gobernador – Alejandra Vigo vicegobernadora por Hacemos por Córdoba",0.68,0.223,0.057,0.031
"P18","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.04,0.168,0.12,0.033
"P18","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.014,0.12,0.137,0.095
"P18","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.011,0.026,0.035,0.047
"P18","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.006,0.019,0.048,0.064
"P18","Votaría en blanco",0.011,0.036,0.038,0.109
"P18","No sabe",0.02,0.099,0.065,0.531
"P19","Luis Juez gobernador – Rodrigo De Loredo vicegobernador por Juntos por el Cambio",0.187,0.313,0.522,0.113
"P19","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdoba",0.684,0.247,0.053,0
"P19","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.026,0.152,0.126,0.042
"P19","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.027,0.12,0.144,0.109
"P19","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.012,0.023,0.031,0.047
"P19","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.009,0.009,0.045,0.065
"P19","Votaría en blanco",0.021,0.051,0.028,0.112
"P19","No sabe",0.034,0.085,0.051,0.512
"P20","Rodrigo De Loredo gobernador – Luis Juez vicegobernador por Juntos por el Cambio",0.192,0.332,0.487,0
"P20","Martín Llaryora gobernador – Natalia de la Sota vicegobernadora por Hacemos por Córdo-ba",0.71,0.246,0.052,0
"P20","A los candidatos  a gobernador y vicegobernador del Frente de Todos",0.019,0.141,0.123,0.054
"P20","A los candidatos de gobernador y vicegobernador de los liberales libertarios con el apoyo de Javier Milei",0.023,0.132,0.15,0.096
"P20","A los candidatos a gobernador y vicegobernador de Encuentro Vecinal Córdoba",0.007,0.022,0.031,0.108
"P20","A los candidatos a gobernador y vicegobernador del Frente de Izquierda",0.003,0.011,0.039,0.056
"P20","Votaría en blanco",0.019,0.034,0.049,0.131
"P20","No sabe",0.027,0.082,0.069,0.555
"P21","Lo votaría",0.331,0.197,0.358,0
"P21","Puede que lo vote",0.196,0.453,0.203,0
"P21","Nunca lo votaría",0.473,0.35,0.439,0
"P21","No sabe",0,0,0,1
"P23","Lo votaría",0.288,0.232,0.352,0
"P23","Puede que lo vote",0.145,0.329,0.174,0
"P23","Nunca lo votaría",0.556,0.426,0.465,0
"P23","No sabe",0.011,0.013,0.009,1
"P24","Lo votaría",0.138,0.163,0.098,0
"P24","Puede que lo vote",0.206,0.279,0.101,0
"P24","Nunca lo votaría",0.652,0.554,0.798,0
"P24","No sabe",0.004,0.004,0.003,1
"P25","Muy buena",0.194,0.15,0.306,0.478
"P25","Buena",0.177,0.22,0.176,0
"P25","Ni buena ni mala",0.374,0.354,0.261,0
"P25","Mala",0.119,0.083,0.108,0.065
"P25","Muy mala",0.086,0.151,0.117,0
"P25","No sabe",0.05,0.042,0.032,0.457
"P26","Muy buena",0.147,0.162,0.294,0.324
"P26","Buena",0.156,0.247,0.223,0.154
"P26","Ni buena ni mala",0.213,0.195,0.164,0
"P26","Mala",0.218,0.158,0.122,0.065
"P26","Muy mala",0.237,0.215,0.187,0
"P26","No sabe",0.029,0.023,0.01,0.457
"P27","Muy buena",0.537,0.15,0.07,0.239
"P27","Buena",0.226,0.359,0.087,0.305
"P27","Ni buena ni mala",0.114,0.367,0.309,0
"P27","Mala",0.052,0.074,0.288,0
"P27","Muy mala",0.054,0.034,0.226,0
"P27","No sabe",0.017,0.016,0.02,0.456
"P28","Muy buena",0.136,0.118,0.108,0.174
"P28","Buena",0.101,0.163,0.126,0.372
"P28","Ni buena ni mala",0.422,0.355,0.354,0
"P28","Mala",0.093,0.115,0.12,0
"P28","Muy mala",0.08,0.115,0.147,0
"P28","No sabe",0.168,0.134,0.145,0.454
"P29","Muy buena",0.102,0.065,0.038,0.22
"P29","Buena",0.16,0.135,0.064,0.261
"P29","Ni buena ni mala",0.192,0.171,0.139,0.065
"P29","Mala",0.181,0.218,0.158,0
"P29","Muy mala",0.327,0.377,0.562,0
"P29","No sabe",0.038,0.034,0.039,0.454
"P30","Muy buena",0.22,0.182,0.125,0.132
"P30","Buena",0.095,0.102,0.044,0.256
"P30","Ni buena ni mala",0.096,0.068,0.062,0.076
"P30","Mala",0.148,0.134,0.118,0
"P30","Muy mala",0.419,0.504,0.645,0
"P30","No sabe",0.022,0.01,0.006,0.536
"P31","Muy buena",0.172,0.147,0.244,0.131
"P31","Buena",0.13,0.172,0.187,0.257
"P31","Ni buena ni mala",0.157,0.174,0.137,0.076
"P31","Mala",0.209,0.136,0.123,0
"P31","Muy mala",0.309,0.363,0.306,0
"P31","No sabe",0.023,0.008,0.003,0.536
"P32","Muy buena",0.121,0.114,0.131,0.154
"P32","Buena",0.173,0.213,0.211,0.257
"P32","Ni buena ni mala",0.283,0.211,0.255,0.053
"P32","Mala",0.177,0.177,0.142,0
"P32","Muy mala",0.207,0.257,0.246,0
"P32","No sabe",0.039,0.028,0.015,0.536
"P33","Muy buena",0.123,0.07,0.04,0.154
"P33","Buena",0.203,0.152,0.095,0.257
"P33","Ni buena ni mala",0.219,0.229,0.137,0
"P33","Mala",0.172,0.206,0.189,0.052
"P33","Muy mala",0.255,0.307,0.527,0
"P33","No sabe",0.028,0.036,0.012,0.537
"P34","Muy buena",0.212,0.169,0.336,0.075
"P34","Buena",0.115,0.192,0.184,0.337
"P34","Ni buena ni mala",0.182,0.209,0.105,0
"P34","Mala",0.176,0.119,0.11,0
"P34","Muy mala",0.293,0.297,0.255,0.052
"P34","No sabe",0.022,0.014,0.01,0.536
