"var","categoria","Positiva","Neutra","Negativa","No sabe"
"P07","Del Frente de Todos y el peronismo",0.074,0.164,0.468,0.301
"P07","De Cambiemos",0.661,0.383,0.142,0.232
"P07","De los Liberales libertarios",0.143,0.233,0.207,0.146
"P07","De la Izquierda",0.007,0.019,0.048,0.025
"P07","Otros",0.047,0.082,0.065,0.112
"P07","No sabe",0.068,0.119,0.07,0.184
"P08","A Alberto Fernández",0.229,0.21,0.13,0.196
"P08","A Sergio Massa",0.25,0.235,0.143,0.344
"P08","A algún candidato del peronismo",0.489,0.429,0.199,0.413
"P08","A algún candidato del kirchnerismo",0.032,0.126,0.528,0.047
"P09","A Alberto Fernández",0.19,0.237,0.077,0.065
"P09","A Sergio Massa",0.159,0.235,0.089,0.234
"P09","A algún candidato del peronismo",0.522,0.296,0.167,0.349
"P09","A Cristina Fernández de Kirchner",0.129,0.232,0.667,0.352
"P10","A Horacio Rodriguez Larreta",0.299,0.105,0.138,0.556
"P10","A Mauricio Macri",0.313,0.416,0.225,0.237
"P10","A Patricia Bullrich",0.338,0.389,0.443,0.064
"P10","A Facundo Manes",0.03,0.055,0.123,0.108
"P10","A Gerardo Morales",0.02,0.035,0.071,0.035
"P11","A Juntos por el Cambio",0.542,0.352,0.129,0.26
"P11","Al Frente de Todos",0.092,0.079,0.252,0.098
"P11","A Hacemos por Córdoba",0.202,0.295,0.263,0.208
"P11","A los liberales libertarios de Milei",0.073,0.12,0.175,0.133
"P11","A Encuentro Vecinal Córdoba",0.019,0.037,0.033,0.013
"P11","Al Frente de Izquierda",0.012,0.028,0.071,0.011
"P11","No sabe",0.06,0.089,0.077,0.277
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.652,0.681,0.678,0.298
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.31,0.213,0.182,0.614
"P12","No sabe",0.038,0.106,0.14,0.088
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.592,0.4,0.165,0.199
"P13","A Martín Llaryora por Hacemos por Córdoba",0.233,0.33,0.313,0.482
"P13","Al candidato del Frente de Todos",0.027,0.043,0.231,0.029
"P13","Al candidato de los liberales libertarios con el apoyo de Javier Milei",0.052,0.089,0.132,0.13
"P13","A Aurelio Garcia Elorrio por Encuentro Vecinal Cordoba",0.024,0.032,0.024,0
"P13","Al candidato del Frente de Izquierda",0.005,0.01,0.053,0.006
"P13","Votaría en blanco",0.021,0.025,0.039,0.043
"P13","No sabe",0.046,0.071,0.043,0.111
"P15","A Luis Juez por Juntos por el Cambio",0.569,0.376,0.148,0.19
"P15","A Martín Llaryora por Hacemos por Córdoba",0.288,0.362,0.331,0.474
