"var","categoria","Muy buena","Buena","Ni buena ni mala","Mala","Muy mala","No sabe"
"P07","Del Frente de Todos y el peronismo",0.065,0.08,0.195,0.339,0.553,0.044
"P07","De Cambiemos",0.667,0.462,0.307,0.244,0.14,0.465
"P07","De los Liberales libertarios",0.21,0.313,0.174,0.172,0.127,0.07
"P07","De la Izquierda",0.007,0.02,0.021,0.022,0.054,0.036
"P07","Otros",0.025,0.045,0.128,0.118,0.054,0.144
"P07","No sabe",0.026,0.08,0.175,0.105,0.072,0.241
"P08","A Alberto Fernández",0.214,0.339,0.259,0.153,0.107,0
"P08","A Sergio Massa",0.296,0.244,0.153,0.21,0.135,1
"P08","A algún candidato del peronismo",0.35,0.304,0.426,0.372,0.19,0
"P08","A algún candidato del kirchnerismo",0.14,0.113,0.162,0.265,0.568,0
"P09","A Alberto Fernández",0.059,0.415,0.317,0.091,0.048,0
"P09","A Sergio Massa",0.234,0.059,0.079,0.225,0.093,0
"P09","A algún candidato del peronismo",0.408,0.358,0.343,0.232,0.161,0
"P09","A Cristina Fernández de Kirchner",0.299,0.168,0.261,0.452,0.698,1
"P10","A Horacio Rodriguez Larreta",0.139,0.233,0.351,0.344,0.3,0.605
"P10","A Mauricio Macri",0.286,0.326,0.379,0.31,0.341,0.15
"P10","A Patricia Bullrich",0.555,0.323,0.085,0.208,0.22,0.023
"P10","A Facundo Manes",0.011,0.059,0.14,0.081,0.078,0.222
"P10","A Gerardo Morales",0.009,0.059,0.045,0.057,0.061,0
"P11","A Juntos por el Cambio",0.617,0.399,0.192,0.18,0.133,0.357
"P11","Al Frente de Todos",0.058,0.079,0.086,0.182,0.318,0.019
"P11","A Hacemos por Córdoba",0.169,0.178,0.338,0.332,0.274,0.244
"P11","A los liberales libertarios de Milei",0.088,0.214,0.19,0.108,0.091,0.079
"P11","A Encuentro Vecinal Córdoba",0.018,0.034,0.029,0.068,0.022,0.012
"P11","Al Frente de Izquierda",0.005,0.037,0.029,0.038,0.081,0.01
"P11","No sabe",0.045,0.059,0.136,0.092,0.081,0.279
"P12","A Rodrigo De Loredo con el apoyo de Mauricio Macri, Patricia Bullrich, Martín Lousteau y el radicalismo",0.654,0.665,0.62,0.637,0.729,0.545
"P12","A Luis Juez con el apoyo de Horacio Rodríguez Larreta",0.307,0.276,0.226,0.166,0.171,0.392
"P12","No sabe",0.039,0.059,0.154,0.197,0.1,0.063
"P13","A Rodrigo De Loredo por Juntos por el Cambio",0.668,0.461,0.265,0.185,0.153,0.357
"P13","A Martín Llaryora por Hacemos por Córdoba",0.163,0.198,0.403,0.429,0.349,0.446
