"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.782,0.384,0.076,0.321
"P09","Diego Santilli",0.067,0.212,0.403,0.158
"P09","Facundo Manes",0.04,0.059,0.133,0.137
"P09","Florencio Randazzo",0.015,0.023,0.055,0.031
"P09","A la izquierda",0.01,0.033,0.017,0.033
"P09","Jose Luis Espert",0,0.024,0.132,0.078
"P09","Otros candidatos",0.071,0.122,0.1,0.155
"P09","Votaría en blanco o anularía",0.015,0.143,0.084,0.087
