"var","categoria","Mejor","Igual","Peor","No sabe"
"P09","Toloza Paz",0.829,0.315,0.102,0.356
"P09","Diego Santilli",0.035,0.279,0.363,0.18
"P09","Facundo Manes",0.02,0.075,0.156,0.084
"P09","Florencio Randazzo",0.046,0.012,0.06,0.03
"P09","A la izquierda",0.017,0.072,0.013,0.025
"P09","Jose Luis Espert",0.002,0.029,0.126,0.066
"P09","Otros candidatos",0.033,0.064,0.108,0.198
"P09","Votaría en blanco o anularía",0.018,0.154,0.072,0.061
