"var","categoria","Unión por la Patria","Juntos por el Cambio","De los Liberales libertarios","De la Izquierda","Hacemos por nuestro país","Otro","En blanco","No sabe"
"P05","Mucho",0.545,0.395,0.416,0.361,0.28,0.294,0.095,0.14
"P05","Bastante",0.255,0.313,0.279,0.272,0.207,0.208,0.131,0.175
"P05","Poco",0.124,0.181,0.15,0.154,0.169,0.288,0.19,0.256
"P05","Nada",0.075,0.091,0.126,0.213,0.344,0.172,0.382,0.309
"P05","No sabe",0.001,0.02,0.029,0,0,0.038,0.202,0.12
"P06","Siempre",0.306,0.266,0.228,0.381,0.64,0.313,0.134,0.133
"P06","Casi siempre",0.377,0.356,0.293,0.154,0.191,0.129,0.191,0.22
"P06","Casi nunca",0.259,0.288,0.276,0.367,0.169,0.359,0.303,0.286
"P06","Nunca, pero esta es una excepción",0.058,0.09,0.203,0.098,0,0.199,0.372,0.361
"P07","Tiene Decidido que va a ir a votar",0.834,0.817,0.8,0.666,0.847,0.766,0.606,0.704
"P07","Tiene dudas sobre si va a ir a  votar",0.128,0.137,0.12,0.039,0.153,0.16,0.113,0.145
"P07","Tiene Decidido que no va a ir a votar",0.038,0.046,0.08,0.295,0,0.074,0.281,0.151
"P12","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.578,0.103,0.117,0.204,0.102,0.232,0.177,0.181
"P12","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.164,0.066,0.085,0.17,0,0.164,0.033,0.049
"P12","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.096,0.452,0.149,0.008,0,0.061,0.063,0.055
"P12","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.054,0.179,0.062,0.049,0.34,0.07,0.019,0.033
"P12","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.02,0.101,0.027,0,0,0.034,0.091,0.011
"P12","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.046,0.078,0.539,0.276,0,0.205,0.084,0.122
"P12","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.001,0.002,0,0.158,0,0,0.141,0
"P12","Otro",0.011,0.012,0.011,0.048,0.404,0.1,0.094,0.232
"P12","En blanco",0.01,0,0,0,0.102,0,0.249,0.024
"P12","No sabe",0.02,0.007,0.01,0.087,0.052,0.134,0.049,0.293
"P15","Totalmente seguro",0.716,0.657,0.737,0.343,0.672,0.458,0.162,0.248
"P15","Bastante seguro",0.165,0.159,0.114,0.294,0.053,0.081,0.146,0.098
"P15","Algo seguro",0.061,0.093,0.119,0.044,0.068,0.205,0.205,0.167
"P15","Para nada seguro",0.058,0.091,0.03,0.319,0.207,0.256,0.487,0.487
"P16","La votaría",0.747,0.176,0.271,0.125,0.067,0.377,0.249,0.182
"P16","Puede que la vote",0.126,0.081,0.056,0.071,0.326,0.19,0.053,0.218
"P16","Nunca la votaría",0.105,0.686,0.638,0.565,0.607,0.31,0.304,0.244
"P16","No sabe",0.022,0.057,0.035,0.239,0,0.123,0.394,0.356
"P17","La votaría",0.354,0.077,0.153,0.072,0.064,0.12,0.137,0.061
"P17","Puede que la vote",0.251,0.063,0.047,0.165,0,0.273,0.075,0.149
"P17","Nunca la votaría",0.302,0.795,0.786,0.468,0.722,0.407,0.441,0.478
"P17","No sabe",0.093,0.065,0.014,0.295,0.214,0.2,0.347,0.312
"P18","La votaría",0.108,0.448,0.208,0.015,0,0.148,0.117,0.061
"P18","Puede que la vote",0.091,0.229,0.229,0.039,0.146,0.153,0.191,0.192
"P18","Nunca la votaría",0.761,0.281,0.518,0.738,0.636,0.464,0.546,0.514
"P18","No sabe",0.04,0.042,0.045,0.208,0.218,0.235,0.146,0.233
"P19","La votaría",0.098,0.38,0.148,0.046,0,0.2,0.091,0.032
"P19","Puede que la vote",0.071,0.33,0.175,0.095,0.427,0.103,0.163,0.149
"P19","Nunca la votaría",0.799,0.232,0.635,0.559,0.573,0.438,0.607,0.507
"P19","No sabe",0.032,0.058,0.042,0.3,0,0.259,0.139,0.312
"P20","La votaría",0.073,0.132,0.6,0.272,0.095,0.147,0.199,0.099
"P20","Puede que la vote",0.066,0.197,0.103,0.039,0.148,0.046,0.178,0.225
"P20","Nunca la votaría",0.812,0.597,0.289,0.51,0.538,0.675,0.409,0.415
"P20","No sabe",0.049,0.074,0.008,0.179,0.219,0.132,0.214,0.261
"P21","La votaría",0.052,0.151,0.181,0.207,0.096,0.107,0.146,0.023
"P21","Puede que la vote",0.09,0.221,0.095,0.02,0.113,0.088,0.146,0.135
"P21","Nunca la votaría",0.775,0.55,0.633,0.47,0.57,0.578,0.356,0.497
"P21","No sabe",0.083,0.078,0.091,0.303,0.221,0.227,0.352,0.345
"P22","Si",0.454,0.433,0.42,0.618,0.157,0.368,0.369,0.335
"P22","No",0.546,0.567,0.58,0.382,0.843,0.632,0.631,0.665
"PRESIDENTE","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.585,0.115,0.117,0.204,0.102,0.238,0.197,0.181
"PRESIDENTE","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.168,0.068,0.086,0.17,0,0.164,0.091,0.049
