"var","categoria","Siempre","Casi siempre","Casi nunca","Nunca, pero esta es una excepción"
"P05","Mucho",0.682,0.344,0.273,0.2
"P05","Bastante",0.167,0.421,0.249,0.105
"P05","Poco",0.061,0.154,0.294,0.174
"P05","Nada",0.065,0.069,0.144,0.42
"P05","No sabe",0.025,0.012,0.04,0.101
"P07","Tiene Decidido que va a ir a votar",0.933,0.795,0.736,0.673
"P07","Tiene dudas sobre si va a ir a  votar",0.038,0.191,0.121,0.17
"P07","Tiene Decidido que no va a ir a votar",0.029,0.014,0.143,0.157
"P09","Unión por la Patria",0.287,0.292,0.22,0.096
"P09","Juntos por el Cambio",0.363,0.401,0.357,0.217
"P09","De los Liberales libertarios",0.167,0.177,0.183,0.262
"P09","De la Izquierda",0.042,0.014,0.036,0.019
"P09","Hacemos por nuestro país",0.012,0.003,0.003,0
"P09","Otro",0.058,0.02,0.061,0.065
"P09","En blanco",0.022,0.026,0.045,0.107
"P09","No sabe",0.049,0.067,0.095,0.234
"P12","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.239,0.272,0.233,0.188
"P12","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.101,0.116,0.09,0.066
"P12","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.225,0.27,0.219,0.122
"P12","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.107,0.113,0.1,0.049
"P12","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.068,0.054,0.049,0.021
"P12","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.155,0.12,0.196,0.28
"P12","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.005,0.003,0.014,0.031
"P12","Otro",0.06,0.025,0.031,0.072
"P12","En blanco",0.002,0.016,0.016,0.032
"P12","No sabe",0.038,0.011,0.052,0.139
"P15","Totalmente seguro",0.717,0.61,0.579,0.499
"P15","Bastante seguro",0.116,0.201,0.151,0.058
"P15","Algo seguro",0.065,0.1,0.12,0.161
"P15","Para nada seguro",0.102,0.089,0.15,0.282
"P16","La votaría",0.443,0.375,0.301,0.181
"P16","Puede que la vote",0.096,0.086,0.129,0.115
"P16","Nunca la votaría",0.401,0.483,0.474,0.477
"P16","No sabe",0.06,0.056,0.096,0.227
"P17","La votaría",0.22,0.162,0.137,0.126
"P17","Puede que la vote",0.131,0.136,0.119,0.116
"P17","Nunca la votaría",0.594,0.621,0.619,0.538
"P17","No sabe",0.055,0.081,0.125,0.22
"P18","La votaría",0.308,0.237,0.242,0.143
"P18","Puede que la vote",0.144,0.185,0.188,0.225
"P18","Nunca la votaría",0.51,0.521,0.469,0.501
"P18","No sabe",0.038,0.057,0.101,0.131
"P19","La votaría",0.246,0.206,0.19,0.154
"P19","Puede que la vote",0.168,0.203,0.222,0.185
"P19","Nunca la votaría",0.539,0.519,0.481,0.513
"P19","No sabe",0.047,0.072,0.107,0.148
"P20","La votaría",0.216,0.154,0.233,0.335
"P20","Puede que la vote",0.115,0.148,0.147,0.11
"P20","Nunca la votaría",0.627,0.616,0.516,0.464
"P20","No sabe",0.042,0.082,0.104,0.091
"P21","La votaría",0.17,0.094,0.115,0.101
"P21","Puede que la vote",0.105,0.161,0.146,0.148
"P21","Nunca la votaría",0.648,0.638,0.584,0.551
"P21","No sabe",0.077,0.107,0.155,0.2
"P22","Si",0.572,0.453,0.298,0.336
"P22","No",0.428,0.547,0.702,0.664
"PRESIDENTE","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.252,0.277,0.239,0.191
"PRESIDENTE","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.105,0.122,0.094,0.066
"PRESIDENTE","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.258,0.29,0.244,0.129
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.119,0.128,0.104,0.052
"PRESIDENTE","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.161,0.128,0.205,0.288
"PRESIDENTE","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0.005,0.003,0.014,0.031
"PRESIDENTE","Otro",0.06,0.025,0.031,0.072
"PRESIDENTE","En blanco",0.002,0.016,0.016,0.032
"PRESIDENTE","No sabe",0.038,0.011,0.053,0.139
