"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P05","Mucho",0.535,0.424,0.394,0.203
"P05","Bastante",0.243,0.25,0.296,0.205
"P05","Poco",0.133,0.175,0.155,0.292
"P05","Nada",0.08,0.148,0.133,0.158
"P05","No sabe",0.009,0.003,0.022,0.142
"P06","Siempre",0.348,0.27,0.259,0.138
"P06","Casi siempre",0.32,0.349,0.337,0.252
"P06","Casi nunca",0.23,0.258,0.284,0.329
"P06","Nunca, pero esta es una excepción",0.102,0.123,0.12,0.281
"P07","Tiene Decidido que va a ir a votar",0.86,0.751,0.796,0.764
"P07","Tiene dudas sobre si va a ir a  votar",0.089,0.199,0.118,0.134
"P07","Tiene Decidido que no va a ir a votar",0.051,0.05,0.086,0.102
"P09","Unión por la Patria",0.545,0.504,0.128,0.225
"P09","Juntos por el Cambio",0.167,0.176,0.471,0.22
"P09","De los Liberales libertarios",0.18,0.072,0.253,0.026
"P09","De la Izquierda",0.011,0.034,0.02,0.073
"P09","Hacemos por nuestro país",0.002,0,0.006,0.011
"P09","Otro",0.034,0.101,0.032,0.089
"P09","En blanco",0.033,0.023,0.029,0.13
"P09","No sabe",0.028,0.09,0.061,0.226
"P12","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.525,0.442,0.125,0.301
"P12","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.274,0.186,0.041,0.075
"P12","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.054,0.043,0.329,0.126
"P12","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.027,0.038,0.143,0.04
"P12","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.008,0.063,0.06,0.047
"P12","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.079,0.076,0.221,0.119
"P12","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.002,0.018,0.013,0.002
"P12","Otro",0.015,0.049,0.025,0.095
"P12","En blanco",0.005,0.029,0.009,0.037
"P12","No sabe",0.011,0.056,0.034,0.158
"P15","Totalmente seguro",0.703,0.503,0.663,0.374
"P15","Bastante seguro",0.213,0.174,0.135,0.088
"P15","Algo seguro",0.046,0.154,0.1,0.156
"P15","Para nada seguro",0.038,0.169,0.102,0.382
"P16","La votaría",0.769,0.535,0.208,0.287
"P16","Puede que la vote",0.11,0.325,0.059,0.111
"P16","Nunca la votaría",0.067,0.111,0.695,0.127
"P16","No sabe",0.054,0.029,0.038,0.475
"P18","La votaría",0.262,0.045,0.308,0.083
"P18","Puede que la vote",0.048,0.293,0.211,0.076
"P18","Nunca la votaría",0.661,0.635,0.445,0.407
"P18","No sabe",0.029,0.027,0.036,0.434
"P19","La votaría",0.148,0.105,0.258,0.109
"P19","Puede que la vote",0.073,0.174,0.25,0.11
"P19","Nunca la votaría",0.763,0.629,0.444,0.368
"P19","No sabe",0.016,0.092,0.048,0.413
"P20","La votaría",0.139,0.082,0.283,0.088
"P20","Puede que la vote",0.039,0.164,0.162,0.079
"P20","Nunca la votaría",0.791,0.67,0.507,0.473
"P20","No sabe",0.031,0.084,0.048,0.36
"P21","La votaría",0.131,0.076,0.135,0.071
"P21","Puede que la vote",0.059,0.169,0.165,0.085
"P21","Nunca la votaría",0.75,0.648,0.614,0.337
"P21","No sabe",0.06,0.107,0.086,0.507
"P22","Si",0.474,0.455,0.43,0.289
"P22","No",0.526,0.545,0.57,0.711
"PRESIDENTE","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.525,0.455,0.128,0.306
"PRESIDENTE","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.282,0.192,0.042,0.098
"PRESIDENTE","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.054,0.076,0.359,0.14
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.027,0.049,0.158,0.04
"PRESIDENTE","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.079,0.076,0.232,0.124
"PRESIDENTE","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0.002,0.018,0.013,0.002
"PRESIDENTE","Otro",0.015,0.049,0.025,0.095
"PRESIDENTE","En blanco",0.005,0.029,0.009,0.037
"PRESIDENTE","No sabe",0.011,0.056,0.034,0.158
