"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P12_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.07,0.105,0.38,0.137
"P12_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.044,0.048,0.126,0.112
"P12_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.181,0.419,0.212,0.233
"P12_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.081,0.126,0.109,0.099
"P12_imputada","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.05,0.059,0.051,0.067
"P12_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.554,0.154,0.057,0.118
"P12_imputada","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.002,0.002,0.013,0.004
"P12_imputada","Otro",0.018,0.071,0.043,0.156
"P12_imputada","En blanco",0,0.016,0.009,0.074
"PRESIDENTE_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.072,0.123,0.385,0.137
"PRESIDENTE_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.044,0.048,0.133,0.14
"PRESIDENTE_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.196,0.449,0.235,0.252
"PRESIDENTE_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.087,0.137,0.122,0.108
"PRESIDENTE_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.581,0.154,0.06,0.129
"PRESIDENTE_imputada","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0.002,0.002,0.013,0.004
"PRESIDENTE_imputada","Otro",0.018,0.071,0.043,0.156
"PRESIDENTE_imputada","En blanco",0,0.016,0.009,0.074
