"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P05","Mucho",0.506,0.286,0.151,0.203
"P05","Bastante",0.251,0.447,0.249,0.162
"P05","Poco",0.139,0.176,0.275,0.254
"P05","Nada",0.079,0.067,0.265,0.33
"P05","No sabe",0.025,0.024,0.06,0.051
"P06","Siempre",0.307,0.21,0.162,0.198
"P06","Casi siempre",0.32,0.445,0.309,0.212
"P06","Casi nunca",0.264,0.291,0.323,0.311
"P06","Nunca, pero esta es una excepción",0.109,0.054,0.206,0.279
"P07","Tiene Decidido que va a ir a votar",0.848,0.77,0.706,0.663
"P07","Tiene dudas sobre si va a ir a  votar",0.096,0.148,0.205,0.172
"P07","Tiene Decidido que no va a ir a votar",0.056,0.082,0.089,0.165
"P09","Unión por la Patria",0.287,0.28,0.142,0.106
"P09","Juntos por el Cambio",0.382,0.391,0.318,0.241
"P09","De los Liberales libertarios",0.231,0.15,0.22,0.043
"P09","De la Izquierda",0.015,0.053,0.011,0.062
"P09","Hacemos por nuestro país",0.005,0.002,0.003,0.008
"P09","Otro",0.034,0.026,0.091,0.087
"P09","En blanco",0.01,0.038,0.074,0.136
"P09","No sabe",0.036,0.06,0.141,0.317
"P12","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.279,0.307,0.155,0.088
"P12","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.083,0.114,0.12,0.137
"P12","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.237,0.222,0.272,0.129
"P12","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.095,0.168,0.076,0.053
"P12","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.051,0.048,0.056,0.059
"P12","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.203,0.11,0.185,0.103
"P12","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.007,0.006,0.007,0.032
"P12","Otro",0.025,0.01,0.074,0.105
"P12","En blanco",0.003,0,0,0.08
"P12","No sabe",0.017,0.015,0.055,0.214
"P16","La votaría",0.443,0.296,0.17,0.086
"P16","Puede que la vote",0.036,0.286,0.212,0.142
"P16","Nunca la votaría",0.486,0.379,0.454,0.417
"P16","No sabe",0.035,0.039,0.164,0.355
"P17","La votaría",0.188,0.238,0.074,0.048
"P17","Puede que la vote",0.103,0.15,0.188,0.167
"P17","Nunca la votaría",0.645,0.549,0.579,0.475
"P17","No sabe",0.064,0.063,0.159,0.31
"P18","La votaría",0.283,0.214,0.2,0.13
"P18","Puede que la vote",0.157,0.201,0.346,0.134
"P18","Nunca la votaría",0.521,0.51,0.386,0.49
"P18","No sabe",0.039,0.075,0.068,0.246
"P19","La votaría",0.198,0.241,0.281,0.134
"P19","Puede que la vote",0.184,0.232,0.245,0.178
"P19","Nunca la votaría",0.583,0.468,0.327,0.38
"P19","No sabe",0.035,0.059,0.147,0.308
"P20","La votaría",0.259,0.157,0.199,0.081
"P20","Puede que la vote",0.113,0.174,0.203,0.131
"P20","Nunca la votaría",0.601,0.573,0.449,0.526
"P20","No sabe",0.027,0.096,0.149,0.262
"P21","La votaría",0.129,0.086,0.162,0.088
"P21","Puede que la vote",0.132,0.177,0.146,0.134
"P21","Nunca la votaría",0.658,0.605,0.543,0.467
"P21","No sabe",0.081,0.132,0.149,0.311
"P22","Si",0.432,0.44,0.419,0.393
"P22","No",0.568,0.56,0.581,0.607
"PRESIDENTE","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.283,0.327,0.165,0.091
"PRESIDENTE","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.085,0.118,0.139,0.138
"PRESIDENTE","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.259,0.24,0.295,0.164
"PRESIDENTE","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.107,0.174,0.079,0.061
"PRESIDENTE","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.214,0.11,0.185,0.115
"PRESIDENTE","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0.007,0.006,0.008,0.032
"PRESIDENTE","Otro",0.025,0.01,0.074,0.105
"PRESIDENTE","En blanco",0.003,0,0,0.08
"PRESIDENTE","No sabe",0.017,0.015,0.055,0.214
