"var","categoria","La votaría","Puede que la vote","Nunca la votaría","No sabe"
"P12_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora a  por Unión por la Patria",0.536,0.449,0.129,0.326
"P12_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta, Adán Bahl a gobernador y Claudia Monjo a vicegobernadora por Unión por la Patria",0.263,0.187,0.042,0.073
"P12_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.054,0.043,0.337,0.156
"P12_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente, Rogelio Frigerio a gobernador y Alicia Aluani a vicegobernadora por Juntos por el Cambio",0.023,0.037,0.141,0.082
"P12_imputada","Pedro Galimberti a gobernador y Ana D´Angelo a vicegobernadora por Juntos por el Cambio",0.008,0.063,0.064,0.042
"P12_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta, Arturo Etchevere a gobernador y Mayda Spizzi a vicegobernadora por la Libertad Avanza",0.073,0.099,0.23,0.14
"P12_imputada","A los candidatos a presidente, vicepresidente, gobernador y vicegobernador  del Frente de Izquierda",0.003,0.016,0.013,0.003
"P12_imputada","Otro",0.022,0.079,0.035,0.144
"P12_imputada","En blanco",0.018,0.027,0.009,0.034
"PRESIDENTE_imputada","Sergio Massa a presidente, Agustín Rossi a vicepresidente por Unión por la Patria",0.536,0.472,0.133,0.332
"PRESIDENTE_imputada","Juan Grabois a presidente, Paula Abal Medina a vicepresidenta por Unión por la Patria",0.271,0.192,0.045,0.091
"PRESIDENTE_imputada","Patricia Bullrich a presidenta, Luis Petri a vicepresidente por Juntos por el Cambio",0.054,0.065,0.365,0.168
"PRESIDENTE_imputada","Horacio Rodríguez Larreta a presidente, Gerardo Morales a vicepresidente por Juntos por el Cambio",0.023,0.05,0.157,0.082
"PRESIDENTE_imputada","Javier Milei a presidente, Victoria Villarruel a vicepresidenta por la Libertad Avanza",0.073,0.099,0.243,0.146
"PRESIDENTE_imputada","A los candidatos a presidente, vicepresidente del Frente de Izquierda",0.003,0.016,0.013,0.003
"PRESIDENTE_imputada","Otro",0.022,0.079,0.035,0.144
"PRESIDENTE_imputada","En blanco",0.018,0.027,0.009,0.034
