"var","categoria","Totalmente seguro","Bastante seguro","Algo seguro","Para nada seguro"
"P42","Puede que lo vote",0.164,0.161,0.294,0.101
"P42","Nunca lo votaría",0.589,0.64,0.515,0.301
"P42","No sabe",0.031,0.045,0.01,0.125
"P43","Lo votaría",0.105,0.06,0.045,0.159
"P43","Puede que lo vote",0.186,0.318,0.224,0.141
"P43","Nunca lo votaría",0.676,0.602,0.676,0.519
"P43","No sabe",0.033,0.02,0.055,0.181
"P44","Lo votaría",0.063,0.007,0.006,0.012
"P44","Puede que lo vote",0.134,0.191,0.288,0.075
"P44","Nunca lo votaría",0.73,0.721,0.6,0.731
"P44","No sabe",0.073,0.081,0.106,0.182
"P52","Si",0.49,0.532,0.498,0.452
"P52","No",0.51,0.468,0.502,0.548
