"var","categoria","La seguridad","El tránsito","El arreglo de las calles","El estado de las escuelas y la educación","El sistema de salud","El deporte y la cultura","La obra pública","La luminaria","No sabe"
"P14","Buena",0.021,0.181,0.044,0,0.011,0,0,0.022,0.011
"P14","Ni buena ni mala",0.424,0.33,0.445,0.204,0.334,0.405,0.215,0.087,0.347
"P14","Mala",0.053,0.02,0.059,0.321,0.018,0,0.023,0.114,0.057
"P14","Muy mala",0.084,0.018,0.09,0.114,0.15,0,0,0.15,0.174
"P14","No sabe",0.405,0.395,0.353,0.355,0.412,0.595,0.762,0.618,0.411
"P15","La seguridad",0.07,0.056,0.085,0,0.087,0.291,0,0,0.051
"P15","El tránsito",0.012,0,0.051,0.016,0.014,0,0.015,0.022,0.022
"P15","El arreglo de las calles",0.17,0.37,0.118,0.302,0.096,0.331,0.247,0.383,0.098
"P15","El estado de las escuelas y la educación",0.027,0.053,0.102,0.171,0.023,0,0,0.014,0.019
"P15","El sistema de salud",0.062,0.209,0.096,0.065,0.072,0,0,0.13,0.023
"P15","El deporte y la cultura",0.136,0.025,0.101,0.023,0.261,0.238,0,0.327,0.043
"P15","La obra pública",0.039,0.186,0.091,0.01,0.107,0,0.276,0.013,0.036
"P15","La luminaria",0.081,0.016,0.126,0.01,0.083,0.011,0.014,0.055,0.037
"P15","No sabe",0.403,0.085,0.23,0.403,0.257,0.129,0.448,0.056,0.671
"P17","Agua corriente y cloacas",0.579,0.529,0.489,0.319,0.509,0.789,0.585,0.139,0.422
"P17","Energía eléctrica",0.108,0.095,0.116,0.185,0.049,0.028,0.016,0.058,0.136
"P17","Red de gas natural",0.084,0,0.166,0.127,0.088,0.016,0.378,0.402,0.117
"P17","Recolección de residuos",0.133,0.069,0.133,0.326,0.206,0.156,0.021,0.061,0.128
"P17","Ninguno",0.096,0.307,0.096,0.043,0.148,0.011,0,0.34,0.197
"P18","Los robos",0.586,0.314,0.481,0.345,0.522,0.733,0.52,0.277,0.447
"P18","El narcotráfico",0.13,0.217,0.2,0.021,0.145,0.012,0.035,0.197,0.257
"P18","La ausencia de patrulleros y personal policial",0.204,0.083,0.257,0.254,0.189,0.22,0.445,0.375,0.102
"P18","Otro",0.064,0.198,0.058,0.38,0.127,0.024,0,0.1,0.107
"P18","Ninguno",0.016,0.188,0.004,0,0.017,0.011,0,0.051,0.087
"P19","Muy buena",0.093,0.098,0.119,0.047,0.007,0.399,0.122,0.026,0.084
"P19","Buena",0.103,0.214,0.203,0.169,0.055,0.01,0.033,0.125,0.084
"P19","Ni buena ni mala",0.396,0.303,0.325,0.338,0.371,0.062,0.249,0.519,0.436
"P19","Mala",0.224,0.044,0.173,0.234,0.273,0.149,0.382,0.058,0.099
"P19","Muy mala",0.113,0.269,0.128,0.13,0.243,0.037,0.106,0.156,0.243
"P19","No sabe",0.071,0.072,0.052,0.082,0.051,0.343,0.108,0.116,0.054
"P20","Muy buena",0.044,0.094,0.034,0.172,0.045,0.393,0.122,0.117,0.087
"P20","Buena",0.133,0.252,0.167,0.069,0.156,0.02,0.192,0.032,0.089
"P20","Ni buena ni mala",0.428,0.562,0.424,0.186,0.269,0.154,0.441,0.265,0.338
"P20","Mala",0.215,0.018,0.173,0.33,0.304,0.108,0.139,0.036,0.101
"P20","Muy mala",0.132,0.074,0.143,0.138,0.226,0.021,0.106,0.437,0.229
"P20","No sabe",0.048,0,0.059,0.105,0,0.304,0,0.113,0.156
"P21","Al candidato del Frente de Todos",0.267,0.452,0.381,0.232,0.414,0.795,0.296,0.447,0.361
"P21","Al candidato de Juntos por el Cambio",0.278,0.27,0.21,0.424,0.254,0.021,0.146,0.359,0.275
"P21","Al candidato de la Izquierda",0.045,0.026,0.119,0.095,0.088,0.043,0.091,0.011,0.039
"P21","A otro candidato",0.18,0.051,0.194,0.127,0.139,0.031,0.42,0.12,0.053
"P21","No sabe",0.23,0.201,0.096,0.122,0.105,0.11,0.047,0.063,0.272
"P22","A Gustavo Menéndez",0.49,0.8,0.643,0.043,0.088,0.724,0.49,0.449,0.49
"P22","A Karina Menéndez",0.239,0.089,0.127,0.253,0.329,0.225,0,0.48,0.29
"P22","A Florencia Lizaraso",0.16,0.111,0.121,0.055,0.251,0,0,0.027,0.061
"P22","A Raúl Otahacé",0.023,0,0.013,0.649,0.092,0,0.51,0,0.031
"P22","No sabe",0.088,0,0.096,0,0.24,0.051,0,0.044,0.128
"P23","Frente de Todos y el peronismo",0.323,0.498,0.546,0.394,0.483,0.819,0.684,0.369,0.347
"P23","Cambiemos",0.275,0.447,0.135,0.26,0.207,0.009,0.177,0.399,0.265
"P23","Liberales",0.171,0.017,0.165,0.184,0.112,0.028,0.023,0.149,0.061
"P23","Izquierda",0.064,0,0.007,0.134,0.029,0,0,0.026,0.104
"P23","No sabe",0.167,0.038,0.147,0.028,0.169,0.144,0.116,0.057,0.223
"P25","A Alberto Fernández",0.154,0.557,0.226,0.049,0.131,0.852,0.178,0.327,0.036
"P25","A Sergio Massa",0.259,0.292,0.322,0.394,0.229,0,0,0.086,0.149
"P25","A algún candidato del peronismo",0.151,0.01,0.096,0.028,0.003,0.054,0.822,0,0.089
"P25","A algún candidato del kirchnerismo",0.436,0.141,0.356,0.529,0.637,0.094,0,0.587,0.726
"P26","A Alberto Fernández",0.121,0.539,0.179,0.051,0.096,0.836,0,0.054,0.024
"P26","A Sergio Massa",0.159,0.09,0.334,0.319,0.046,0,0,0.313,0.415
"P26","A algún candidato del peronismo",0.115,0.213,0.071,0.038,0.158,0.06,0.822,0,0.029
"P26","A Cristina Fernández de Kirchner",0.605,0.158,0.416,0.592,0.7,0.104,0.178,0.633,0.532
"P27","A Horacio Rodriguez Larreta",0.261,0.386,0.317,0.369,0.115,1,0.337,0.896,0.575
"P27","A Mauricio Macri",0.287,0.502,0.287,0.561,0.699,0,0.271,0.104,0.016
"P27","A Patricia Bullrich",0.336,0.112,0.386,0.07,0.121,0,0.392,0,0.343
"P27","A Facundo Manes",0.109,0,0.01,0,0,0,0,0,0.066
"P27","A Martín Lousteau",0.007,0,0,0,0.065,0,0,0,0
"P28","Seguro lo votaria",0.065,0.078,0.115,0.505,0.195,0,0.155,0.895,0.027
"P28","Quizás lo votaría",0.315,0.035,0.205,0.442,0.434,1,0.502,0.039,0.129
"P28","Nunca lo votaría",0.62,0.887,0.68,0.053,0.371,0,0.343,0.066,0.844
"P29","Muy buena",0.109,0.081,0.104,0.154,0.144,0.804,0.316,0.032,0.126
"P29","Buena",0.12,0.376,0.218,0.134,0.219,0,0,0.266,0.164
"P29","Ni buena ni mala",0.2,0.148,0.246,0.207,0.189,0.126,0.118,0.155,0.201
"P29","Mala",0.106,0.248,0.121,0.235,0.08,0.054,0.398,0.039,0.196
"P29","Muy mala",0.46,0.127,0.31,0.264,0.343,0.016,0.141,0.508,0.307
"P29","No sabe",0.005,0.02,0.001,0.006,0.025,0,0.027,0,0.006
"P30","Muy buena",0.112,0.018,0.152,0.167,0.1,0.367,0.204,0.353,0.089
"P30","Buena",0.165,0.007,0.045,0.17,0.052,0.037,0.068,0.176,0.049
"P30","Ni buena ni mala",0.174,0.214,0.159,0.073,0.12,0,0,0,0.283
"P30","Mala",0.219,0.328,0.167,0.355,0.326,0.011,0.111,0.044,0.246
"P30","Muy mala",0.329,0.245,0.398,0.21,0.402,0.585,0.617,0.412,0.316
"P30","No sabe",0.001,0.188,0.079,0.025,0,0,0,0.015,0.017
"P31","Muy buena",0.254,0.334,0.379,0.211,0.438,0.921,0.401,0.168,0.24
"P31","Buena",0.1,0.299,0.079,0.185,0.027,0.017,0.085,0.223,0.072
"P31","Ni buena ni mala",0.105,0.02,0.18,0.011,0.123,0.011,0,0.053,0.12
"P31","Mala",0.057,0.009,0.059,0.186,0.109,0.013,0.305,0,0.19
"P31","Muy mala",0.477,0.338,0.279,0.358,0.303,0.038,0.182,0.541,0.361
"P31","No sabe",0.007,0,0.024,0.049,0,0,0.027,0.015,0.017
"P32","Muy buena",0.15,0.201,0.127,0.077,0.136,0.376,0.068,0.456,0.183
"P32","Buena",0.171,0.008,0.158,0.286,0.051,0.348,0.045,0.05,0.104
"P32","Ni buena ni mala",0.217,0.273,0.223,0.286,0.219,0.128,0.203,0.054,0.284
"P32","Mala",0.161,0.128,0.23,0.188,0.208,0.102,0.39,0,0.112
"P32","Muy mala",0.286,0.384,0.253,0.163,0.362,0.046,0.294,0.44,0.296
"P32","No sabe",0.015,0.006,0.009,0,0.024,0,0,0,0.021
"P33","Muy buena",0.081,0.276,0.122,0.159,0.097,0.702,0.165,0.199,0.068
"P33","Buena",0.149,0.059,0.192,0.13,0.246,0.011,0.026,0.01,0.203
"P33","Ni buena ni mala",0.251,0.31,0.358,0.32,0.297,0.095,0.166,0.233,0.243
"P33","Mala",0.124,0.271,0.13,0.063,0.158,0.013,0.421,0.077,0.247
"P33","Muy mala",0.38,0.084,0.198,0.328,0.19,0.063,0.222,0.481,0.236
"P33","No sabe",0.015,0,0,0,0.012,0.116,0,0,0.003
"P34","Muy buena",0.203,0.029,0.187,0.244,0.157,0.372,0.133,0.054,0.15
"P34","Buena",0.176,0.088,0.115,0.257,0.064,0.032,0.009,0.466,0.136
"P34","Ni buena ni mala",0.171,0.244,0.143,0.094,0.149,0.015,0.178,0.038,0.158
"P34","Mala",0.138,0.172,0.234,0.13,0.244,0,0.084,0.016,0.105
"P34","Muy mala",0.304,0.231,0.315,0.193,0.325,0.581,0.596,0.426,0.448
"P34","No sabe",0.008,0.236,0.006,0.082,0.061,0,0,0,0.003
"P35","Muy buena",0.203,0.087,0.095,0.178,0.082,0.366,0.14,0.125,0.154
"P35","Buena",0.118,0.247,0.092,0.175,0.145,0.028,0.031,0.015,0.137
"P35","Ni buena ni mala",0.208,0.048,0.283,0.299,0.107,0,0.141,0.261,0.154
"P35","Mala",0.125,0.14,0.152,0.042,0.192,0.02,0.1,0.04,0.24
"P35","Muy mala",0.327,0.478,0.304,0.203,0.358,0.143,0.588,0.149,0.273
"P35","No sabe",0.019,0,0.074,0.103,0.116,0.443,0,0.41,0.042
