"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P10","Unión por la Patria",0.356,0.62,0.106,0.317,0.322,0.505,0.182,1,0.48,0.399
"P10","Juntos por el Cambio",0.354,0.11,0.583,0.354,0.678,0.189,0.424,0,0.301,0.078
"P10","De los liberales libertarios",0.146,0.083,0.207,0.136,0,0.185,0.394,0,0.03,0
"P10","De la Izquierda",0.017,0.091,0.026,0.114,0,0.045,0,0,0.073,0.229
"P10","Hacemos por nuestro país",0.07,0,0.027,0.029,0,0,0,0,0.055,0
"P10","Otro",0.02,0.086,0.007,0,0,0,0,0,0,0.294
"P10","En blanco",0.032,0.01,0.007,0.05,0,0.021,0,0,0,0
"P10","No sabe",0.005,0,0.037,0,0,0.055,0,0,0.061,0
"P13","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.388,0.651,0.09,0.293,0.322,0.385,0.182,1,0.535,0.705
"P13","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.325,0.243,0.575,0.372,0.678,0.172,0.424,0,0.155,0
"P13","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.187,0.096,0.287,0.087,0,0.321,0.394,0,0.226,0
"P13","Los candidatos a presidente y vicepresidente de la izquierda",0.038,0,0.011,0.169,0,0.045,0,0,0.023,0
"P13","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.02,0,0.026,0.029,0,0,0,0,0.061,0.295
"P13","En blanco",0.031,0.01,0.002,0.05,0,0.021,0,0,0,0
"P13","No sabe",0.011,0,0.009,0,0,0.056,0,0,0,0
"P16","Union por la Patria",0.354,0.368,0.174,0.343,0.331,0.551,0.184,0.497,0.511,0.449
"P16","Cambiemos",0.408,0.398,0.57,0.323,0.669,0.179,0.414,0.503,0.342,0.229
"P16","Liberales",0.102,0.224,0.207,0.108,0,0.162,0.402,0,0.084,0
"P16","Izquierda",0.038,0,0.038,0.197,0,0.108,0,0,0.058,0
"P16","No sabe",0.098,0.01,0.011,0.029,0,0,0,0,0.005,0.322
"P17","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.406,0.445,0.148,0.241,0.331,0.352,0.184,1,0.538,0.678
"P17","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.345,0.373,0.603,0.454,0,0.216,0.402,0,0.299,0
"P17","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.11,0.034,0.143,0.075,0,0.387,0.414,0,0.032,0
"P17","La candidata a Jefe de Gobierno de la izquierda",0.038,0.051,0.021,0.092,0,0.045,0,0,0.126,0
"P17","En blanco",0.04,0.011,0.032,0.138,0,0,0,0,0,0
"P17","No sabe",0.061,0.086,0.053,0,0.669,0,0,0,0.005,0.322
"P26","Totalmente seguro",0.73,0.567,0.675,0.694,0.322,0.676,0.576,0.659,0.93,0.477
"P26","Bastante seguro",0.125,0.221,0.134,0.231,0.678,0.017,0.424,0,0.064,0
"P26","Algo seguro",0.072,0.192,0.106,0.075,0,0.288,0,0.341,0,0.523
"P26","Para nada seguro",0.073,0.02,0.085,0,0,0.019,0,0,0.006,0
"P27","Tiene Decidido que va a ir a votar",0.937,0.916,0.969,0.966,0.322,0.883,0.576,1,0.894,1
"P27","Tiene dudas sobre si va a ir a  votar",0.053,0.084,0.023,0.017,0,0.072,0.424,0,0.021,0
"P27","Tiene Decidido que no va a ir a votar",0.01,0,0.008,0.017,0.678,0.045,0,0,0.085,0
"P28","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.434,0.88,0.127,0.402,0.322,0.751,0.182,1,0.614,0.627
"P28","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.406,0.078,0.617,0.404,0.678,0.228,0.818,0,0.371,0.078
"P28","En blanco",0.063,0,0.186,0.137,0,0.021,0,0,0,0
"P28","No sabe",0.097,0.042,0.07,0.057,0,0,0,0,0.015,0.295
"P29","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.445,0.422,0.656,0.494,0.678,0.505,1,0,0.367,0.627
"P29","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.254,0.102,0.266,0.2,0,0.15,0,0,0.05,0.078
"P29","En blanco",0.178,0.172,0.065,0.222,0,0.208,0,0.679,0.473,0
"P29","No sabe",0.123,0.304,0.013,0.084,0.322,0.137,0,0.321,0.11,0.295
"P30","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.478,0.739,0.141,0.408,0.322,0.602,0.182,1,0.589,0.628
"P30","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por La Libertad Avanza",0.244,0.065,0.439,0.16,0,0.263,0.818,0,0.245,0
"P30","En blanco",0.194,0.063,0.314,0.293,0,0.021,0,0,0.078,0
"P30","No sabe",0.084,0.133,0.106,0.139,0.678,0.114,0,0,0.088,0.372
"P10_imputada","Unión por la Patria",0.356,0.62,0.106,0.317,0.322,0.505,0.182,1,0.486,0.399
"P10_imputada","Juntos por el Cambio",0.354,0.11,0.592,0.354,0.678,0.189,0.424,0,0.355,0.078
"P10_imputada","De los liberales libertarios",0.151,0.083,0.207,0.136,0,0.24,0.394,0,0.03,0
"P10_imputada","De la Izquierda",0.017,0.091,0.026,0.114,0,0.045,0,0,0.074,0.229
"P10_imputada","Hacemos por nuestro país",0.07,0,0.055,0.029,0,0,0,0,0.055,0
"P10_imputada","Otro",0.02,0.086,0.007,0,0,0,0,0,0,0.294
"P10_imputada","En blanco",0.032,0.01,0.007,0.05,0,0.021,0,0,0,0
"P13_imputada","Sergio Massa a Presidente y Agustin Rossi a Vicepresidente por Union por la Patria",0.388,0.651,0.099,0.293,0.322,0.385,0.182,1,0.535,0.705
"P13_imputada","Patricia Bullrich a Presidente y Luis Petri a Vicepresidente por Juntos por el Cambio",0.336,0.243,0.575,0.372,0.678,0.172,0.424,0,0.155,0
"P13_imputada","Javier Milei a Presidente y Victoria Villarruel a Vicepresidente por la Libertad Avanza",0.187,0.096,0.287,0.087,0,0.377,0.394,0,0.226,0
"P13_imputada","Los candidatos a presidente y vicepresidente de la izquierda",0.038,0,0.011,0.169,0,0.045,0,0,0.023,0
