"var","categoria","Inflación","Desempleo","Corrupción","Inseguridad","Precio del dólar","Pobreza","Narcotráfico","Tarifas","Otro","No sabe"
"P13_imputada","Juan Schiaretti a presidente y Florencio Randazzo a vicepresidente por Hacemos por Nuestro Pais",0.02,0,0.026,0.029,0,0,0,0,0.061,0.295
"P13_imputada","En blanco",0.031,0.01,0.002,0.05,0,0.021,0,0,0,0
"P16_imputada","Union por la Patria",0.395,0.368,0.174,0.343,0.331,0.551,0.184,0.497,0.511,0.448
"P16_imputada","Cambiemos",0.413,0.408,0.577,0.352,0.669,0.179,0.414,0.503,0.347,0.552
"P16_imputada","Liberales",0.154,0.224,0.207,0.108,0,0.162,0.402,0,0.084,0
"P16_imputada","Izquierda",0.038,0,0.042,0.197,0,0.108,0,0,0.058,0
"P17_imputada","Leandro Santoro a Jefe de Gobierno por Union por la Patria",0.419,0.445,0.153,0.241,0.331,0.352,0.184,1,0.538,0.678
"P17_imputada","Jorge Macri a Jefe de Gobierno por Juntos por el Cambio",0.345,0.373,0.632,0.454,0.669,0.216,0.402,0,0.299,0.322
"P17_imputada","Ramiro Marra a Jefe de Gobierno por la Libertad Avanza",0.124,0.12,0.143,0.075,0,0.387,0.414,0,0.032,0
"P17_imputada","Los candidatos a Jefe de Gobierno de la izquierda",0.053,0.051,0.04,0.092,0,0.045,0,0,0.126,0
"P17_imputada","En blanco",0.059,0.011,0.032,0.138,0,0,0,0,0.005,0
